paper_id,title,domain,year,primary_field,profile_type,control_tier,n_controls
crispr::https://openalex.org/W2085992785,CRISPR Associated Diversity within a Population of Sulfolobus islandicus,crispr,2010,Bacteriophages and microbial interactions,future_top_decile,field_all_years,55
graphene_2d_materials::https://openalex.org/W1563144314,Thin films of fullerene-like MoS2 nanoparticles with ultra-low friction and wear,graphene_2d_materials,2000,Metal and Thin Film Mechanics,future_top_decile,field_all_years,61
graphene_2d_materials::https://openalex.org/W1983956165,"On the correlation between the scanning tunneling microscopy image imperfections and point defects of layered chalcogenides 2HMX2 (M = Mo, W; X = S, Se)",graphene_2d_materials,1995,2D Materials and Applications,future_top_decile,all_non_landmark,5920
graphene_2d_materials::https://openalex.org/W2330968650,Template Synthesis of Near-Monodisperse<sup>1</sup>Microscale Nanofibers and Nanotubules of MoS<sub>2</sub>,graphene_2d_materials,1998,Anodic Oxide Films and Nanostructures,future_top_decile,all_non_landmark,5920
graphene_2d_materials::https://openalex.org/W2147500939,A triboscopic investigation of the wear and friction of MoS2 in a reciprocating sliding contact,graphene_2d_materials,1998,Metal and Thin Film Mechanics,future_top_decile,field_all_years,61
graphene_2d_materials::https://openalex.org/W2145174799,Scanning Tunneling Microscopic Investigation of 1T-MoS<sub>2</sub>,graphene_2d_materials,1998,Molecular Junctions and Nanostructures,future_top_decile,all_non_landmark,5920
graphene_2d_materials::https://openalex.org/W2053064525,Microstructural Characterization of Highly HDS-Active Co<sub>6</sub>S<sub>8</sub>-Pillared Molybdenum Sulfides,graphene_2d_materials,1998,Catalysis and Hydrodesulfurization Studies,future_top_decile,field_year3,58
graphene_2d_materials::https://openalex.org/W2092310091,Electrochemical Hydrogen Storage in MoS<sub>2</sub> Nanotubes,graphene_2d_materials,2001,Fuel Cells and Related Materials,future_top_decile,all_non_landmark,5920
graphene_2d_materials::https://openalex.org/W2003525986,Structure of Restacked MoS<sub>2</sub> and WS<sub>2</sub> Elucidated by Electron Crystallography,graphene_2d_materials,1999,Catalysis and Hydrodesulfurization Studies,future_top_decile,field_year3,66
graphene_2d_materials::https://openalex.org/W2090975249,Electrical properties of molybdenum disulfide MoS2. Experimental study and density functional calculation results,graphene_2d_materials,1997,Organic and Molecular Conductors Research,future_top_decile,all_non_landmark,5920
graphene_2d_materials::https://openalex.org/W2163927137,Pyridine interaction with a partially hydrogenated MoS2 modelled surface. A molecular orbital study,graphene_2d_materials,1995,Molecular Junctions and Nanostructures,future_top_decile,all_non_landmark,5920
graphene_2d_materials::https://openalex.org/W1986137467,Hydrothermal Synthesis of α-MoO<sub>3</sub>Nanorods via Acidification of Ammonium Heptamolybdate Tetrahydrate,graphene_2d_materials,2002,Transition Metal Oxide Nanomaterials,future_top_decile,all_non_landmark,5920
graphene_2d_materials::https://openalex.org/W2056923364,Structural Characterization and Thermal Stability of MoS<sub>2</sub>Intercalation Compounds,graphene_2d_materials,1998,Molecular Junctions and Nanostructures,future_top_decile,all_non_landmark,5920
graphene_2d_materials::https://openalex.org/W2089226276,Growth Mechanism of MoS<sub>2</sub> Fullerene-like Nanoparticles by Gas-Phase Synthesis,graphene_2d_materials,2000,Fullerene Chemistry and Applications,future_top_decile,all_non_landmark,5920
graphene_2d_materials::https://openalex.org/W2058203510,Structure of copper- and H2-phthalocyanine thin films on MoS2 studied by angle-resolved ultraviolet photoelectron spectroscopy and low energy electron diffraction,graphene_2d_materials,1999,Surface and Thin Film Phenomena,future_top_decile,all_non_landmark,5920
graphene_2d_materials::https://openalex.org/W1993002905,An XPS study of the surface modification of natural MoS2 following treatment in an RF-oxygen plasma,graphene_2d_materials,1998,Corrosion Behavior and Inhibition,future_top_decile,all_non_landmark,5920
graphene_2d_materials::https://openalex.org/W2952265440,Nanoparticles of Layered Compounds with Hollow Cage Structures (Inorganic Fullerene-Like Structures),graphene_2d_materials,1998,Fullerene Chemistry and Applications,future_top_decile,all_non_landmark,5920
graphene_2d_materials::https://openalex.org/W2022344710,Mechanisms of ultra-low friction by hollow inorganic fullerene-like MoS2 nanoparticles,graphene_2d_materials,2002,Tribology and Wear Analysis,future_top_decile,all_non_landmark,5920
graphene_2d_materials::https://openalex.org/W2094789248,XPS investigation of preferential sputtering of S from MoS2 and determination of MoSx stoichiometry from Mo and S peak positions,graphene_2d_materials,1999,Metal and Thin Film Mechanics,future_top_decile,field_all_years,61
graphene_2d_materials::https://openalex.org/W2090170006,Formation and characterization of self-lubricating MoS2 precursor films on anodized aluminium,graphene_2d_materials,1997,Anodic Oxide Films and Nanostructures,future_top_decile,all_non_landmark,5920
graphene_2d_materials::https://openalex.org/W1986015780,X-ray absorption fine structure study of the atomic and electronic structure of molybdenum disulfide intercalation compounds with transition metals,graphene_2d_materials,1998,Catalysis and Hydrodesulfurization Studies,future_top_decile,field_year3,58
graphene_2d_materials::https://openalex.org/W2001826075,Synthesis of open-ended MoS2 nanotubes and the application as the catalyst of methanation,graphene_2d_materials,2002,MXene and MAX Phase Materials,future_top_decile,all_non_landmark,5920
graphene_2d_materials::https://openalex.org/W2045604811,Intercalation chemistry of molybdenum disulfide,graphene_2d_materials,2002,Chalcogenide Semiconductor Thin Films,future_top_decile,all_non_landmark,5920
graphene_2d_materials::https://openalex.org/W2054961069,Thermal evolution in air and argon of nanocrystalline MoS2 synthesized under hydrothermal conditions,graphene_2d_materials,2001,Catalysis and Hydrodesulfurization Studies,future_top_decile,field_year3,113
graphene_2d_materials::https://openalex.org/W2044600393,Simple solution route to uniform MoS2 particles with randomly stacked layers,graphene_2d_materials,2004,2D Materials and Applications,future_top_decile,all_non_landmark,5920
graphene_2d_materials::https://openalex.org/W2012805470,Scanning tunneling microscopic investigation of Kx(H2O)yMoS2,graphene_2d_materials,1997,Molecular Junctions and Nanostructures,future_top_decile,all_non_landmark,5920
graphene_2d_materials::https://openalex.org/W1968164954,Self-assembled alkane monolayers on MoSe2 and MoS2,graphene_2d_materials,1993,Surface Chemistry and Catalysis,future_top_decile,all_non_landmark,5920
graphene_2d_materials::https://openalex.org/W2019081786,Chemical vapour deposition of MoS2 coatings using the precursors MoCl5 and H2S,graphene_2d_materials,1999,Metal and Thin Film Mechanics,future_top_decile,field_all_years,61
graphene_2d_materials::https://openalex.org/W2008354437,Synthesis of MoS<i><sub>x</sub></i> (5 &gt; <i>x</i> &gt; 6) Amorphous Sulfides and Their Use for Preparation of MoS<sub>2</sub> Monodispersed Microspheres,graphene_2d_materials,2002,Catalysis and Hydrodesulfurization Studies,future_top_decile,field_year,61
graphene_2d_materials::https://openalex.org/W2141297982,Formation of MoS<sub>2</sub> Inorganic Fullerenes (IFs) by the Reaction of MoO<sub>3</sub> Nanobelts and S,graphene_2d_materials,2003,Boron and Carbon Nanomaterials Research,future_top_decile,all_non_landmark,5920
graphene_2d_materials::https://openalex.org/W2952735014,MoS<sub>2</sub> Nanostructures:  Synthesis and Electrochemical Mg<sup>2+</sup> Intercalation,graphene_2d_materials,2004,2D Materials and Applications,future_top_decile,all_non_landmark,5920
graphene_2d_materials::https://openalex.org/W2062234263,Advanced solid lubricant coatings for high vacuum environments,graphene_2d_materials,1996,Diamond and Carbon-based Materials Research,future_top_decile,all_non_landmark,5920
graphene_2d_materials::https://openalex.org/W2044412691,Tribological behaviour and wear mechanism of MoS2–Cr coatings sliding against various counterbody,graphene_2d_materials,2002,Metal and Thin Film Mechanics,future_top_decile,field_all_years,61
graphene_2d_materials::https://openalex.org/W1651570626,Electronic structure and reactivity of defect MoS2,graphene_2d_materials,2003,Corrosion Behavior and Inhibition,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W2054275704,In vitro differentiation of murine embryonic stem cells. New approaches to old problems.,ipsc_reprogramming,1996,Pluripotent Stem Cells Research,future_top_decile,field_all_years,1670
ipsc_reprogramming::https://openalex.org/W2017840637,Genome-wide maps of chromatin state in pluripotent and lineage-committed cells,ipsc_reprogramming,2007,Epigenetics and DNA Methylation,future_top_decile,field_year3,52
ipsc_reprogramming::https://openalex.org/W2083653153,Stem Cells and Cell Therapies in Lung Biology and Lung Diseases,ipsc_reprogramming,2008,Tissue Engineering and Regenerative Medicine,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W2103588034,"The homeobox gene <i>Hex</i> is required in definitive endodermal tissues for normal forebrain, liver and thyroid formation",ipsc_reprogramming,2000,Congenital heart defects research,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W1993357134,In vitro differentiation of embryonic stem cells: Immunophenotypic analysis of cultured embryoid bodies,ipsc_reprogramming,1997,Zebrafish Biomedical Research Applications,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W2121262376,A Model for Neural Development and Treatment of Rett Syndrome Using Human Induced Pluripotent Stem Cells,ipsc_reprogramming,2010,Genetics and Neurodevelopmental Disorders,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W2159047813,Differentiation of embryonic stem cells into adipocytes in vitro,ipsc_reprogramming,1997,Adipose Tissue and Metabolism,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W1982403032,Megakaryocytes derived from embryonic stem cells implicate CalDAG-GEFI in integrin signaling,ipsc_reprogramming,2002,Platelet Disorders and Treatments,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W2107024719,"Maintenance of self‐renewal ability of mouse embryonic stem cells in the absence of DNA methyltransferases Dnmt1, Dnmt3a and Dnmt3b",ipsc_reprogramming,2006,Epigenetics and DNA Methylation,future_top_decile,field_all_years,58
ipsc_reprogramming::https://openalex.org/W2121586624,Adult neural stem cells in the mammalian central nervous system,ipsc_reprogramming,2009,Neurogenesis and neuroplasticity mechanisms,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W2003475800,Essential Role of Chromatin Remodeling Protein Bptf in Early Mouse Embryos and Embryonic Stem Cells,ipsc_reprogramming,2008,Genomics and Chromatin Dynamics,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W2070462400,Role of PU.1 in Hematopoiesis,ipsc_reprogramming,1998,Renal and related cancers,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W2104996733,Patient-Specific Induced Pluripotent Stem-Cell Models for Long-QT Syndrome,ipsc_reprogramming,2010,Cardiac electrophysiology and arrhythmias,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W2034203463,Lin-28B transactivation is necessary for Myc-mediated let-7 repression and proliferation,ipsc_reprogramming,2009,Signaling Pathways in Disease,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W2064586774,Requirement of the transcription factor GATA4 for heart tube formation and ventral morphogenesis.,ipsc_reprogramming,1997,Congenital heart defects research,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W1981186364,Nuclear reprogramming of cloned embryos produced in vitro,ipsc_reprogramming,2002,Animal Genetics and Reproduction,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W1908801241,Three-dimensional cell cultures: from molecular mechanisms to clinical applications,ipsc_reprogramming,1997,3D Printing in Biomedical Research,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W2167639593,Pluripotent stem cells in neurodegenerative and neurodevelopmental diseases,ipsc_reprogramming,2010,Neurogenetic and Muscular Disorders Research,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W2166556978,NANOG regulates glioma stem cells and is essential in vivo acting in a cross‐functional network with GLI1 and p53,ipsc_reprogramming,2010,Genetics and Neurodevelopmental Disorders,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W2017398815,Genome-wide mapping and analysis of active promoters in mouse embryonic stem cells and adult organs,ipsc_reprogramming,2007,RNA Research and Splicing,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W2052004719,Functional Mesenchymal Stem Cells Derived From Human Induced Pluripotent Stem Cells Attenuate Limb Ischemia in Mice,ipsc_reprogramming,2010,Mesenchymal stem cell research,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W2172157901,Lin-28 interaction with the Let-7 precursor loop mediates regulated microRNA processing,ipsc_reprogramming,2008,MicroRNA in disease regulation,future_top_decile,field_all_years,56
ipsc_reprogramming::https://openalex.org/W2143747124,Patient-specific induced pluripotent stem-cell-derived models of LEOPARD syndrome,ipsc_reprogramming,2010,Protein Tyrosine Phosphatases,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W2025761840,Genes Expressed after Retinoic Acid-Mediated Differentiation of Embryoid Bodies Are Likely to Be Expressed during Embryo Development,ipsc_reprogramming,1998,CRISPR and Genetic Engineering,future_top_decile,field_all_years,907
ipsc_reprogramming::https://openalex.org/W1985310530,Osteogenic and chondrogenic differentiation of embryonic stem cells in response to specific growth factors,ipsc_reprogramming,2005,Pluripotent Stem Cells Research,future_top_decile,field_year_refbin,164
ipsc_reprogramming::https://openalex.org/W2112738731,Myc’s broad reach,ipsc_reprogramming,2008,Cancer-related Molecular Pathways,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W2051531582,The role of oxygen availability in embryonic development and stem cell function,ipsc_reprogramming,2008,"Cancer, Hypoxia, and Metabolism",future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W1985100709,Differentiation of nonbeating embryonic stem cells into beating cardiomyocytes is dependent on downregulation of PKCβ and ζ in concert with upregulation of PKCε,ipsc_reprogramming,2003,Pancreatic function and diabetes,future_top_decile,field_all_years,59
ipsc_reprogramming::https://openalex.org/W2001274636,Megakaryocytes derived from human embryonic stem cells: a genetically tractable system to study megakaryocytopoiesis and integrin function,ipsc_reprogramming,2006,Platelet Disorders and Treatments,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W2143076230,The role of YAP transcription coactivator in regulating stem cell self-renewal and differentiation,ipsc_reprogramming,2010,Hippo pathway signaling and YAP/TAZ,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W2128353741,A Human iPSC Model of Hutchinson Gilford Progeria Reveals Vascular Smooth Muscle and Mesenchymal Stem Cell Defects,ipsc_reprogramming,2010,Nuclear Structure and Function,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W2052726917,Hippocampal development and neural stem cell maintenance require Sox2-dependent regulation of Shh,ipsc_reprogramming,2009,Hedgehog Signaling Pathway Studies,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W2143296478,Directed differentiation of human pluripotent stem cells into intestinal tissue in vitro,ipsc_reprogramming,2010,Pluripotent Stem Cells Research,future_top_decile,field_year_refbin,320
ipsc_reprogramming::https://openalex.org/W2084521437,A Hierarchical Network Controls Protein Translation during Murine Embryonic Stem Cell Self-Renewal and Differentiation,ipsc_reprogramming,2008,CRISPR and Genetic Engineering,future_top_decile,field_year,50
ipsc_reprogramming::https://openalex.org/W2155227864,Dicer-deficient mouse embryonic stem cells are defective in differentiation and centromeric silencing,ipsc_reprogramming,2005,RNA Interference and Gene Delivery,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W2274265303,Hematopoietic-Specific Genes Are Not Induced During In Vitro Differentiation of scl-Null Embryonic Stem Cells,ipsc_reprogramming,1997,Zebrafish Biomedical Research Applications,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W2080070415,Embryonic stem cells differentiate into oligodendrocytes and myelinate in culture and after spinal cord transplantation,ipsc_reprogramming,2000,Neurogenesis and neuroplasticity mechanisms,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W2161224111,Genome-scale DNA methylation maps of pluripotent and differentiated cells,ipsc_reprogramming,2008,Epigenetics and DNA Methylation,future_top_decile,field_year3,50
ipsc_reprogramming::https://openalex.org/W2076770967,Differentiation of Embryonic Stem Cells to Insulin-Secreting Structures Similar to Pancreatic Islets,ipsc_reprogramming,2001,Pancreatic function and diabetes,future_top_decile,field_all_years,59
ipsc_reprogramming::https://openalex.org/W2019392609,A definitive role of Shp-2 tyrosine phosphatase in mediating embryonic stem cell differentiation and hematopoiesis,ipsc_reprogramming,2003,Cytokine Signaling Pathways and Interactions,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W2072820298,Global hypomethylation of the genome in XX embryonic stem cells,ipsc_reprogramming,2005,Epigenetics and DNA Methylation,future_top_decile,field_all_years,58
ipsc_reprogramming::https://openalex.org/W1506835737,Induction of pluripotent stem cells from mouse fibroblasts by four transcription factors,ipsc_reprogramming,2007,Pluripotent Stem Cells Research,future_top_decile,field_year_refbin,72
ipsc_reprogramming::https://openalex.org/W1963731994,Marrow-mindedness: a perspective on neuropoiesis,ipsc_reprogramming,1999,Neurogenesis and neuroplasticity mechanisms,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W1978880986,Metabolic oxidation regulates embryonic stem cell differentiation,ipsc_reprogramming,2010,Mitochondrial Function and Pathology,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W1999242737,Differentiation of Osteoblasts and <i>in Vitro</i> Bone Formation from Murine Embryonic Stem Cells,ipsc_reprogramming,2001,Pluripotent Stem Cells Research,future_top_decile,field_year,129
ipsc_reprogramming::https://openalex.org/W2086017841,Differentiation plasticity of chondrocytes derived from mouse embryonic stem cells,ipsc_reprogramming,2002,Osteoarthritis Treatment and Mechanisms,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W2053272006,Reactive Oxygen Species as Signaling Molecules in Cardiovascular Differentiation of Embryonic Stem Cells and Tumor-Induced Angiogenesis,ipsc_reprogramming,2005,Angiogenesis and VEGF in Cancer,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W2138726422,Generation of pluripotent stem cells from patients with type 1 diabetes,ipsc_reprogramming,2009,Pancreatic function and diabetes,future_top_decile,field_all_years,59
ipsc_reprogramming::https://openalex.org/W1973541913,"Hypoxia-Inducible Factors, Stem Cells, and Cancer",ipsc_reprogramming,2007,"Cancer, Hypoxia, and Metabolism",future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W1992924696,Use of developmental marker genes to define temporal and spatial patterns of differentiation during embryoid body formation,ipsc_reprogramming,1999,Pluripotent Stem Cells Research,future_top_decile,field_year3,165
ipsc_reprogramming::https://openalex.org/W2083201495,Hypoxia and pluripotency in embryonic and embryonal carcinoma stem cell biology,ipsc_reprogramming,2009,"Cancer, Hypoxia, and Metabolism",future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W2060034675,"Studying Early Lethality of 45,XO (Turner's Syndrome) Embryos Using Human Embryonic Stem Cells",ipsc_reprogramming,2009,Genetic and Clinical Aspects of Sex Determination and Chromosomal Abnormalities,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W2062685681,Differentiation of Osteoblasts from Murine Embryonic Stem Cells by Overexpression of the Transcriptional Factor Osterix,ipsc_reprogramming,2004,MicroRNA in disease regulation,future_top_decile,field_all_years,56
ipsc_reprogramming::https://openalex.org/W2127098981,Embryonic Stem Cells and Gene Targeting,ipsc_reprogramming,2000,CRISPR and Genetic Engineering,future_top_decile,field_all_years,907
ipsc_reprogramming::https://openalex.org/W2180585852,Initial Observations on the Effect of Medium Composition on the Differentiation of Murine Embryonic Stem Cells to Alveolar Type II Cells,ipsc_reprogramming,2004,Neonatal Respiratory Health Research,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W1994029368,Female Human iPSCs Retain an Inactive X Chromosome,ipsc_reprogramming,2010,CRISPR and Genetic Engineering,future_top_decile,field_year,103
ipsc_reprogramming::https://openalex.org/W1993909108,Isolation and directed differentiation of neural crest stem cells derived from human embryonic stem cells,ipsc_reprogramming,2007,Congenital Anomalies and Fetal Surgery,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W2073853835,Defining the Conditions for the Generation of Melanocytes from Human Embryonic Stem Cells,ipsc_reprogramming,2006,Pluripotent Stem Cells Research,future_top_decile,field_year_refbin,129
ipsc_reprogramming::https://openalex.org/W2011856955,Homogeneous monocytes and macrophages from human embryonic stem cells following coculture-free differentiation in M-CSF and IL-3,ipsc_reprogramming,2008,Immune cells in cancer,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W2026246891,Adult stem cells: assessing the case for pluripotency,ipsc_reprogramming,2002,Pluripotent Stem Cells Research,future_top_decile,field_year_refbin,53
ipsc_reprogramming::https://openalex.org/W1980699340,The Expression of Mitochondrial DNA Transcription Factors during Early Cardiomyocyte <i>In Vitro</i> Differentiation from Human Embryonic Stem Cells,ipsc_reprogramming,2005,Mitochondrial Function and Pathology,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W2003202642,The Latent Transforming Growth Factor-β–binding Protein-1 Promotes In Vitro Differentiation of Embryonic Stem Cells into Endothelium,ipsc_reprogramming,2000,TGF-β signaling in diseases,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W2139373056,A pure population of lung alveolar epithelial type II cells derived from human embryonic stem cells,ipsc_reprogramming,2007,Neonatal Respiratory Health Research,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W2155734183,Neural differentiation of human induced pluripotent stem cells follows developmental principles but with variable potency,ipsc_reprogramming,2010,Pluripotent Stem Cells Research,future_top_decile,field_year_refbin,320
ipsc_reprogramming::https://openalex.org/W2097220529,A Mesoderm-Derived Precursor for Mesenchymal Stem and Endothelial Cells,ipsc_reprogramming,2010,Apelin-related biomedical research,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W2128085444,Functional Cardiomyocytes Derived From Human Induced Pluripotent Stem Cells,ipsc_reprogramming,2009,Pluripotent Stem Cells Research,future_top_decile,field_year_refbin,420
ipsc_reprogramming::https://openalex.org/W2075224242,L1 retrotransposition in human neural progenitor cells,ipsc_reprogramming,2009,Chromosomal and Genetic Variations,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W2025135710,An in vitro Pathway from Embryonic Stem Cells to Neurons and Glia,ipsc_reprogramming,1999,Pluripotent Stem Cells Research,future_top_decile,field_year3,165
ipsc_reprogramming::https://openalex.org/W2063669037,Transposable elements have rewired the core regulatory network of human embryonic stem cells,ipsc_reprogramming,2010,CRISPR and Genetic Engineering,future_top_decile,field_year,103
ipsc_reprogramming::https://openalex.org/W1986744301,Genomic safe harbors permit high β-globin transgene expression in thalassemia induced pluripotent stem cells,ipsc_reprogramming,2010,CRISPR and Genetic Engineering,future_top_decile,field_year,103
ipsc_reprogramming::https://openalex.org/W2002768599,"Hematopoietic differentiation of human embryonic stem cells progresses through sequential hematoendothelial, primitive, and definitive stages resembling human yolk sac development",ipsc_reprogramming,2005,Zebrafish Biomedical Research Applications,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W2040111843,Derivation of Distal Airway Epithelium from Human Embryonic Stem Cells,ipsc_reprogramming,2006,Pluripotent Stem Cells Research,future_top_decile,field_year_refbin,170
ipsc_reprogramming::https://openalex.org/W1977898297,Embryonic stem cell markers expression in cancers,ipsc_reprogramming,2009,Pluripotent Stem Cells Research,future_top_decile,field_year_refbin,232
ipsc_reprogramming::https://openalex.org/W2052319461,Dynamic changes in mitochondrial biogenesis and antioxidant enzymes during the spontaneous differentiation of human embryonic stem cells,ipsc_reprogramming,2006,Mitochondrial Function and Pathology,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W2021134616,Stem cells and aging: expanding the possibilities,ipsc_reprogramming,2001,Pluripotent Stem Cells Research,future_top_decile,field_year,129
ipsc_reprogramming::https://openalex.org/W2080777953,Generation of a defined and uniform population of CNS progenitors and neurons from mouse embryonic stem cells,ipsc_reprogramming,2007,Pluripotent Stem Cells Research,future_top_decile,field_year_refbin,72
ipsc_reprogramming::https://openalex.org/W2147898515,Regulation of Spermatogonial Stem Cell Self-Renewal in Mammals,ipsc_reprogramming,2008,Sperm and Testicular Function,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W1970774026,Directed differentiation of telencephalic precursors from embryonic stem cells,ipsc_reprogramming,2005,Pluripotent Stem Cells Research,future_top_decile,field_year_refbin,144
ipsc_reprogramming::https://openalex.org/W2056105211,Embryonic Stem Cell Transcription Factor Signatures in the Diagnosis of Primary and Metastatic Germ Cell Tumors,ipsc_reprogramming,2007,Testicular diseases and treatments,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W2038752568,Derivation of embryonic germ cells and male gametes from embryonic stem cells,ipsc_reprogramming,2003,Epigenetics and DNA Methylation,future_top_decile,field_all_years,58
ipsc_reprogramming::https://openalex.org/W2122496049,"New frontiers in gene targeting and cloning: success, application and challenges in domestic animals and human embryonic stem cells",ipsc_reprogramming,2003,CRISPR and Genetic Engineering,future_top_decile,field_all_years,907
ipsc_reprogramming::https://openalex.org/W1991882394,Germ layer induction from embryonic stem cells,ipsc_reprogramming,2005,Pluripotent Stem Cells Research,future_top_decile,field_year_refbin,164
ipsc_reprogramming::https://openalex.org/W2135073071,Control of Stem Cell Fate by Physical Interactions with the Extracellular Matrix,ipsc_reprogramming,2009,Cellular Mechanics and Interactions,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W1984620261,Chondrogenic differentiation of murine embryonic stem cells: Effects of culture conditions and dexamethasone,ipsc_reprogramming,2004,Osteoarthritis Treatment and Mechanisms,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W2126774748,Modelling pathogenesis and treatment of familial dysautonomia using patient-specific iPSCs,ipsc_reprogramming,2009,Hereditary Neurological Disorders,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W2144141448,Global Reorganization of Replication Domains During Embryonic Stem Cell Differentiation,ipsc_reprogramming,2008,Genomics and Chromatin Dynamics,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W2075193092,Induced Pluripotent Stem Cells Can Be Used to Model the Genomic Imprinting Disorder Prader-Willi Syndrome,ipsc_reprogramming,2010,Genetic Syndromes and Imprinting,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W2136541538,Direct conversion of fibroblasts to functional neurons by defined factors,ipsc_reprogramming,2010,Pluripotent Stem Cells Research,future_top_decile,field_year_refbin,152
ipsc_reprogramming::https://openalex.org/W1984935494,"let-7 microRNAs in development, stem cells and cancer",ipsc_reprogramming,2008,MicroRNA in disease regulation,future_top_decile,field_all_years,56
ipsc_reprogramming::https://openalex.org/W2060452703,Enhanced Generation of Induced Pluripotent Stem Cells from a Subpopulation of Human Fibroblasts,ipsc_reprogramming,2009,Pluripotent Stem Cells Research,future_top_decile,field_year_refbin,232
ipsc_reprogramming::https://openalex.org/W2083237272,Embryonic Stem Cell‐Derived Neural Progenitors Display Temporal Restriction to Neural Patterning,ipsc_reprogramming,2006,Neurogenesis and neuroplasticity mechanisms,future_top_decile,all_non_landmark,5920
ipsc_reprogramming::https://openalex.org/W2118622683,"Marrow-isolated adult multilineage inducible (MIAMI) cells, a unique population of postnatal young and old human cells with extensive expansion and differentiation potential",ipsc_reprogramming,2004,Pancreatic function and diabetes,future_top_decile,field_all_years,59
ipsc_reprogramming::https://openalex.org/W1968931043,A Bivalent Chromatin Structure Marks Key Developmental Genes in Embryonic Stem Cells,ipsc_reprogramming,2006,Epigenetics and DNA Methylation,future_top_decile,field_all_years,58
ipsc_reprogramming::https://openalex.org/W2157645703,Disease-Specific Induced Pluripotent Stem Cells,ipsc_reprogramming,2008,Pluripotent Stem Cells Research,future_top_decile,field_year_refbin,53
