paper_id,title,domain,year,primary_field,profile_type,control_tier,n_controls
gamma_ray_bursts_and_supernovae::https://openalex.org/W2158454843,"CANDELS: THE COSMIC ASSEMBLY NEAR-INFRARED DEEP EXTRAGALACTIC LEGACY SURVEY—THE <i>HUBBLE SPACE TELESCOPE</i> OBSERVATIONS, IMAGING DATA PRODUCTS, AND MOSAICS",gamma_ray_bursts_and_supernovae,2011,Astronomy and Astrophysics,future_top_decile,field_year_refbin,95
gamma_ray_bursts_and_supernovae::https://openalex.org/W2115356849,VAST: An ASKAP Survey for Variables and Slow Transients,gamma_ray_bursts_and_supernovae,2013,Astronomy and Astrophysics,future_top_decile,field_year_refbin,110
gamma_ray_bursts_and_supernovae::https://openalex.org/W2155833624,Short-Duration Gamma-Ray Bursts,gamma_ray_bursts_and_supernovae,2014,Astronomy and Astrophysics,future_top_decile,field_year_refbin,161
gamma_ray_bursts_and_supernovae::https://openalex.org/W2208159030,Grid-based Methods in Relativistic Hydrodynamics and Magnetohydrodynamics,gamma_ray_bursts_and_supernovae,2015,Nuclear and High Energy Physics,future_top_decile,all_non_landmark,5083
gamma_ray_bursts_and_supernovae::https://openalex.org/W1980024674,Revealing the Supernova–Gamma-Ray Burst Connection with TeV Neutrinos,gamma_ray_bursts_and_supernovae,2005,Astronomy and Astrophysics,future_top_decile,field_year,150
gamma_ray_bursts_and_supernovae::https://openalex.org/W2004027882,Stellar black holes at the dawn of the universe,gamma_ray_bursts_and_supernovae,2011,Astronomy and Astrophysics,future_top_decile,field_year_refbin,79
gamma_ray_bursts_and_supernovae::https://openalex.org/W3102403098,Stellar black holes at the dawn of the universe,gamma_ray_bursts_and_supernovae,2011,Astronomy and Astrophysics,future_top_decile,field_year_refbin,79
gamma_ray_bursts_and_supernovae::https://openalex.org/W1980127569,HIGH-ENERGY NEUTRINO AND GAMMA-RAY TRANSIENTS FROM TRANS-RELATIVISTIC SUPERNOVA SHOCK BREAKOUTS,gamma_ray_bursts_and_supernovae,2013,Astronomy and Astrophysics,future_top_decile,field_year_refbin,100
gamma_ray_bursts_and_supernovae::https://openalex.org/W1560115845,EXTRAGALACTIC SYNCHROTRON TRANSIENTS IN THE ERA OF WIDE-FIELD RADIO SURVEYS. I. DETECTION RATES AND LIGHT CURVE CHARACTERISTICS,gamma_ray_bursts_and_supernovae,2015,Astronomy and Astrophysics,future_top_decile,field_year_refbin,110
gamma_ray_bursts_and_supernovae::https://openalex.org/W1914299562,"PTF10iya: a short-lived, luminous flare from the nuclear region of a star-forming galaxy",gamma_ray_bursts_and_supernovae,2012,Astronomy and Astrophysics,future_top_decile,field_year_refbin,99
gamma_ray_bursts_and_supernovae::https://openalex.org/W2039045484,Delayed outflows from black hole accretion tori following neutron star binary coalescence,gamma_ray_bursts_and_supernovae,2013,Astronomy and Astrophysics,future_top_decile,field_year_refbin,83
gamma_ray_bursts_and_supernovae::https://openalex.org/W2139440433,Type Ia Supernova Discoveries at<i>z</i>&gt; 1 from the<i>Hubble Space Telescope</i>: Evidence for Past Deceleration and Constraints on Dark Energy Evolution,gamma_ray_bursts_and_supernovae,2004,Astronomy and Astrophysics,future_top_decile,field_year,118
gamma_ray_bursts_and_supernovae::https://openalex.org/W2126113589,"A first search for coincident gravitational waves and high energy neutrinos using LIGO, Virgo and ANTARES data from 2007",gamma_ray_bursts_and_supernovae,2013,Astronomy and Astrophysics,future_top_decile,field_year_refbin,139
gamma_ray_bursts_and_supernovae::https://openalex.org/W3103516630,VAST: An ASKAP Survey for Variables and Slow Transients,gamma_ray_bursts_and_supernovae,2013,Nuclear and High Energy Physics,future_top_decile,all_non_landmark,5083
gamma_ray_bursts_and_supernovae::https://openalex.org/W3103490746,A VLT/FLAMES survey for massive binaries in Westerlund 1,gamma_ray_bursts_and_supernovae,2014,Astronomy and Astrophysics,future_top_decile,field_year_refbin,161
gamma_ray_bursts_and_supernovae::https://openalex.org/W2099213486,Multimessengers from Core-Collapse Supernovae: Multidimensionality as a Key to Bridge Theory and Observation,gamma_ray_bursts_and_supernovae,2012,Astronomy and Astrophysics,future_top_decile,field_year_refbin,125
gamma_ray_bursts_and_supernovae::https://openalex.org/W2021620550,THE 2MASS REDSHIFT SURVEY—DESCRIPTION AND DATA RELEASE,gamma_ray_bursts_and_supernovae,2012,Astronomy and Astrophysics,future_top_decile,field_year_refbin,86
gamma_ray_bursts_and_supernovae::https://openalex.org/W2015774547,Numerical Hydrodynamics and Magnetohydrodynamics in General Relativity,gamma_ray_bursts_and_supernovae,2008,Astronomy and Astrophysics,future_top_decile,field_year_refbin,60
gamma_ray_bursts_and_supernovae::https://openalex.org/W2095163514,Activation of the Blandford-Znajek mechanism in collapsing stars,gamma_ray_bursts_and_supernovae,2009,Astronomy and Astrophysics,future_top_decile,field_year_refbin,69
gamma_ray_bursts_and_supernovae::https://openalex.org/W3105759964,Evolution of massive population III stars with rotation and magnetic fields,gamma_ray_bursts_and_supernovae,2013,Astronomy and Astrophysics,future_top_decile,field_year_refbin,139
gamma_ray_bursts_and_supernovae::https://openalex.org/W2137473859,The Supernova–Gamma-Ray Burst Connection,gamma_ray_bursts_and_supernovae,2006,Astronomy and Astrophysics,future_top_decile,field_year,180
gamma_ray_bursts_and_supernovae::https://openalex.org/W2041349097,Radio and Optical Follow‐up Observations of a Uniform Radio Transient Search: Implications for Gamma‐Ray Bursts and Supernovae,gamma_ray_bursts_and_supernovae,2006,Astronomy and Astrophysics,future_top_decile,field_year,180
gamma_ray_bursts_and_supernovae::https://openalex.org/W2095725842,"MODULES FOR EXPERIMENTS IN STELLAR ASTROPHYSICS (MESA): BINARIES, PULSATIONS, AND EXPLOSIONS",gamma_ray_bursts_and_supernovae,2015,Astronomy and Astrophysics,future_top_decile,field_year_refbin,68
gamma_ray_bursts_and_supernovae::https://openalex.org/W2127461201,Type Ia Supernova Explosion Models,gamma_ray_bursts_and_supernovae,2000,Astronomy and Astrophysics,future_top_decile,field_year3,101
gamma_ray_bursts_and_supernovae::https://openalex.org/W2167307022,General relativistic simulations of passive-magneto-rotational core collapse with microphysics,gamma_ray_bursts_and_supernovae,2007,Astronomy and Astrophysics,future_top_decile,field_year_refbin,52
gamma_ray_bursts_and_supernovae::https://openalex.org/W3105754030,GAMMA-RAY AND HARD X-RAY EMISSION FROM PULSAR-AIDED SUPERNOVAE AS A PROBE OF PARTICLE ACCELERATION IN EMBRYONIC PULSAR WIND NEBULAE,gamma_ray_bursts_and_supernovae,2015,Astronomy and Astrophysics,future_top_decile,field_year_refbin,61
gamma_ray_bursts_and_supernovae::https://openalex.org/W1989269889,Searching for soft relativistic jets in core-collapse supernovae with the IceCube optical follow-up program,gamma_ray_bursts_and_supernovae,2012,Astronomy and Astrophysics,future_top_decile,field_year_refbin,107
gamma_ray_bursts_and_supernovae::https://openalex.org/W1979503956,The 6dF Galaxy Survey: final redshift release (DR3) and southern large-scale structures,gamma_ray_bursts_and_supernovae,2009,Astronomy and Astrophysics,future_top_decile,field_year_refbin,76
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2126525177,The Hallmarks of Aging,genetics_aging_and_longevity_in_model_organisms,2013,Aging,future_top_decile,field_year,67
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2147841227,"Vitellogenin, juvenile hormone, insulin signaling, and queen honey bee longevity",genetics_aging_and_longevity_in_model_organisms,2007,Genetics,future_top_decile,field_all_years,52
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2037782139,The Search for Antiaging Interventions: From Elixirs to Fasting Regimens,genetics_aging_and_longevity_in_model_organisms,2014,Endocrine and Autonomic Systems,future_top_decile,all_non_landmark,5083
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2045611938,Induction of autophagy by spermidine promotes longevity,genetics_aging_and_longevity_in_model_organisms,2009,Epidemiology,future_top_decile,field_year3,57
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2118204731,Sirt1 Regulates Aging and Resistance to Oxidative Stress in the Heart,genetics_aging_and_longevity_in_model_organisms,2007,Geriatrics and Gerontology,future_top_decile,all_non_landmark,5083
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2168431125,The Heat Shock Response: Systems Biology of Proteotoxic Stress in Aging and Disease,genetics_aging_and_longevity_in_model_organisms,2011,Molecular Biology,future_top_decile,field_year_refbin,106
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2016747889,Target of Rapamycin (TOR) in Nutrient Signaling and Growth Control,genetics_aging_and_longevity_in_model_organisms,2011,Pharmacology,future_top_decile,all_non_landmark,5083
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2148208805,Genetics of Longevity and Aging,genetics_aging_and_longevity_in_model_organisms,2005,Aging,future_top_decile,field_year,65
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2159509177,Iron behaving badly: inappropriate iron chelation as a major contributor to the aetiology of vascular and other progressive inflammatory and degenerative diseases,genetics_aging_and_longevity_in_model_organisms,2009,Inorganic Chemistry,future_top_decile,all_non_landmark,5083
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2137720344,Suppression of Aging in Mice by the Hormone Klotho,genetics_aging_and_longevity_in_model_organisms,2005,Nephrology,future_top_decile,all_non_landmark,5083
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2150665743,"Low Protein Intake Is Associated with a Major Reduction in IGF-1, Cancer, and Overall Mortality in the 65 and Younger but Not Older Population",genetics_aging_and_longevity_in_model_organisms,2014,Physiology,future_top_decile,all_non_landmark,5083
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2156746428,"Senescence, ageing and death of the whole plant",genetics_aging_and_longevity_in_model_organisms,2012,Plant Science,future_top_decile,all_non_landmark,5083
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2027272551,Ageing as a Risk Factor for Disease,genetics_aging_and_longevity_in_model_organisms,2012,Aging,future_top_decile,field_year,70
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2162871402,Aging as an Event of Proteostasis Collapse,genetics_aging_and_longevity_in_model_organisms,2011,Aging,future_top_decile,field_year,65
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2032022203,Mitonuclear protein imbalance as a conserved longevity mechanism,genetics_aging_and_longevity_in_model_organisms,2013,Aging,future_top_decile,field_year,67
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2129902630,Rapalogs and mTOR inhibitors as anti-aging therapeutics,genetics_aging_and_longevity_in_model_organisms,2013,Aging,future_top_decile,field_year,67
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2100548432,Interventions to Slow Aging in Humans: Are We Ready?,genetics_aging_and_longevity_in_model_organisms,2015,Physiology,future_top_decile,all_non_landmark,5083
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2112299930,The role of mitochondria in aging,genetics_aging_and_longevity_in_model_organisms,2013,Molecular Biology,future_top_decile,field_year_refbin,151
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2152231829,The Biology of Proteostasis in Aging and Disease,genetics_aging_and_longevity_in_model_organisms,2015,Cell Biology,future_top_decile,field_all_years,53
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W1820314031,Redox regulation of FoxO transcription factors,genetics_aging_and_longevity_in_model_organisms,2015,Molecular Biology,future_top_decile,field_year_refbin,186
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W4211127285,Caloric restriction,genetics_aging_and_longevity_in_model_organisms,2011,Physiology,future_top_decile,all_non_landmark,5083
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2156136676,"Growth Hormone Receptor Deficiency Is Associated with a Major Reduction in Pro-Aging Signaling, Cancer, and Diabetes in Humans",genetics_aging_and_longevity_in_model_organisms,2011,Molecular Biology,future_top_decile,field_year_refbin,106
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2186330137,Protein biogenesis machinery is a driver of replicative aging in yeast,genetics_aging_and_longevity_in_model_organisms,2015,Molecular Biology,future_top_decile,field_year_refbin,186
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W1737180198,Integration of ‘omics’ data in aging research: from biomarkers to systems biology,genetics_aging_and_longevity_in_model_organisms,2015,Molecular Biology,future_top_decile,field_year_refbin,173
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2134461109,"DNA damage, cellular senescence and organismal ageing: causal or correlative?",genetics_aging_and_longevity_in_model_organisms,2007,Physiology,future_top_decile,all_non_landmark,5083
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W1991737520,"Slow aging during insect reproductive diapause: why butterflies, grasshoppers and flies are like worms",genetics_aging_and_longevity_in_model_organisms,2001,Aging,future_top_decile,field_year3,91
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2125596551,"Age-associated changes in expression of small, noncoding RNAs, including microRNAs, in <i>C. elegans</i>",genetics_aging_and_longevity_in_model_organisms,2011,Cancer Research,future_top_decile,field_all_years,86
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2021632384,Essential role for autophagy in life span extension,genetics_aging_and_longevity_in_model_organisms,2015,Epidemiology,future_top_decile,field_all_years,86
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2133872744,Oxidative stress as a life‐history constraint: the role of reactive oxygen species in shaping phenotypes from conception to death,genetics_aging_and_longevity_in_model_organisms,2010,Aging,future_top_decile,field_year,66
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W1991476773,FOXO transcription factors: key regulators of cellular quality control,genetics_aging_and_longevity_in_model_organisms,2014,Molecular Biology,future_top_decile,field_year_refbin,212
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2173367702,The transcriptional landscape of age in human peripheral blood,genetics_aging_and_longevity_in_model_organisms,2015,Molecular Biology,future_top_decile,field_year_refbin,146
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W4297900044,Transcriptional Profiling of Aging in Human Muscle Reveals a Common Aging Signature,genetics_aging_and_longevity_in_model_organisms,2006,Aging,future_top_decile,field_year,71
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2043304304,The Aging Stress Response,genetics_aging_and_longevity_in_model_organisms,2010,Aging,future_top_decile,field_year,66
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2154489578,Effect of Antioxidants Supplementation on Aging and Longevity,genetics_aging_and_longevity_in_model_organisms,2014,Physiology,future_top_decile,all_non_landmark,5083
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2058484936,The genetics of ageing,genetics_aging_and_longevity_in_model_organisms,2010,Aging,future_top_decile,field_year,66
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2098845312,FoxO transcription factors in the maintenance of cellular homeostasis during aging,genetics_aging_and_longevity_in_model_organisms,2008,Molecular Biology,future_top_decile,field_year,182
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W1968065063,Oxidative Stress and Epigenetic Regulation in Ageing and Age-Related Diseases,genetics_aging_and_longevity_in_model_organisms,2013,Geriatrics and Gerontology,future_top_decile,all_non_landmark,5083
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2192708678,Long live <scp>FOXO</scp> : unraveling the role of <scp>FOXO</scp> proteins in aging and longevity,genetics_aging_and_longevity_in_model_organisms,2015,Aging,future_top_decile,field_year3,87
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2076262819,Phosphorylation of Serine 256 by Protein Kinase B Disrupts Transactivation by FKHR and Mediates Effects of Insulin on Insulin-like Growth Factor-binding Protein-1 Promoter Activity through a Conserved Insulin Response Sequence,genetics_aging_and_longevity_in_model_organisms,1999,Molecular Biology,future_top_decile,field_year3,96
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W1991731804,"FOXOs and Sirtuins in Vascular Growth, Maintenance, and Aging",genetics_aging_and_longevity_in_model_organisms,2012,Geriatrics and Gerontology,future_top_decile,all_non_landmark,5083
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W1967874462,Oxidative stress and aberrant signaling in aging and cognitive decline,genetics_aging_and_longevity_in_model_organisms,2007,Epidemiology,future_top_decile,field_all_years,86
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2004129180,How increased oxidative stress promotes longevity and metabolic health: The concept of mitochondrial hormesis (mitohormesis),genetics_aging_and_longevity_in_model_organisms,2010,Aging,future_top_decile,field_year,66
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2079783863,A Microarray-Based Genetic Screen for Yeast Chronological Aging Factors,genetics_aging_and_longevity_in_model_organisms,2010,Molecular Biology,future_top_decile,field_year_refbin,112
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2111322904,AMP-activated protein kinase (AMPK) controls the aging process via an integrated signaling network,genetics_aging_and_longevity_in_model_organisms,2011,Epidemiology,future_top_decile,field_year3,63
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2098782851,"Skin‐derived fibroblasts from long‐lived species are resistant to some, but not all, lethal stresses and to the mitochondrial inhibitor rotenone",genetics_aging_and_longevity_in_model_organisms,2006,Aging,future_top_decile,field_year,71
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2183090108,Insights into Sex Chromosome Evolution and Aging from the Genome of a Short-Lived Fish,genetics_aging_and_longevity_in_model_organisms,2015,Genetics,future_top_decile,field_all_years,52
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2149863676,The first long-lived mutants: discovery of the insulin/IGF-1 pathway for ageing,genetics_aging_and_longevity_in_model_organisms,2010,Aging,future_top_decile,field_year,66
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2083426029,"Longevity and skeletal muscle mass: the role of IGF signalling, the sirtuins, dietary restriction and protein intake",genetics_aging_and_longevity_in_model_organisms,2015,Physiology,future_top_decile,all_non_landmark,5083
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2136212424,Coordination and communication between the p53 and IGF-1–AKT–TOR signal transduction pathways,genetics_aging_and_longevity_in_model_organisms,2006,Molecular Biology,future_top_decile,field_year,54
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2091944089,Extending life span by increasing oxidative stress,genetics_aging_and_longevity_in_model_organisms,2011,Aging,future_top_decile,field_year,65
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2157455146,Increased susceptibility to oxidative stress as a proximate cost of reproduction,genetics_aging_and_longevity_in_model_organisms,2004,"Ecology, Evolution, Behavior and Systematics",future_top_decile,all_non_landmark,5083
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2050068554,Reduced IGF-1 Signaling Delays Age-Associated Proteotoxicity in Mice,genetics_aging_and_longevity_in_model_organisms,2009,Aging,future_top_decile,field_year,70
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2159840353,Mitochondrial dysfunction as a cause of ageing,genetics_aging_and_longevity_in_model_organisms,2008,Molecular Biology,future_top_decile,field_year_refbin,54
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2132296982,Proteotoxic stress and inducible chaperone networks in neurodegenerative disease and aging,genetics_aging_and_longevity_in_model_organisms,2008,Molecular Biology,future_top_decile,field_year_refbin,50
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2099864799,Rapamycin Extends Maximal Lifespan in Cancer-Prone Mice,genetics_aging_and_longevity_in_model_organisms,2010,Aging,future_top_decile,field_year,66
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W1603282458,Evolutionary biology of starvation resistance: what we have learned from <i>Drosophila</i>,genetics_aging_and_longevity_in_model_organisms,2007,Ecology,future_top_decile,all_non_landmark,5083
graphene_2d_materials::https://openalex.org/W2024966938,"Progress, Challenges, and Opportunities in Two-Dimensional Materials Beyond Graphene",graphene_2d_materials,2013,Materials Chemistry,future_top_decile,field_year,96
graphene_2d_materials::https://openalex.org/W3037464148,Graphene plasmonics,graphene_2d_materials,2012,Biomedical Engineering,future_top_decile,all_non_landmark,5083
graphene_2d_materials::https://openalex.org/W1976156302,"Graphene and Graphene Oxide: Synthesis, Properties, and Applications",graphene_2d_materials,2010,Materials Chemistry,future_top_decile,field_year,63
graphene_2d_materials::https://openalex.org/W2166691312,"Functionalization of Graphene: Covalent and Non-Covalent Approaches, Derivatives and Applications",graphene_2d_materials,2012,Materials Chemistry,future_top_decile,field_year,60
graphene_2d_materials::https://openalex.org/W2085537249,Liquid Exfoliation of Layered Materials,graphene_2d_materials,2013,Materials Chemistry,future_top_decile,field_year,96
graphene_2d_materials::https://openalex.org/W2024227324,"Science and technology roadmap for graphene, related two-dimensional crystals, and hybrid systems",graphene_2d_materials,2014,Materials Chemistry,future_top_decile,field_year,169
graphene_2d_materials::https://openalex.org/W2340744176,Ultrathin Two-Dimensional Nanomaterials,graphene_2d_materials,2015,Materials Chemistry,future_top_decile,field_year,136
graphene_2d_materials::https://openalex.org/W2028783209,A graphene-based broadband optical modulator,graphene_2d_materials,2011,Electrical and Electronic Engineering,future_top_decile,field_year3,128
graphene_2d_materials::https://openalex.org/W2036077422,Plasmonics in graphene at infrared frequencies,graphene_2d_materials,2009,Materials Chemistry,future_top_decile,field_year,66
graphene_2d_materials::https://openalex.org/W2012587360,Graphene-Like Two-Dimensional Materials,graphene_2d_materials,2013,Materials Chemistry,future_top_decile,field_year,96
graphene_2d_materials::https://openalex.org/W2075356879,"Graphene Oxide: Preparation, Functionalization, and Electrochemical Applications",graphene_2d_materials,2012,Materials Chemistry,future_top_decile,field_year,60
graphene_2d_materials::https://openalex.org/W2104029981,Stretching and Breaking of Ultrathin MoS<sub>2</sub>,graphene_2d_materials,2011,Materials Chemistry,future_top_decile,field_year,50
graphene_2d_materials::https://openalex.org/W2121621337,Graphene Based Electrochemical Sensors and Biosensors: A Review,graphene_2d_materials,2010,Electrical and Electronic Engineering,future_top_decile,field_all_years,304
graphene_2d_materials::https://openalex.org/W2070024241,Chemical functionalization of graphene and its applications,graphene_2d_materials,2012,Materials Chemistry,future_top_decile,field_year,60
graphene_2d_materials::https://openalex.org/W1999594918,"Graphene Photonics, Plasmonics, and Broadband Optoelectronic Devices",graphene_2d_materials,2012,Biomedical Engineering,future_top_decile,all_non_landmark,5083
graphene_2d_materials::https://openalex.org/W2138183388,Biological and chemical sensors based on graphene materials,graphene_2d_materials,2011,Molecular Biology,future_top_decile,field_year_refbin,106
graphene_2d_materials::https://openalex.org/W2021994802,Single-layer MoS2 transistors,graphene_2d_materials,2011,Materials Chemistry,future_top_decile,field_year,50
graphene_2d_materials::https://openalex.org/W2003070696,Graphene Plasmonics: A Platform for Strong Light–Matter Interactions,graphene_2d_materials,2011,Biomedical Engineering,future_top_decile,all_non_landmark,5083
graphene_2d_materials::https://openalex.org/W2147624032,Graphene/metal oxide composite electrode materials for energy storage,graphene_2d_materials,2011,Electrical and Electronic Engineering,future_top_decile,field_year3,128
graphene_2d_materials::https://openalex.org/W2163980958,A roadmap for graphene,graphene_2d_materials,2012,Materials Chemistry,future_top_decile,field_year,60
graphene_2d_materials::https://openalex.org/W2147873145,Deterministic transfer of two-dimensional materials by all-dry viscoelastic stamping,graphene_2d_materials,2014,Biomedical Engineering,future_top_decile,all_non_landmark,5083
graphene_2d_materials::https://openalex.org/W2011899447,The chemistry of two-dimensional layered transition metal dichalcogenide nanosheets,graphene_2d_materials,2013,Materials Chemistry,future_top_decile,field_year,96
graphene_2d_materials::https://openalex.org/W2118609172,Graphene-based composites,graphene_2d_materials,2011,Materials Chemistry,future_top_decile,field_year,50
graphene_2d_materials::https://openalex.org/W2135926269,Optical nano-imaging of gate-tunable graphene plasmons,graphene_2d_materials,2012,Biomedical Engineering,future_top_decile,all_non_landmark,5083
graphene_2d_materials::https://openalex.org/W2129479958,"Graphene Oxide, Highly Reduced Graphene Oxide, and Graphene: Versatile Building Blocks for Carbon‐Based Materials",graphene_2d_materials,2010,Materials Chemistry,future_top_decile,field_year,63
graphene_2d_materials::https://openalex.org/W2089608912,Quantum spin Hall effect in two-dimensional transition metal dichalcogenides,graphene_2d_materials,2014,"Atomic and Molecular Physics, and Optics",future_top_decile,field_year,255
ipsc_reprogramming::https://openalex.org/W1483496013,Organoid Models and Applications in Biomedical Research,ipsc_reprogramming,2015,Molecular Biology,future_top_decile,field_year_refbin,93
ipsc_reprogramming::https://openalex.org/W2104996733,Patient-Specific Induced Pluripotent Stem-Cell Models for Long-QT Syndrome,ipsc_reprogramming,2010,Cardiology and Cardiovascular Medicine,future_top_decile,all_non_landmark,5083
ipsc_reprogramming::https://openalex.org/W2138726422,Generation of pluripotent stem cells from patients with type 1 diabetes,ipsc_reprogramming,2009,Surgery,future_top_decile,all_non_landmark,5083
ipsc_reprogramming::https://openalex.org/W1632791076,Exosomes and Their Therapeutic Potentials of Stem Cells,ipsc_reprogramming,2015,Molecular Biology,future_top_decile,field_year_refbin,93
ipsc_reprogramming::https://openalex.org/W1989312191,iPS Programmed Without c-MYC Yield Proficient Cardiogenesis for Functional Heart Chimerism,ipsc_reprogramming,2009,Molecular Biology,future_top_decile,field_year_refbin,78
ipsc_reprogramming::https://openalex.org/W1994142477,Nuclear reprogramming to a pluripotent state by three approaches,ipsc_reprogramming,2010,Molecular Biology,future_top_decile,field_year_refbin,85
ipsc_reprogramming::https://openalex.org/W2009397177,Metabolic requirements for the maintenance of self-renewing stem cells,ipsc_reprogramming,2014,Molecular Biology,future_top_decile,field_year_refbin,221
ipsc_reprogramming::https://openalex.org/W2146890924,Disease‐specific phenotypes in dopamine neurons from human iPS‐based models of genetic and sporadic Parkinson's disease,ipsc_reprogramming,2012,Molecular Biology,future_top_decile,field_year_refbin,105
ipsc_reprogramming::https://openalex.org/W2051531582,The role of oxygen availability in embryonic development and stem cell function,ipsc_reprogramming,2008,Cancer Research,future_top_decile,field_all_years,86
ipsc_reprogramming::https://openalex.org/W2170409651,iPS cells: a game changer for future medicine,ipsc_reprogramming,2014,Molecular Biology,future_top_decile,field_year_refbin,212
ipsc_reprogramming::https://openalex.org/W2081914422,Human iPSC-Based Modeling of Late-Onset Disease via Progerin-Induced Aging,ipsc_reprogramming,2013,Molecular Biology,future_top_decile,field_year_refbin,151
ipsc_reprogramming::https://openalex.org/W2121262376,A Model for Neural Development and Treatment of Rett Syndrome Using Human Induced Pluripotent Stem Cells,ipsc_reprogramming,2010,Genetics,future_top_decile,field_all_years,52
ipsc_reprogramming::https://openalex.org/W2126774748,Modelling pathogenesis and treatment of familial dysautonomia using patient-specific iPSCs,ipsc_reprogramming,2009,Cellular and Molecular Neuroscience,future_top_decile,all_non_landmark,5083
ipsc_reprogramming::https://openalex.org/W2037363723,"Endogenous miRNA Sponge lincRNA-RoR Regulates Oct4, Nanog, and Sox2 in Human Embryonic Stem Cell Self-Renewal",ipsc_reprogramming,2013,Cancer Research,future_top_decile,field_all_years,86
ipsc_reprogramming::https://openalex.org/W2019019085,Somatic Oxidative Bioenergetics Transitions into Pluripotency-Dependent Glycolysis to Facilitate Nuclear Reprogramming,ipsc_reprogramming,2011,Molecular Biology,future_top_decile,field_year_refbin,95
ipsc_reprogramming::https://openalex.org/W2082314612,Directed differentiation of human pluripotent stem cells to cerebral cortex neurons and neural networks,ipsc_reprogramming,2012,Molecular Biology,future_top_decile,field_year_refbin,133
ipsc_reprogramming::https://openalex.org/W1560034945,Cell therapy: cGMP facilities and manufacturing.,ipsc_reprogramming,2012,Physiology,future_top_decile,all_non_landmark,5083
ipsc_reprogramming::https://openalex.org/W2010573097,"Sox2, a key factor in the regulation of pluripotency and neural differentiation",ipsc_reprogramming,2014,Molecular Biology,future_top_decile,field_year_refbin,187
ipsc_reprogramming::https://openalex.org/W2043457504,Hypoxia Enhances the Generation of Induced Pluripotent Stem Cells,ipsc_reprogramming,2009,Molecular Biology,future_top_decile,field_year_refbin,78
