provider,query_id,query,rank,work_id,doi,title,year,work_type,url
Crossref,Q04,"""new components"" ""new combinations"" scientific papers",12,10.3100/hpib.v23iss2.2018.n19,10.3100/hpib.v23iss2.2018.n19,Index to New Names and Combinations,2018,journal-article,https://doi.org/10.3100/hpib.v23iss2.2018.n19
Crossref,Q04,"""new components"" ""new combinations"" scientific papers",13,10.3100/hpib.v25iss1.2020.n17,10.3100/hpib.v25iss1.2020.n17,Index to New Names and Combinations,2020,journal-article,https://doi.org/10.3100/hpib.v25iss1.2020.n17
Crossref,Q04,"""new components"" ""new combinations"" scientific papers",14,10.1016/j.joi.2023.101407,10.1016/j.joi.2023.101407,New components and combinations: The perspective of the internal collaboration networks of scientific teams,2023,journal-article,https://doi.org/10.1016/j.joi.2023.101407
Crossref,Q04,"""new components"" ""new combinations"" scientific papers",15,10.3100/025.015.0125,10.3100/025.015.0125,Index to New Names and Combinations,2010,journal-article,https://doi.org/10.3100/025.015.0125
Crossref,Q04,"""new components"" ""new combinations"" scientific papers",16,10.3100/025.016.0110,10.3100/025.016.0110,Two New Genera and Three New Combinations in Neotropical Capparaceae,2011,journal-article,https://doi.org/10.3100/025.016.0110
Crossref,Q04,"""new components"" ""new combinations"" scientific papers",17,10.1080/00779950009544325,10.1080/00779950009544325,Preventing insurance markets from separating into gender‐dominated price‐coverage combinations,2000,journal-article,https://doi.org/10.1080/00779950009544325
Crossref,Q04,"""new components"" ""new combinations"" scientific papers",18,10.3100/hpib.v20iss2.2015.n12,10.3100/hpib.v20iss2.2015.n12,Index to New Names and Combinations,2015,journal-article,https://doi.org/10.3100/hpib.v20iss2.2015.n12
Crossref,Q04,"""new components"" ""new combinations"" scientific papers",19,10.3100/hpib.v20iss1.2015.n9,10.3100/hpib.v20iss1.2015.n9,Index to New Names and Combinations,2015,journal-article,https://doi.org/10.3100/hpib.v20iss1.2015.n9
Crossref,Q04,"""new components"" ""new combinations"" scientific papers",20,10.3100/hpib.v21iss2.2016.n15,10.3100/hpib.v21iss2.2016.n15,Index to New Names and Combinations,2016,journal-article,https://doi.org/10.3100/hpib.v21iss2.2016.n15
Crossref,Q04,"""new components"" ""new combinations"" scientific papers",21,10.3100/hpib.v22iss2.2017.n12,10.3100/hpib.v22iss2.2017.n12,Index to New Names and Combinations,2017,journal-article,https://doi.org/10.3100/hpib.v22iss2.2017.n12
Crossref,Q04,"""new components"" ""new combinations"" scientific papers",22,10.3100/hpib.v22iss1.2017.n9,10.3100/hpib.v22iss1.2017.n9,Index to New Names and Combinations,2017,journal-article,https://doi.org/10.3100/hpib.v22iss1.2017.n9
Crossref,Q04,"""new components"" ""new combinations"" scientific papers",23,10.3100/hpib.v21iss1.2016.n11,10.3100/hpib.v21iss1.2016.n11,Index to New Names and Combinations,2016,journal-article,https://doi.org/10.3100/hpib.v21iss1.2016.n11
Crossref,Q04,"""new components"" ""new combinations"" scientific papers",24,10.3100/hpib.v24iss2.2019.n9,10.3100/hpib.v24iss2.2019.n9,New Combinations in Myriopus (Heliotropiaceae),2019,journal-article,https://doi.org/10.3100/hpib.v24iss2.2019.n9
Crossref,Q04,"""new components"" ""new combinations"" scientific papers",25,10.3100/hpib.v28iss1.2023.n4,10.3100/hpib.v28iss1.2023.n4,"The Reinstatement of Aphanandrium (Acanthaceae), a New Species from Ecuador and Four New Combinations",2023,journal-article,https://doi.org/10.3100/hpib.v28iss1.2023.n4
OpenAlex,Q04,"""new components"" ""new combinations"" scientific papers",1,https://openalex.org/W4287510462,10.1371/journal.pone.0271678,"Scientific collaboration, research funding, and novelty in scientific knowledge",2022,article,https://doi.org/10.1371/journal.pone.0271678
OpenAlex,Q04,"""new components"" ""new combinations"" scientific papers",2,https://openalex.org/W4406854761,10.1007/s11192-025-05234-0,A review on the novelty measurements of academic papers,2025,article,https://doi.org/10.1007/s11192-025-05234-0
OpenAlex,Q04,"""new components"" ""new combinations"" scientific papers",3,https://openalex.org/W155314805,,What Future for Social Investment ?,2009,report,https://spire.sciencespo.fr/hdl:/2441/fg0d9mlcvpfoo9o96g4p5g93o
OpenAlex,Q04,"""new components"" ""new combinations"" scientific papers",4,https://openalex.org/W2751694392,10.1117/1.jrs.11.042609,"Comprehensive survey of deep learning in remote sensing: theories, tools, and challenges for the community",2017,article,https://doi.org/10.1117/1.jrs.11.042609
OpenAlex,Q04,"""new components"" ""new combinations"" scientific papers",5,https://openalex.org/W4404987424,10.48550/arxiv.2411.14894,The Dynamics of Innovation in Open Source Software Ecosystems,2024,preprint,http://arxiv.org/abs/2411.14894
OpenAlex,Q04,"""new components"" ""new combinations"" scientific papers",6,https://openalex.org/W1761667212,10.2139/ssrn.2742923,A New Geography of Knowledge in the Electronics Industry? Asia's Role in Global Innovation Networks,2009,preprint,https://doi.org/10.2139/ssrn.2742923
OpenAlex,Q04,"""new components"" ""new combinations"" scientific papers",7,https://openalex.org/W3109771385,10.1016/j.future.2020.11.019,Self-improving system integration: Mastering continuous change,2020,article,https://doi.org/10.1016/j.future.2020.11.019
OpenAlex,Q04,"""new components"" ""new combinations"" scientific papers",8,https://openalex.org/W3122366253,10.1016/j.respol.2015.11.010,Measuring technological novelty with patent-based indicators,2016,article,https://doi.org/10.1016/j.respol.2015.11.010
OpenAlex,Q04,"""new components"" ""new combinations"" scientific papers",9,https://openalex.org/W2960603787,10.1007/s11248-019-00154-1,"Meeting report of the OECD conference on “Genome Editing: Applications in Agriculture—Implications for Health, Environment and Regulation”",2019,article,https://doi.org/10.1007/s11248-019-00154-1
OpenAlex,Q04,"""new components"" ""new combinations"" scientific papers",10,https://openalex.org/W4400426890,10.1108/el-03-2024-0070,Exploring the relationship between team institutional composition and novelty in academic papers based on fine-grained knowledge entities,2024,article,https://doi.org/10.1108/el-03-2024-0070
OpenAlex,Q04,"""new components"" ""new combinations"" scientific papers",11,https://openalex.org/W1535602833,10.6100/ir590593,Strategic niche management for biomass:a comparative study on the experimental introduction of bioenergy technologies in the Netherlands and Denmark,2005,other,https://research.tue.nl/en/publications/93b14502-b2e6-4d39-a15d-e8f3533bf44d
OpenAlex,Q04,"""new components"" ""new combinations"" scientific papers",12,https://openalex.org/W2984511001,10.1016/j.respol.2019.103881,Ideas with impact: How connectivity shapes idea diffusion,2019,article,https://doi.org/10.1016/j.respol.2019.103881
OpenAlex,Q04,"""new components"" ""new combinations"" scientific papers",13,https://openalex.org/W4412609516,10.51408/issi2025_082,What Type of Methodological Novelty is More Disruptive? Evidence from Citation Classics,2025,conference-paper,https://doi.org/10.51408/issi2025_082
OpenAlex,Q04,"""new components"" ""new combinations"" scientific papers",14,https://openalex.org/W4283737610,10.1371/journal.pone.0269991,Benefits and detriments of interdisciplinarity on early career scientists’ performance. An author-level approach for U.S. physicists and psychologists,2022,article,https://doi.org/10.1371/journal.pone.0269991
OpenAlex,Q04,"""new components"" ""new combinations"" scientific papers",15,https://openalex.org/W2808194345,10.18690/978-961-286-170-4.5,Business Model Innovation and Firm Performance: The Role of Mediation and Moderation Factors,2018,conference-paper,https://doi.org/10.18690/978-961-286-170-4.5
OpenAlex,Q04,"""new components"" ""new combinations"" scientific papers",16,https://openalex.org/W2990434306,10.1093/treephys/tpz105,Forest carbon allocation modelling under climate change,2019,article,https://doi.org/10.1093/treephys/tpz105
OpenAlex,Q04,"""new components"" ""new combinations"" scientific papers",17,https://openalex.org/W4389780910,10.3390/en16248075,"A Review of Using Solar Energy for Cooling Systems: Applications, Challenges, and Effects",2023,article,https://doi.org/10.3390/en16248075
OpenAlex,Q04,"""new components"" ""new combinations"" scientific papers",18,https://openalex.org/W4414002286,10.1017/9781009562713,Dynamic Capabilities,2025,book,https://doi.org/10.1017/9781009562713
OpenAlex,Q04,"""new components"" ""new combinations"" scientific papers",19,https://openalex.org/W4285173251,10.21272/bel.6(1).39-46.2022,An Overview of The Fourth Industrial Revolution through the Business Lens,2022,article,https://doi.org/10.21272/bel.6(1).39-46.2022
OpenAlex,Q04,"""new components"" ""new combinations"" scientific papers",20,https://openalex.org/W2806963674,10.1016/j.joi.2018.07.005,Creativity in science and the link to cited references: Is the creative potential of papers reflected in their cited references?,2018,article,https://doi.org/10.1016/j.joi.2018.07.005
OpenAlex,Q04,"""new components"" ""new combinations"" scientific papers",21,https://openalex.org/W2024159035,10.1007/s11066-011-9057-6,Value of digital information networks: a holonic framework,2011,article,https://doi.org/10.1007/s11066-011-9057-6
OpenAlex,Q04,"""new components"" ""new combinations"" scientific papers",22,https://openalex.org/W4385459372,10.1007/s44206-023-00059-x,Innovation Commons for the Data Economy,2023,article,https://doi.org/10.1007/s44206-023-00059-x
OpenAlex,Q04,"""new components"" ""new combinations"" scientific papers",23,https://openalex.org/W4405939588,10.1016/j.joi.2024.101636,Collaboration networks and radical innovation: Two faces of tie strength and structural holes,2025,article,https://doi.org/10.1016/j.joi.2024.101636
OpenAlex,Q04,"""new components"" ""new combinations"" scientific papers",24,https://openalex.org/W4320931728,10.5281/zenodo.6962325,Analysing novelty in science: The case of argumentation,2022,conference-paper,https://zenodo.org/record/6962325
OpenAlex,Q04,"""new components"" ""new combinations"" scientific papers",25,https://openalex.org/W2783811041,10.1007/s10708-017-9844-1,The spatial configuration of innovation networks in China,2018,article,https://doi.org/10.1007/s10708-017-9844-1
Crossref,Q05,"""research question"" method combination novelty",1,10.6028/nist.sp.500-255.qa-clresearch,10.6028/nist.sp.500-255.qa-clresearch,Use of Metadata for Question Answering and Novelty Tasks,2003,component,https://doi.org/10.6028/nist.sp.500-255.qa-clresearch
Crossref,Q05,"""research question"" method combination novelty",2,10.6028/nist.sp.500-255.novelty-clresearch,10.6028/nist.sp.500-255.novelty-clresearch,Use of Metadata for Question Answering and Novelty Tasks,2003,component,https://doi.org/10.6028/nist.sp.500-255.novelty-clresearch
Crossref,Q05,"""research question"" method combination novelty",3,10.1057/9781137393081_1,10.1057/9781137393081_1,A Question of Novelty,2014,book-chapter,https://doi.org/10.1057/9781137393081_1
Crossref,Q05,"""research question"" method combination novelty",4,10.6028/nist.sp.500-261.novelty-clresearch,10.6028/nist.sp.500-261.novelty-clresearch,Evolving XML and Dictionary Strategies for Question Answering and  Novelty Tasks,2004,component,https://doi.org/10.6028/nist.sp.500-261.novelty-clresearch
Crossref,Q05,"""research question"" method combination novelty",5,10.6028/nist.sp.500-261.qa-clresearch,10.6028/nist.sp.500-261.qa-clresearch,Evolving XML and Dictionary Strategies for Question Answering and  Novelty Tasks,2004,component,https://doi.org/10.6028/nist.sp.500-261.qa-clresearch
Crossref,Q05,"""research question"" method combination novelty",6,10.5220/0011550200003332,10.5220/0011550200003332,Adaptive Combination of a Genetic Algorithm and Novelty Search for Deep Neuroevolution,2022,proceedings-article,https://doi.org/10.5220/0011550200003332
Crossref,Q05,"""research question"" method combination novelty",7,10.4135/9781526458131,10.4135/9781526458131,Top Tip: Let Your Research Question Guide Your Method,2017,,https://doi.org/10.4135/9781526458131
Crossref,Q05,"""research question"" method combination novelty",8,10.7228/manchester/9780719089640.003.0001,10.7228/manchester/9780719089640.003.0001,Introduction: Time’s question,2016,book-chapter,https://doi.org/10.7228/manchester/9780719089640.003.0001
Crossref,Q05,"""research question"" method combination novelty",9,10.1162/leon_a_02400,10.1162/leon_a_02400,Novelty and Utility: How the Arts May Advance Question Creation in Contemporary Research,2023,journal-article,https://doi.org/10.1162/leon_a_02400
Crossref,Q05,"""research question"" method combination novelty",10,10.4135/9781849209434.n3,10.4135/9781849209434.n3,From Question to Method,2003,book-chapter,https://doi.org/10.4135/9781849209434.n3
Crossref,Q05,"""research question"" method combination novelty",11,10.46889/jdr.2025.6311,10.46889/jdr.2025.6311,Novelty Combination of Radiofrequency and Endogenous Oxygenation for Skin Regeneration in Indonesian Women: Case Series,2025,journal-article,https://doi.org/10.46889/jdr.2025.6311
Crossref,Q05,"""research question"" method combination novelty",12,10.1007/978-3-642-29075-6_13,10.1007/978-3-642-29075-6_13,Surprise from Repetitions and Combination of Surprises,2012,book-chapter,https://doi.org/10.1007/978-3-642-29075-6_13
Crossref,Q05,"""research question"" method combination novelty",13,10.6028/nist.sp.500-251.qa-umich,10.6028/nist.sp.500-251.qa-umich,The University of Michigan at TREC 2002: Question Answering and  Novelty Tracks,2002,component,https://doi.org/10.6028/nist.sp.500-251.qa-umich
Crossref,Q05,"""research question"" method combination novelty",14,10.1016/j.joi.2022.101282,10.1016/j.joi.2022.101282,Combination of research questions and methods: A new measurement of scientific novelty,2022,journal-article,https://doi.org/10.1016/j.joi.2022.101282
Crossref,Q05,"""research question"" method combination novelty",15,10.4135/9781473983335.n3,10.4135/9781473983335.n3,"Developing a research
						question",2017,book-chapter,https://doi.org/10.4135/9781473983335.n3
Crossref,Q05,"""research question"" method combination novelty",16,10.4135/9781036230890.n2,10.4135/9781036230890.n2,Adam Frost Shows How to Apply the Scientific Method to a Research Question,2025,book-chapter,https://doi.org/10.4135/9781036230890.n2
Crossref,Q05,"""research question"" method combination novelty",17,10.1108/978-1-60752-560-820251015,10.1108/978-1-60752-560-820251015,Striving Toward Novelty in a Scientific Dialogue,2006,book-chapter,https://doi.org/10.1108/978-1-60752-560-820251015
Crossref,Q05,"""research question"" method combination novelty",18,10.2307/jj.24873260.8,10.2307/jj.24873260.8,RESEARCH QUESTION AND METHOD,2025,book-chapter,https://doi.org/10.2307/jj.24873260.8
Crossref,Q05,"""research question"" method combination novelty",19,10.1109/icinis.2011.42,10.1109/icinis.2011.42,Research on Question Classification Method of Tibetan Online Automatic Question-Answering System,2011,proceedings-article,https://doi.org/10.1109/icinis.2011.42
Crossref,Q05,"""research question"" method combination novelty",20,10.1109/cec.2017.7969314,10.1109/cec.2017.7969314,On the combination of coevolution and novelty search,2017,proceedings-article,https://doi.org/10.1109/cec.2017.7969314
Crossref,Q05,"""research question"" method combination novelty",21,10.1201/9781003046110-10,10.1201/9781003046110-10,"Imitation, Response Novelty, and Language Acquisition",2020,book-chapter,https://doi.org/10.1201/9781003046110-10
Crossref,Q05,"""research question"" method combination novelty",22,10.5040/9798216422891.ch-2,10.5040/9798216422891.ch-2,Identify the Question,2001,other,https://doi.org/10.5040/9798216422891.ch-2
Crossref,Q05,"""research question"" method combination novelty",23,10.4324/9781003046110-10,10.4324/9781003046110-10,"Imitation, Response Novelty, and Language Acquisition",2020,book-chapter,https://doi.org/10.4324/9781003046110-10
Crossref,Q05,"""research question"" method combination novelty",24,10.1057/9780230289505_4,10.1057/9780230289505_4,"Method, Research Question and Hypotheses",2010,book-chapter,https://doi.org/10.1057/9780230289505_4
Crossref,Q05,"""research question"" method combination novelty",25,10.3138/9781442688605-005,10.3138/9781442688605-005,3. The Question of Method,2008,book-chapter,https://doi.org/10.3138/9781442688605-005
OpenAlex,Q05,"""research question"" method combination novelty",1,https://openalex.org/W4223921289,10.1016/j.joi.2022.101282,Combination of research questions and methods: A new measurement of scientific novelty,2022,article,https://doi.org/10.1016/j.joi.2022.101282
OpenAlex,Q05,"""research question"" method combination novelty",2,https://openalex.org/W2896085285,10.1108/scm-01-2018-0029,The impact of the blockchain on the supply chain: a theory-based research framework and a call for action,2018,article,https://doi.org/10.1108/scm-01-2018-0029
OpenAlex,Q05,"""research question"" method combination novelty",3,https://openalex.org/W2895330846,10.1016/j.erss.2018.07.007,"Promoting novelty, rigor, and style in energy social science: Towards codes of practice for appropriate methods and research design",2018,article,https://doi.org/10.1016/j.erss.2018.07.007
OpenAlex,Q05,"""research question"" method combination novelty",4,https://openalex.org/W3137427437,10.1007/s10113-020-01743-1,The future for Mediterranean wetlands: 50 key issues and 50 important conservation research questions,2021,article,https://doi.org/10.1007/s10113-020-01743-1
OpenAlex,Q05,"""research question"" method combination novelty",5,https://openalex.org/W2964121744,10.4230/lipics.cp.2021.42,,2021,article,https://drops.dagstuhl.de/entities/document/10.4230/LIPIcs.CP.2021.42
OpenAlex,Q05,"""research question"" method combination novelty",6,https://openalex.org/W2778498795,10.1080/13683500.2017.1417359,New realities: a systematic literature review on virtual reality and augmented reality in tourism research,2017,review,https://doi.org/10.1080/13683500.2017.1417359
OpenAlex,Q05,"""research question"" method combination novelty",7,https://openalex.org/W2899867782,10.1007/s10994-020-05877-5,Learning from positive and unlabeled data: a survey,2020,article,https://doi.org/10.1007/s10994-020-05877-5
OpenAlex,Q05,"""research question"" method combination novelty",8,https://openalex.org/W4281741394,10.28991/esj-2022-06-04-016,Neuroleadership as an Asset in Educational Settings: An Overview,2022,article,https://doi.org/10.28991/esj-2022-06-04-016
OpenAlex,Q05,"""research question"" method combination novelty",9,https://openalex.org/W4406795587,10.3758/s13428-024-02590-2,The fundamentals of eye tracking part 2: From research question to operationalization,2025,article,https://doi.org/10.3758/s13428-024-02590-2
OpenAlex,Q05,"""research question"" method combination novelty",10,https://openalex.org/W3157335401,10.3310/hta25570,"Framework for the development and evaluation of complex interventions: gap analysis, workshop and consultation-informed update",2021,article,https://doi.org/10.3310/hta25570
OpenAlex,Q05,"""research question"" method combination novelty",11,https://openalex.org/W2164212021,10.1016/j.jclinepi.2012.04.002,Effective stakeholder participation in setting research priorities using a Global Evidence Mapping approach,2012,article,https://doi.org/10.1016/j.jclinepi.2012.04.002
OpenAlex,Q05,"""research question"" method combination novelty",12,https://openalex.org/W2152093178,10.1016/j.ijproman.2006.09.014,From projectification to programmification,2006,article,https://doi.org/10.1016/j.ijproman.2006.09.014
OpenAlex,Q05,"""research question"" method combination novelty",13,https://openalex.org/W4385416665,10.3390/fi15080260,"The Power of Generative AI: A Review of Requirements, Models, Input–Output Formats, Evaluation Metrics, and Challenges",2023,article,https://doi.org/10.3390/fi15080260
OpenAlex,Q05,"""research question"" method combination novelty",14,https://openalex.org/W3039653926,10.5771/2192-4007-2020-2-151,Communication in international collaborative research teams. A review of the state of the art and open research questions,2020,article,https://doi.org/10.5771/2192-4007-2020-2-151
OpenAlex,Q05,"""research question"" method combination novelty",15,https://openalex.org/W3096656822,10.1109/access.2020.3030190,"Collaborative Multi-Robot Search and Rescue: Planning, Coordination, Perception, and Active Vision",2020,article,https://doi.org/10.1109/access.2020.3030190
OpenAlex,Q05,"""research question"" method combination novelty",16,https://openalex.org/W2953688978,10.9781/ijimai.2019.06.006,Design and Validation of a Framework for the Creation of User Experience Questionnaires,2019,article,https://doi.org/10.9781/ijimai.2019.06.006
OpenAlex,Q05,"""research question"" method combination novelty",17,https://openalex.org/W2136179913,10.3758/s13415-014-0300-0,Mechanisms of motivation–cognition interaction: challenges and opportunities,2014,article,https://doi.org/10.3758/s13415-014-0300-0
OpenAlex,Q05,"""research question"" method combination novelty",18,https://openalex.org/W196788226,10.1123/jsep.31.4.469,"The Effect of Physical Activity on Executive Function: A Brief Commentary on Definitions, Measurement Issues, and the Current State of the Literature",2009,article,https://doi.org/10.1123/jsep.31.4.469
OpenAlex,Q05,"""research question"" method combination novelty",19,https://openalex.org/W2921533322,10.1183/13993003.02058-2018,Treatable traits: a new paradigm for 21st century management of chronic airway diseases: Treatable Traits Down Under International Workshop report,2019,article,https://doi.org/10.1183/13993003.02058-2018
OpenAlex,Q05,"""research question"" method combination novelty",20,https://openalex.org/W2095368950,10.1007/s40037-013-0107-7,Augmented reality in medical education?,2014,article,https://doi.org/10.1007/s40037-013-0107-7
OpenAlex,Q05,"""research question"" method combination novelty",21,https://openalex.org/W3038022983,10.3916/c65-2020-01,Systematic review of mixed methods in the framework of educational innovation,2020,review,https://doi.org/10.3916/c65-2020-01
OpenAlex,Q05,"""research question"" method combination novelty",22,https://openalex.org/W4401867536,10.1007/s11747-024-01044-7,Generative AI in innovation and marketing processes: A roadmap of research opportunities,2024,article,https://doi.org/10.1007/s11747-024-01044-7
OpenAlex,Q05,"""research question"" method combination novelty",23,https://openalex.org/W2767187171,10.1016/j.foodres.2017.10.039,"Emerging trends in European food, diets and food industry",2017,article,https://doi.org/10.1016/j.foodres.2017.10.039
OpenAlex,Q05,"""research question"" method combination novelty",24,https://openalex.org/W2112428464,10.1109/tse.2010.28,How Reliable Are Systematic Reviews in Empirical Software Engineering?,2010,review,https://doi.org/10.1109/tse.2010.28
OpenAlex,Q05,"""research question"" method combination novelty",25,https://openalex.org/W1485085058,10.1002/sej.1159,Entrepreneurship and Strategy in Emerging Economies,2013,article,https://doi.org/10.1002/sej.1159
Crossref,Q06,scientific novelty theory method result measurement,1,10.5194/hess-2016-283-ec1,10.5194/hess-2016-283-ec1,Result clarification and novelty,2016,peer-review,https://doi.org/10.5194/hess-2016-283-ec1
Crossref,Q06,scientific novelty theory method result measurement,2,10.1017/cbo9781139171526.014,10.1017/cbo9781139171526.014,On the quantum theory of measurement,1981,book-chapter,https://doi.org/10.1017/cbo9781139171526.014
Crossref,Q06,scientific novelty theory method result measurement,3,10.1201/9781003742708-1,10.1201/9781003742708-1,Concept of Evaluating Measurement Result Uncertainty,2026,book-chapter,https://doi.org/10.1201/9781003742708-1
Crossref,Q06,scientific novelty theory method result measurement,4,10.1163/157006808x371833,10.1163/157006808x371833,"Introduction to ""Novelty, Presence, and History: Brief Pre-Modern Discourses""",2008,journal-article,https://doi.org/10.1163/157006808x371833
Crossref,Q06,scientific novelty theory method result measurement,5,10.1016/j.measurement.2020.108517,10.1016/j.measurement.2020.108517,Combining an optimisation-based frequency band identification method with historical data for novelty detection under time-varying operating conditions,2021,journal-article,https://doi.org/10.1016/j.measurement.2020.108517
Crossref,Q06,scientific novelty theory method result measurement,6,10.5422/fordham/9780823208807.001.0001,10.5422/fordham/9780823208807.001.0001,Charles Peirce's Theory of Scientific Method,1970,edited-book,https://doi.org/10.5422/fordham/9780823208807.001.0001
Crossref,Q06,scientific novelty theory method result measurement,7,10.1515/9783110652505-004,10.1515/9783110652505-004,4. Algorithms for evaluating the result of two or three measurements,2019,book-chapter,https://doi.org/10.1515/9783110652505-004
Crossref,Q06,scientific novelty theory method result measurement,8,10.1109/mma52675.2021.9610859,10.1109/mma52675.2021.9610859,A Concept of Measurement Process-Result Duality in the Context of Measurement Uncertainty,2021,proceedings-article,https://doi.org/10.1109/mma52675.2021.9610859
Crossref,Q06,scientific novelty theory method result measurement,9,10.1093/acprof:oso/9780195145649.003.0002,10.1093/acprof:oso/9780195145649.003.0002,Scientific Explanation,2014,book-chapter,https://doi.org/10.1093/acprof:oso/9780195145649.003.0002
Crossref,Q06,scientific novelty theory method result measurement,10,10.1016/j.measurement.2024.114409,10.1016/j.measurement.2024.114409,Tuberculin skin test result detection method based on CSN-II and improved OTSU method,2024,journal-article,https://doi.org/10.1016/j.measurement.2024.114409
Crossref,Q06,scientific novelty theory method result measurement,11,10.1201/b17462-9,10.1201/b17462-9,Result Interpretation-III: Measurement Uncertainty,2014,book-chapter,https://doi.org/10.1201/b17462-9
Crossref,Q06,scientific novelty theory method result measurement,12,10.1016/j.measurement.2018.06.004,10.1016/j.measurement.2018.06.004,Simple method of the complete result measurement of an inhomogeneously magnetised palaeomagnetic sample on a spinner magnetometer with a coil sensor,2018,journal-article,https://doi.org/10.1016/j.measurement.2018.06.004
Crossref,Q06,scientific novelty theory method result measurement,13,10.1201/b17462-8,10.1201/b17462-8,Result Interpretation-II: Measurement Error,2014,book-chapter,https://doi.org/10.1201/b17462-8
Crossref,Q06,scientific novelty theory method result measurement,14,10.2478/v10178-011-0014-x,10.2478/v10178-011-0014-x,Multiplicative Method for Reduction of Bias in Indirect Digital Measurement Result,2011,journal-article,https://doi.org/10.2478/v10178-011-0014-x
Crossref,Q06,scientific novelty theory method result measurement,15,10.2307/jj.13110793.7,10.2307/jj.13110793.7,Induction and Scientific Method,1969,book-chapter,https://doi.org/10.2307/jj.13110793.7
Crossref,Q06,scientific novelty theory method result measurement,16,10.5194/hess-2016-230-sc2,10.5194/hess-2016-230-sc2,"scientific novelty, aims and scope",2016,peer-review,https://doi.org/10.5194/hess-2016-230-sc2
Crossref,Q06,scientific novelty theory method result measurement,17,10.1515/9783110284829.197,10.1515/9783110284829.197,Chapter 4. Algorithms for evaluating the result of two or three measurements,2013,book-chapter,https://doi.org/10.1515/9783110284829.197
Crossref,Q06,scientific novelty theory method result measurement,18,10.1016/j.measurement.2020.107752,10.1016/j.measurement.2020.107752,Corrigendum to “Simple method of the complete result measurement of an inhomogeneously magnetised palaeomagnetic sample on a spinner magnetometer with a coil sensor” [Measurement 127 (2018) 501–511],2020,journal-article,https://doi.org/10.1016/j.measurement.2020.107752
Crossref,Q06,scientific novelty theory method result measurement,19,10.1016/j.measurement.2021.109339,10.1016/j.measurement.2021.109339,Real-time novelty detection of an industrial gas turbine using performance deviation model and extreme function theory,2021,journal-article,https://doi.org/10.1016/j.measurement.2021.109339
Crossref,Q06,scientific novelty theory method result measurement,20,10.1007/978-3-642-29075-6_12,10.1007/978-3-642-29075-6_12,"Information, Novelty, and Surprise in Brain Theory",2012,book-chapter,https://doi.org/10.1007/978-3-642-29075-6_12
Crossref,Q06,scientific novelty theory method result measurement,21,10.1017/cbo9781139342513.004,10.1017/cbo9781139342513.004,String theory,2013,book-chapter,https://doi.org/10.1017/cbo9781139342513.004
Crossref,Q06,scientific novelty theory method result measurement,22,10.1017/cbo9781139342513.006,10.1017/cbo9781139342513.006,The assessment of scientific underdetermination in string theory,2013,book-chapter,https://doi.org/10.1017/cbo9781139342513.006
Crossref,Q06,scientific novelty theory method result measurement,23,10.3390/biology4020443,10.3390/biology4020443,"Pleiotropy as the Mechanism for Evolving Novelty: Same Signal, Different Result",2015,journal-article,https://doi.org/10.3390/biology4020443
Crossref,Q06,scientific novelty theory method result measurement,24,10.5422/fordham/9780823208807.003.0006,10.5422/fordham/9780823208807.003.0006,Some Evaluations,1970,book-chapter,https://doi.org/10.5422/fordham/9780823208807.003.0006
Crossref,Q06,scientific novelty theory method result measurement,25,10.2307/jj.13110793.9,10.2307/jj.13110793.9,Whewell on Other Theories of Scientific Method,1969,book-chapter,https://doi.org/10.2307/jj.13110793.9
OpenAlex,Q06,scientific novelty theory method result measurement,1,https://openalex.org/W2895330846,10.1016/j.erss.2018.07.007,"Promoting novelty, rigor, and style in energy social science: Towards codes of practice for appropriate methods and research design",2018,article,https://doi.org/10.1016/j.erss.2018.07.007
OpenAlex,Q06,scientific novelty theory method result measurement,2,https://openalex.org/W3124333825,10.1177/1745691612459058,Scientific Utopia,2012,article,https://doi.org/10.1177/1745691612459058
OpenAlex,Q06,scientific novelty theory method result measurement,3,https://openalex.org/W2131643775,,A Value-Belief-Norm Theory of Support for Social Movements: The Case of Environmentalism,1999,article,https://cedar.wwu.edu/hcop_facpubs/1
OpenAlex,Q06,scientific novelty theory method result measurement,4,https://openalex.org/W1998116478,10.1016/j.respol.2014.10.007,Creativity in scientific teams: Unpacking novelty and impact,2014,article,https://doi.org/10.1016/j.respol.2014.10.007
OpenAlex,Q06,scientific novelty theory method result measurement,5,https://openalex.org/W4242743388,10.1111/j.1469-8986.2012.01384.x,Publication recommendations for electrodermal measurements,2012,article,https://doi.org/10.1111/j.1469-8986.2012.01384.x
OpenAlex,Q06,scientific novelty theory method result measurement,6,https://openalex.org/W4288039037,10.1007/s10915-022-01939-z,Scientific Machine Learning Through Physics–Informed Neural Networks: Where we are and What’s Next,2022,article,https://doi.org/10.1007/s10915-022-01939-z
OpenAlex,Q06,scientific novelty theory method result measurement,7,https://openalex.org/W2601774270,10.1177/1745691617705892,Moving Forward: Challenges and Directions for Psychopathological Network Theory and Methodology,2017,article,https://doi.org/10.1177/1745691617705892
OpenAlex,Q06,scientific novelty theory method result measurement,8,https://openalex.org/W2030223092,10.1016/j.mser.2004.05.001,"Scaling, dimensional analysis, and indentation measurements",2004,article,https://doi.org/10.1016/j.mser.2004.05.001
OpenAlex,Q06,scientific novelty theory method result measurement,9,https://openalex.org/W2131152376,10.1108/aaaj-03-2013-1265,Domain theory and method theory in management accounting research,2014,article,https://doi.org/10.1108/aaaj-03-2013-1265
