id,year,title,domain,primary_field,analysis_community,display_community,is_landmark,anchor_label,short_id,doi,cited_by_count,reference_count,source_dataset,legacy_is_landmark,reliable_anchor_source,anchor_policy,primary_topic,community,community_label,display_label,is_closure_node,domain_analysis_end_year,landmark_source
exoplanets::https://openalex.org/W1565732937,2013,Volunteering Versus Work for Pay: Incentives and Tradeoffs in Crowdsourcing,exoplanets,Computer Science Applications,39682182,39782182,0,,W1565732937,10.1609/hcomp.v1i1.13075,116,33,openalex_v3_query_core,0,,strict,Mobile Crowdsensing and Crowdsourcing,39682182,Mobile Crowdsensing and Crowdsourcing,Mobile Crowdsensing and Crowdsourcing,0,2025,
exoplanets::https://openalex.org/W2146664871,2015,On the environment surrounding close-in exoplanets,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W2146664871,10.1093/mnras/stv618,116,129,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W2033214642,2012,The Habitable Zone Gallery,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W2033214642,10.1086/665271,115,23,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W2113805042,2013,<i>Hubble</i>Space Telescope detection of oxygen in the atmosphere of exoplanet HD 189733b,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W2113805042,10.1051/0004-6361/201221014,115,86,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W4298085552,2013,Highly inclined and eccentric massive planets,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W4298085552,10.1051/0004-6361/201220310,115,40,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W3021355959,2020,A remnant planetary core in the hot-Neptune desert,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W3021355959,10.1038/s41586-020-2421-7,115,215,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W2912806207,2019,A giant impact as the likely origin of different twins in the Kepler-107 exoplanet system,exoplanets,Instrumentation,41964729,42064729,0,,W2912806207,10.1038/s41550-018-0684-9,114,79,openalex_v3_query_core,0,,strict,Astronomy and Astrophysical Research,41964729,Astronomy and Astrophysical Research,Astronomy and Astrophysical Research,0,2025,
exoplanets::https://openalex.org/W1994795798,2007,"Determination of the size, mass, and density of “exomoons” from photometric transit timing variations",exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W1994795798,10.1051/0004-6361:20066560,113,12,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W2157774586,2013,The optical transmission spectrum of the hot Jupiter HAT-P-32b: clouds explain the absence of broad spectral features?,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W2157774586,10.1093/mnras/stt1783,113,55,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W2982727610,2019,Ionized calcium in the atmospheres of two ultra-hot exoplanets WASP-33b and KELT-9b,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W2982727610,10.1051/0004-6361/201936396,113,56,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W3045783009,2020,Atmospheric Dynamics of Hot Giant Planets and Brown Dwarfs,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W3045783009,10.1007/s11214-020-00758-8,113,452,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W2952689821,2011,Thermal phase curves of nontransiting terrestrial exoplanets,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W2952689821,10.1051/0004-6361/201116654,112,75,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W2092506003,2013,New and updated stellar parameters for 90 transit hosts,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W2092506003,10.1051/0004-6361/201322240,112,124,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W2810765354,2018,Selection for Gaia across Multiple Scales,exoplanets,Atmospheric Science,44195653,44295653,0,,W2810765354,10.1016/j.tree.2018.05.006,112,122,openalex_v3_query_core,0,,strict,Earth Systems and Cosmic Evolution,44195653,Earth Systems and Cosmic Evolution,Earth Systems and Cosmic Evolution,0,2025,
exoplanets::https://openalex.org/W2916869555,2019,Ultra-High Pressure Dynamic Compression of Geological Materials,exoplanets,Geophysics,37382738,37482738,0,,W2916869555,10.3389/feart.2019.00023,112,160,openalex_v3_query_core,0,,strict,High-pressure geophysics and materials,37382738,High-pressure geophysics and materials,High-pressure geophysics and materials,0,2025,
exoplanets::https://openalex.org/W3127195152,2021,Aerosols in Exoplanet Atmospheres,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W3127195152,10.1029/2020je006655,112,841,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W4316881791,2023,<i>Gaia</i>Data Release 3,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W4316881791,10.1051/0004-6361/202244161,112,132,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W4206386575,2005,Planetary Astrobiology,exoplanets,Astronomy and Astrophysics,37365710,37465710,0,,W4206386575,10.2458/azu_uapress_9780816540068,111,331,openalex_v3_query_core,0,,strict,Astro and Planetary Science,37365710,Astro and Planetary Science,Astro and Planetary Science,0,2025,
exoplanets::https://openalex.org/W2101393970,2014,Indications for an influence of hot Jupiters on the rotation and activity of their host stars,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W2101393970,10.1051/0004-6361/201423454,111,44,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W1999879968,2007,Using long-term transit timing to detect terrestrial planets,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W1999879968,10.1111/j.1365-2966.2007.11697.x,110,13,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W2018248304,2012,Origin of apparent period variations in eclipsing post-common-envelope binaries,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W2018248304,10.1051/0004-6361/201220321,110,145,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W2737420523,2022,Measuring the melting curve of iron at super-Earth core conditions,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W2737420523,10.1126/science.abm1472,110,75,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W2126405901,2007,Spectropolarimetric observations of the transiting planetary system of the K dwarf HD 189733,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W2126405901,10.1051/0004-6361:20077795,108,34,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W2303174425,2016,Observational evidence for enhanced magnetic activity of superflare stars,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W2303174425,10.1038/ncomms11058,108,93,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W3111997158,2020,"The search for radio emission from the exoplanetary systems 55 Cancri,<i>υ</i>Andromedae, and<i>τ</i>Boötis using LOFAR beam-formed observations",exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W3111997158,10.1051/0004-6361/201937201,108,162,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W3087610601,2010,Observation of the full 12-hour-long transit of the exoplanet HD 80606b,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W3087610601,10.1051/0004-6361/201014327,107,86,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W1965679932,2013,THREE-DIMENSIONAL ATMOSPHERIC CIRCULATION OF HOT JUPITERS ON HIGHLY ECCENTRIC ORBITS,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W1965679932,10.1088/0004-637x/767/1/76,107,62,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W2794714360,2018,An Earth-sized exoplanet with a Mercury-like composition,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W2794714360,10.1038/s41550-018-0420-5,107,118,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W3079269820,2021,Critical Science Plan for the Daniel K. Inouye Solar Telescope (DKIST),exoplanets,Astronomy and Astrophysics,37348938,37448938,0,,W3079269820,10.1007/s11207-021-01789-2,107,1026,openalex_v3_query_core,0,,strict,Solar and Space Plasma Dynamics,37348938,Solar and Space Plasma Dynamics,Solar and Space Plasma Dynamics,0,2025,
exoplanets::https://openalex.org/W2115309764,2010,ENERGETIC NEUTRAL ATOMS AROUND HD 209458b: ESTIMATIONS OF MAGNETOSPHERIC PROPERTIES,exoplanets,Astronomy and Astrophysics,37348938,37448938,0,,W2115309764,10.1088/0004-637x/709/2/670,106,57,openalex_v3_query_core,0,,strict,Solar and Space Plasma Dynamics,37348938,Solar and Space Plasma Dynamics,Solar and Space Plasma Dynamics,0,2025,
exoplanets::https://openalex.org/W2156540634,2012,The TRAPPIST survey of southern transiting planets. I. Thirty eclipses of the ultra-short period planet WASP-43 b,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W2156540634,10.48550/arxiv.1201.2789,106,56,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W2770513917,2017,The CARMENES search for exoplanets around M dwarfs: High-resolution optical and near-infrared spectroscopy of 324 survey stars,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W2770513917,10.48550/arxiv.1711.06576,106,86,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W4306164380,2022,The external photoevaporation of planet-forming discs,exoplanets,Astronomy and Astrophysics,37383528,37483528,0,,W4306164380,10.1140/epjp/s13360-022-03314-1,106,401,openalex_v3_query_core,0,,strict,Astrophysics and Star Formation Studies,37383528,Astrophysics and Star Formation Studies,Astrophysics and Star Formation Studies,0,2025,
exoplanets::https://openalex.org/W2160607304,2014,The future of spectroscopic life detection on exoplanets,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W2160607304,10.1073/pnas.1304213111,105,94,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W2128788138,2007,Characterization of the hot Neptune GJ 436 b with<i>Spitzer</i>and ground-based observations,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W2128788138,10.1051/0004-6361:20078354,104,17,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W4292314437,2009,The HARPS search for southern extra-solar planets,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W4292314437,10.1051/0004-6361:200810669,104,23,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W2159529540,2011,"Modeling the radio signature of the orbital parameters, rotation, and magnetic field of exoplanets",exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W2159529540,10.1051/0004-6361/201116510,104,41,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W2056212783,2012,Astrophysical applications of gravitational microlensing,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W2056212783,10.1088/1674-4527/12/8/005,104,198,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W2052924470,2013,Analytical treatment of planetary resonances,exoplanets,Astronomy and Astrophysics,37365710,37465710,0,,W2052924470,10.1051/0004-6361/201220907,104,107,openalex_v3_query_core,0,,strict,Astro and Planetary Science,37365710,Astro and Planetary Science,Astro and Planetary Science,0,2025,
exoplanets::https://openalex.org/W3098363077,2013,Origin of apparent period variations in eclipsing post-common-envelope binaries,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W3098363077,10.1051/0004-6361/201220321/pdf,104,185,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W3103095507,2018,Medium-resolution integral-field spectroscopy for high-contrast exoplanet imaging,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W3103095507,10.1051/0004-6361/201832902,104,93,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W3088433218,2020,The hot dayside and asymmetric transit of WASP-189 b seen by CHEOPS,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W3088433218,10.1051/0004-6361/202038677,104,50,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W3107542418,2020,ESPRESSO high-resolution transmission spectroscopy of WASP-76 b,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W3107542418,10.1051/0004-6361/202039511,104,64,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W2055960232,2008,CoRoT: Description of the Mission and Early Results,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W2055960232,10.1017/s1743921308026252,103,11,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W2009526147,2012,Extrasolar Planet Transits Observed at Kitt Peak National Observatory,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W2009526147,10.1086/665043,103,118,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W4299683935,2012,Multiplicity in transiting planet-host stars,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W4299683935,10.1051/0004-6361/201219631,103,32,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W3103992449,2014,Indications for an influence of hot Jupiters on the rotation and activity of their host stars,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W3103992449,10.1051/0004-6361/201423454/pdf,103,57,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W1942789431,2012,"WASP-44b, WASP-45b and WASP-46b: three short-period, transiting extrasolar planets",exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W1942789431,10.1111/j.1365-2966.2012.20635.x,102,38,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W2166321478,2013,Astrometric detection of giant planets around nearby M dwarfs: the Gaia potential,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W2166321478,10.1093/mnras/stt1899,102,89,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W2071687458,2015,Atmospheric Escape from Solar System Terrestrial Planets and Exoplanets,exoplanets,Astronomy and Astrophysics,37365710,37465710,0,,W2071687458,10.1146/annurev-earth-060313-054834,102,123,openalex_v3_query_core,0,,strict,Astro and Planetary Science,37365710,Astro and Planetary Science,Astro and Planetary Science,0,2025,
exoplanets::https://openalex.org/W2890495856,2018,Atmospheric Circulation of Tide-Locked Exoplanets,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W2890495856,10.1146/annurev-fluid-010518-040516,102,46,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W2010682632,2010,Primary and secondary eclipse spectroscopy with JWST: exploring the exoplanet parameter space,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W2010682632,10.1051/0004-6361/201014995,101,44,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W2122357381,2013,"Physical properties, transmission and emission spectra of the WASP-19 planetary system from multi-colour photometry★",exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W2122357381,10.1093/mnras/stt1394,101,77,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W2073653947,2009,A TRANSIT TIMING ANALYSIS OF NINE RISE LIGHT CURVES OF THE EXOPLANET SYSTEM TrES-3,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W2073653947,10.1088/0004-637x/700/2/1078,100,24,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W3200211986,2021,SWEET-Cat 2.0: The Cat just got SWEETer,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W3200211986,10.1051/0004-6361/202141584,100,91,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W3102090164,2010,A possible signature of terrestrial planet formation in the chemical composition of solar analogs,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W3102090164,10.1051/0004-6361/201014456/pdf,99,65,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W2104476704,2014,Direct detection of exoplanets in the 3–10 μm range with E-ELT/METIS,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W2104476704,10.1017/s1473550414000135,99,60,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W4398143408,2024,A high internal heat flux and large core in a warm Neptune exoplanet,exoplanets,Astronomy and Astrophysics,37365710,37465710,0,,W4398143408,10.1038/s41586-024-07514-w,99,165,openalex_v3_query_core,0,,strict,Astro and Planetary Science,37365710,Astro and Planetary Science,Astro and Planetary Science,0,2025,
exoplanets::https://openalex.org/W2098655039,2013,Orbital and physical properties of planets and their hosts: new insights on planet formation and evolution,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W2098655039,10.1051/0004-6361/201322551,98,94,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W2585979180,2017,Two empirical regimes of the planetary mass-radius relation,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W2585979180,10.1051/0004-6361/201629922,98,48,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W3023368550,2020,Mass-loss rate and local thermodynamic state of the KELT-9 b thermosphere from the hydrogen Balmer series,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W3023368550,10.1051/0004-6361/201937316,98,144,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W4391680960,2024,A radius valley between migrated steam worlds and evaporated rocky cores,exoplanets,Astronomy and Astrophysics,37365710,37465710,0,,W4391680960,10.1038/s41550-023-02183-7,98,94,openalex_v3_query_core,0,,strict,Astro and Planetary Science,37365710,Astro and Planetary Science,Astro and Planetary Science,0,2025,
exoplanets::https://openalex.org/W1963762644,2012,PRECISE INFRARED RADIAL VELOCITIES FROM KECK/NIRSPEC AND THE SEARCH FOR YOUNG PLANETS,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W1963762644,10.1088/0004-637x/749/1/16,97,125,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W2109511973,2012,Rocky super-Earth interiors,exoplanets,Geophysics,37382738,37482738,0,,W2109511973,10.1051/0004-6361/201118441,97,84,openalex_v3_query_core,0,,strict,High-pressure geophysics and materials,37382738,High-pressure geophysics and materials,High-pressure geophysics and materials,0,2025,
exoplanets::https://openalex.org/W1856929186,2015,Interpreting the photometry and spectroscopy of directly imaged planets: a new atmospheric model applied to<i>β</i>Pictoris b and SPHERE observations,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W1856929186,10.1051/0004-6361/201526332,97,76,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W3104436274,2016,"Exoplanetary Atmospheres-Chemistry, Formation Conditions, and Habitability.",exoplanets,Astronomy and Astrophysics,37365710,37465710,0,,W3104436274,10.17863/cam.50676,97,555,openalex_v3_query_core,0,,strict,Astro and Planetary Science,37365710,Astro and Planetary Science,Astro and Planetary Science,0,2025,
exoplanets::https://openalex.org/W2060354707,2013,Ground-based detection of calcium and possibly scandium and hydrogen in the atmosphere of HD 209458b,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W2060354707,10.1051/0004-6361/201219018,96,34,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W3099181294,2013,The metallicity signature of evolved stars with planets,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W3099181294,10.1051/0004-6361/201321082/pdf,96,116,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W3016435466,2020,TOI-1338: TESS’ First Transiting Circumbinary Planet,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W3016435466,10.3847/1538-3881/ab8a48,96,91,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W4200050338,2021,Final Targeting Strategy for the Sloan Digital Sky Survey IV Apache Point Observatory Galactic Evolution Experiment 2 North Survey,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W4200050338,10.3847/1538-3881/ac260c,96,301,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W2171851710,2009,Spin-orbit misalignment in the HD 80606 planetary system,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W2171851710,10.1051/0004-6361/200912463,94,32,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W1902262688,2011,Are falling planets spinning up their host stars?,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W1902262688,10.1111/j.1365-2966.2011.18729.x,94,48,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W2002006082,2014,From planetesimals to planets: volatile molecules,exoplanets,Instrumentation,41964729,42064729,0,,W2002006082,10.1051/0004-6361/201423431,94,85,openalex_v3_query_core,0,,strict,Astronomy and Astrophysical Research,41964729,Astronomy and Astrophysical Research,Astronomy and Astrophysical Research,0,2025,
exoplanets::https://openalex.org/W4293199193,2015,The center-to-limb variation across the Fraunhofer lines of HD 189733,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W4293199193,10.1051/0004-6361/201526386,94,72,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
exoplanets::https://openalex.org/W2744296028,2017,Color Difference Makes a Difference: Four Planet Candidates around τ Ceti,exoplanets,Astronomy and Astrophysics,37314362,37414362,0,,W2744296028,10.3847/1538-3881/aa83b4,94,41,openalex_v3_query_core,0,,strict,"Stellar, planetary, and galactic studies",37314362,"Stellar, planetary, and galactic studies","Stellar, planetary, and galactic studies",0,2025,
