feature_id,canonical_name_en,scope_role,maximum_information_time,formula_text,article_level,publication_time_computable,uses_future_information,english_fulltext_verified,dimension_id,dimension_mapping_provenance,recovery_provenance
EF0164,Hybrid-discipline status,t0_opportunity,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD066,session_exact_broad_t0,codex_session_log_structured_output
EF0165,Imaging-protocol documentation,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD034,session_exact_broad_t0,codex_session_log_structured_output
EF0166,Impact threshold of a confounding variable,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD011,session_exact_broad_t0,codex_session_log_structured_output
EF0167,Implementation reporting quality,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD047,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0168,Included-study quality predictor,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD025,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0169,Industry-academic collaboration,t0_opportunity,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD014,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0170,Industry-collaboration comparison group,context_control,unverified_without_fulltext,,1,0,0,0,CD015,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0171,Industry funding,t0_opportunity,unverified_without_fulltext,,1,0,0,0,CD023,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0172,Initial article information,t0_substantive,unverified_without_fulltext,,1,0,0,0,CD005,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0173,Innovation inertia,t0_opportunity,T0,,1,1,0,0,CD065,session_exact_broad_t0,codex_session_log_structured_output
EF0174,Institutional-collaboration breadth,t0_opportunity,unverified_without_fulltext,,1,0,0,0,CD014,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0175,Institutional prestige,t0_opportunity,unverified_without_fulltext,,1,0,0,0,CD027,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0176,Institutional research support,t0_opportunity,unverified_without_fulltext,,1,0,0,0,CD027,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0177,Integrationist interdisciplinarity,direct_innovation,unverified_without_fulltext,,1,0,0,0,CD028,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0178,Intended impact audience,t0_opportunity,unverified_without_fulltext,,1,0,0,0,CD047,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0179,Inter-reviewer reliability measure,t0_substantive,unverified_without_fulltext,,1,0,0,0,CD033,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0180,Interactional metadiscourse,t0_substantive,T0,,1,1,0,0,CD053,session_exact_broad_t0,codex_session_log_structured_output
EF0181,Interdisciplinarity assessment pathway completeness,direct_innovation,unverified_without_fulltext,,1,0,0,0,CD028,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0182,Interdisciplinarity-estimate uncertainty,direct_innovation,T0,,1,1,0,0,CD028,session_exact_broad_t0,codex_session_log_structured_output
EF0183,Interdisciplinary collaboration,direct_innovation,unverified_without_fulltext,,1,0,0,0,CD030,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0184,Interdisciplinary committee composition,direct_innovation,unverified_without_fulltext,,1,0,0,0,CD030,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0185,Interdisciplinary-journal status,direct_innovation,unverified_without_fulltext,,1,0,0,0,CD030,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0186,International collaboration,t0_opportunity,T0,,1,1,0,1,CD014,session_exact_broad_t0,codex_session_log_structured_output
EF0187,International collaboration leadership,t0_opportunity,T0,,1,1,0,0,CD014,session_exact_broad_t0,codex_session_log_structured_output
EF0188,International collaboration scale,t0_opportunity,T0,,1,1,0,1,CD014,session_exact_broad_t0,codex_session_log_structured_output
EF0189,International study design,t0_opportunity,T0,,1,1,0,0,CD058,session_exact_broad_t0,codex_session_log_structured_output
EF0190,International-team country composition,t0_opportunity,T0,,1,1,0,0,CD014,session_exact_broad_t0,codex_session_log_structured_output
EF0191,Ischemia-model type,t0_substantive,T0,,1,1,0,0,CD019,session_exact_broad_t0,codex_session_log_structured_output
EF0192,Journal abstract/keyword policy,t0_opportunity,unverified_without_fulltext,,1,0,0,0,CD002,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0193,Journal acceptance status,t0_opportunity,unverified_without_fulltext,,1,0,0,0,CD041,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0194,Journal and document properties,t0_opportunity,unverified_without_fulltext,,1,0,0,0,CD066,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0195,Journal data-sharing policy,t0_opportunity,unverified_without_fulltext,,1,0,0,0,CD017,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0196,Journal disciplinary scope,t0_opportunity,T0,,1,1,0,0,CD066,session_exact_broad_t0,codex_session_log_structured_output
EF0197,Journal identity,context_control,T0,,1,1,0,1,CD041,session_exact_broad_t0,codex_session_log_structured_output
EF0198,Journal impact factor,t0_opportunity,unverified_without_fulltext,,1,0,0,0,CD066,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0199,Journal keyword-frequency context,t0_opportunity,unverified_without_fulltext,,1,0,0,0,CD062,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0200,Journal prestige,t0_opportunity,T0,,1,1,0,0,CD066,session_exact_broad_t0,codex_session_log_structured_output
EF0201,Journal quartile,t0_opportunity,T0,,1,1,0,0,CD066,session_exact_broad_t0,codex_session_log_structured_output
EF0202,Journal reporting-instruction strength,t0_opportunity,T0,,1,1,0,0,CD043,session_exact_broad_t0,codex_session_log_structured_output
EF0203,Journal-scope relevance,t0_opportunity,unverified_without_fulltext,,1,0,0,0,CD019,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0204,Journal-type predictor,t0_opportunity,T0,,1,1,0,0,CD066,session_exact_broad_t0,codex_session_log_structured_output
EF0205,Journal/venue-type context,t0_opportunity,unverified_without_fulltext,,1,0,0,0,CD041,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0206,Key-term association strength,t0_substantive,unverified_without_fulltext,,1,0,0,0,CD063,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0207,Keyword count,t0_substantive,T0,,1,1,0,0,CD062,session_exact_broad_t0,codex_session_log_structured_output
EF0208,Keyword design,t0_substantive,unverified_without_fulltext,,1,0,0,0,CD062,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0209,Knowledge-base interdisciplinarity,direct_innovation,T0,,1,1,0,0,CD029,session_exact_broad_t0,codex_session_log_structured_output
EF0210,Knowledge-claim count,t0_substantive,unverified_without_fulltext,,1,0,0,0,CD031,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0211,Knowledge-combination conventionality,t0_substantive,T0,,1,1,0,0,CD031,session_exact_broad_t0,codex_session_log_structured_output
EF0212,Knowledge-graph dynamics,t0_substantive,unverified_without_fulltext,,1,0,0,0,CD031,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0213,Latent article topic,t0_opportunity,T0,,1,1,0,0,CD065,session_exact_broad_t0,codex_session_log_structured_output
EF0214,Lay-summary availability,t0_substantive,unverified_without_fulltext,,1,0,0,0,CD001,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0215,Librarian involvement,t0_substantive,T0,,1,1,0,0,CD059,session_exact_broad_t0,codex_session_log_structured_output
EF0216,Linguistic features,t0_substantive,T0,,1,1,0,0,CD053,session_exact_broad_t0,codex_session_log_structured_output
EF0217,Longitudinal imaging assessment,t0_substantive,T0,,1,1,0,0,CD056,session_exact_broad_t0,codex_session_log_structured_output
EF0218,Machine-readable data metadata,t0_substantive,unverified_without_fulltext,,1,0,0,0,CD017,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0219,Manuscript length policy,t0_opportunity,unverified_without_fulltext,,1,0,0,0,CD002,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0220,Manuscript theoretical grounding,t0_substantive,unverified_without_fulltext,,1,0,0,0,CD049,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0221,Mean dependency distance,t0_substantive,T0,,1,1,0,0,CD053,session_exact_broad_t0,codex_session_log_structured_output
EF0222,Mendelian-randomization sensitivity diagnostic,t0_substantive,unverified_without_fulltext,,1,0,0,0,CD011,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0223,MeSH topic feature,t0_substantive,unverified_without_fulltext,,1,0,0,0,CD063,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0224,Meta-analysis reporting standards,t0_substantive,T0,,1,1,0,0,CD047,session_exact_broad_t0,codex_session_log_structured_output
EF0225,Meta-analytic estimate precision,t0_substantive,unverified_without_fulltext,,1,0,0,0,CD055,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0226,Methodological-innovation adaptation source,t0_substantive,unverified_without_fulltext,,1,0,0,0,CD035,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0227,Methodological middle spaces,t0_substantive,unverified_without_fulltext,,1,0,0,0,CD035,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0228,Methodological quality,t0_substantive,T0,,1,1,0,0,CD056,session_exact_broad_t0,codex_session_log_structured_output
EF0229,Methodological-quality predictor,t0_substantive,T0,,1,1,0,0,CD056,session_exact_broad_t0,codex_session_log_structured_output
EF0230,Methodological-quality score,t0_substantive,T0,,1,1,0,0,CD056,session_exact_broad_t0,codex_session_log_structured_output
EF0231,MMR question-method alignment,t0_substantive,T0,,1,1,0,0,CD049,session_exact_broad_t0,codex_session_log_structured_output
EF0232,Multi-institutional collaboration,t0_opportunity,T0,,1,1,0,0,CD014,session_exact_broad_t0,codex_session_log_structured_output
EF0233,Multi-reviewer consensus process,t0_substantive,unverified_without_fulltext,,1,0,0,0,CD038,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0234,Multicenter study breadth,t0_opportunity,T0,,1,1,0,0,CD058,session_exact_broad_t0,codex_session_log_structured_output
EF0235,Mutual-information disparity component,t0_substantive,T0,,1,1,0,0,CD031,session_exact_broad_t0,codex_session_log_structured_output
EF0236,National collaboration,t0_opportunity,unverified_without_fulltext,,1,0,0,0,CD014,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0237,Nature Index journal status,t0_opportunity,T0,,1,1,0,0,CD066,session_exact_broad_t0,codex_session_log_structured_output
EF0238,Network centrality,t0_opportunity,unverified_without_fulltext,,1,0,0,1,CD012,session_exact_broad_t0,codex_session_log_structured_output
EF0239,Network giant-component opportunity context,t0_opportunity,T0,,1,1,0,0,CD015,session_exact_broad_t0,codex_session_log_structured_output
EF0240,New-concept birth metric,direct_innovation,T0,,1,1,0,1,CD032,session_exact_broad_t0,codex_session_log_structured_output
EF0241,Non-radiomic feature integration,t0_substantive,T0,,1,1,0,0,CD035,session_exact_broad_t0,codex_session_log_structured_output
EF0242,Novelty followership,direct_innovation,unverified_without_fulltext,,1,0,0,0,CD036,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0243,Novelty followership window,context_control,unverified_without_fulltext,,1,0,0,0,CD036,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0244,Novelty-status comparison group,context_control,unverified_without_fulltext,,1,0,0,0,CD036,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0245,Objective writing style,t0_substantive,T0,,1,1,0,0,CD053,session_exact_broad_t0,codex_session_log_structured_output
EF0246,Omega reliability coefficients,t0_substantive,T0,,1,1,0,0,CD033,session_exact_broad_t0,codex_session_log_structured_output
EF0247,Open-access status,t0_opportunity,unverified_without_fulltext,,1,0,0,0,CD017,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0248,Open-science practice,t0_substantive,unverified_without_fulltext,,1,0,0,0,CD021,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0249,ORCID-identifier availability,t0_opportunity,T0,,1,1,0,0,CD009,session_exact_broad_t0,codex_session_log_structured_output
EF0250,ORCID-identifier opportunity context,t0_opportunity,T0,,1,1,0,0,CD009,session_exact_broad_t0,codex_session_log_structured_output
EF0251,Outcome-measure validation status,t0_substantive,T0,,1,1,0,0,CD033,session_exact_broad_t0,codex_session_log_structured_output
EF0252,Outcome measurement granularity,t0_substantive,unverified_without_fulltext,,1,0,0,0,CD033,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0253,Outcome-reporting heterogeneity,t0_substantive,unverified_without_fulltext,,1,0,0,0,CD047,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0254,Paper content diversity,direct_innovation,unverified_without_fulltext,,1,0,0,0,CD061,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0255,Paper evaluation method,t0_substantive,unverified_without_fulltext,,1,0,0,0,CD021,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0256,Paper integrity,t0_substantive,unverified_without_fulltext,,1,0,0,0,CD048,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0257,Paper interdisciplinarity,direct_innovation,T0,,1,1,0,0,CD029,session_exact_broad_t0,codex_session_log_structured_output
EF0258,Paper knowledge-network structure,t0_opportunity,T0,,1,1,0,0,CD012,session_exact_broad_t0,codex_session_log_structured_output
EF0259,Paper knowledge synergy,t0_substantive,T0,,1,1,0,0,CD031,session_exact_broad_t0,codex_session_log_structured_output
EF0260,Paper multidisciplinarity,t0_substantive,T0,,1,1,0,0,CD031,session_exact_broad_t0,codex_session_log_structured_output
EF0261,Paper novelty,direct_innovation,unverified_without_fulltext,,1,0,0,0,CD052,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0262,Paper originality,direct_innovation,unverified_without_fulltext,,1,0,0,0,CD052,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0263,Paper research risk,t0_substantive,unverified_without_fulltext,,1,0,0,0,CD048,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0264,Paper significance,t0_substantive,unverified_without_fulltext,,1,0,0,0,CD025,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0265,Paper-topic-recombination measure,direct_innovation,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD063,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0266,Participant-demographics control,context_control,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD057,session_exact_broad_t0,codex_session_log_structured_output
EF0267,Patient-selection reporting,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD051,session_exact_broad_t0,codex_session_log_structured_output
EF0268,Peer-review process,t0_opportunity,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD038,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0269,Peer-reviewed English-language publication control,context_control,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD042,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0270,Peer reviewer rating,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD038,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0271,Phantom-study validation,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD033,session_exact_broad_t0,codex_session_log_structured_output
EF0272,Pharmaceutical-funding control,context_control,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD023,session_exact_broad_t0,codex_session_log_structured_output
EF0273,Phenotypic feature validation,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD033,session_exact_broad_t0,codex_session_log_structured_output
EF0274,Pleiotropy bias,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD011,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0275,Preclinical sex inclusion,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD055,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0276,Prespecified outcome and effect measurement,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD037,session_exact_broad_t0,codex_session_log_structured_output
EF0277,Prespecified review analysis plan,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD038,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0278,Prespecified review protocol,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD059,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0279,Primary-outcome type,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD037,session_exact_broad_t0,codex_session_log_structured_output
EF0280,Prior-author h-index,t0_opportunity,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD007,session_exact_broad_t0,codex_session_log_structured_output
EF0281,Prior-author-impact opportunity context,t0_opportunity,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD007,session_exact_broad_t0,codex_session_log_structured_output
EF0282,Prior-coauthorship count,t0_opportunity,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD015,session_exact_broad_t0,codex_session_log_structured_output
EF0283,Prior-coauthorship strength,t0_opportunity,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD015,session_exact_broad_t0,codex_session_log_structured_output
EF0284,Prior-collaboration continuity,t0_opportunity,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD015,session_exact_broad_t0,codex_session_log_structured_output
EF0285,Prior data-reuse experience,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD017,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0286,Prior data-sharing experience,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD017,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0287,Prior-knowledge engagement,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD044,session_exact_broad_t0,codex_session_log_structured_output
EF0288,Prior publication count,t0_opportunity,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD007,session_exact_broad_t0,codex_session_log_structured_output
EF0289,Prior-work-combination conventionality predictor,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD044,session_exact_broad_t0,codex_session_log_structured_output
EF0290,PRISMA adherence,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD047,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0291,PRISMA reporting adherence,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD047,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0292,Program-evaluation study purpose,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD021,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0293,Protocol-defined search yield,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD059,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0294,Public-access mandate,t0_opportunity,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD017,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0295,Public full-text availability,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD001,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0296,Public-funding status,t0_opportunity,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD024,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0297,Public involvement,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD039,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0298,Public-involvement mandate,t0_opportunity,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD039,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0299,Public study-protocol availability,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD018,session_exact_broad_t0,codex_session_log_structured_output
EF0300,Publication and funding bias,t0_opportunity,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD040,session_exact_broad_t0,codex_session_log_structured_output
EF0301,Publication-based trial leadership,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD007,session_exact_broad_t0,codex_session_log_structured_output
EF0302,Publication-data linkage,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD041,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0303,Publication geographic origin,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD042,session_exact_broad_t0,codex_session_log_structured_output
EF0304,Publication language,context_control,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD041,session_exact_broad_t0,codex_session_log_structured_output
EF0305,Publication-language predictor,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD042,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0306,Publication recency,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD041,session_exact_broad_t0,codex_session_log_structured_output
EF0307,Publication year,context_control,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,1,CD041,session_exact_broad_t0,codex_session_log_structured_output
EF0308,Randomization status,t0_opportunity,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD056,session_exact_broad_t0,codex_session_log_structured_output
EF0309,Rao-Stirling diversity,direct_innovation,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,1,CD031,session_exact_broad_t0,codex_session_log_structured_output
EF0310,Reader cognitive load,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD053,session_exact_broad_t0,codex_session_log_structured_output
EF0311,Reference accuracy,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD013,session_exact_broad_t0,codex_session_log_structured_output
EF0312,Reference balance,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,1,CD031,session_exact_broad_t0,codex_session_log_structured_output
EF0313,Reference-combination novelty,direct_innovation,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD046,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0314,Reference count,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,1,CD046,session_exact_broad_t0,codex_session_log_structured_output
EF0315,Reference disparity,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,1,CD031,session_exact_broad_t0,codex_session_log_structured_output
EF0316,Reference diversity,direct_innovation,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD029,session_exact_broad_t0,codex_session_log_structured_output
EF0317,Reference-list characteristics,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD013,session_exact_broad_t0,codex_session_log_structured_output
EF0318,Reference variety,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,1,CD031,session_exact_broad_t0,codex_session_log_structured_output
EF0319,Relative algebraic connectivity,t0_opportunity,T0,AC = λ2(L) / λn(L).,1,1,0,1,CD015,session_exact_broad_t0,codex_session_log_structured_output
EF0320,Reported effect size,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD055,session_exact_broad_t0,codex_session_log_structured_output
EF0321,Reporting bias,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD047,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0322,Reporting-guideline adherence,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD047,session_exact_broad_t0,codex_session_log_structured_output
EF0323,Reporting quality,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD047,session_exact_broad_t0,codex_session_log_structured_output
EF0324,Reproducibility/replicability,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD048,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0325,Research-advisor capacity,t0_opportunity,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD027,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0326,Research-code sharing status,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD018,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0327,Research collaboration,t0_opportunity,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD014,session_exact_broad_t0,codex_session_log_structured_output
EF0328,Research-community-size context,t0_opportunity,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD065,session_exact_broad_t0,codex_session_log_structured_output
EF0329,Research-data sharing status,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD018,session_exact_broad_t0,codex_session_log_structured_output
EF0330,Research difficulty,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD048,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0331,Research field,t0_opportunity,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD066,session_exact_broad_t0,codex_session_log_structured_output
EF0332,Research-gap feasibility,t0_opportunity,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD048,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0333,Research-gap novelty opportunity,direct_innovation,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD048,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0334,Research governance and ethics reporting,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD020,session_exact_broad_t0,codex_session_log_structured_output
EF0335,Research infrastructure,t0_opportunity,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD048,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0336,Research integrity,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD048,session_exact_broad_t0,codex_session_log_structured_output
EF0337,Research-location traditionality,t0_opportunity,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD027,session_exact_broad_t0,codex_session_log_structured_output
EF0338,Research-network involvement,t0_opportunity,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD015,session_exact_broad_t0,codex_session_log_structured_output
EF0339,Research originality and plagiarism,direct_innovation,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD048,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0340,Research-pivot distance,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD064,session_exact_broad_t0,codex_session_log_structured_output
EF0341,Research quality,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD048,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0342,Research quality control,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD048,session_exact_broad_t0,codex_session_log_structured_output
