id,year,title,domain,primary_field,display_community,is_landmark,anchor_label,short_id,doi,cited_by_count,primary_topic,community,community_label,display_label,domain_analysis_end_year
graphene_2d_materials::https://openalex.org/W2082453032,1990,Charge carrier kinetics in MoSe2 and MoS2 powders,graphene_2d_materials,Charge / Carrier,100138,0,,W2082453032,10.1016/0009-2614(90)87245-m,8,Electron and X-Ray Spectroscopy Techniques,138,Charge / Carrier,,2014
graphene_2d_materials::https://openalex.org/W1974499856,1990,Single crystal x-ray study of SnTaS2 at 295 and 425 K,graphene_2d_materials,Crystal / X-Ray,100141,0,,W1974499856,10.1016/0025-5408(90)90008-p,8,Inorganic Chemistry and Materials,141,Crystal / X-Ray,,2014
graphene_2d_materials::https://openalex.org/W2088314438,1990,Stability of the so-called “Co−Mo−S” phase in a carbonsupported Co−Mo sulfide catalyst at very low Co/Mo ratio,graphene_2d_materials,Chemistry / Catalysis,100001,0,,W2088314438,10.1007/bf02405724,8,Catalysis and Hydrodesulfurization Studies,787,Chemistry / Catalysis,Chemistry / Catalysis,2014
graphene_2d_materials::https://openalex.org/W38652751,1990,Failure behavior of generic metallic and composite aircraft structural components under crash loads,graphene_2d_materials,Structural / Composite,100148,0,,W38652751,10.1073/pnas.2320844121,8,Cellular and Composite Structures,148,Structural / Composite,,2014
graphene_2d_materials::https://openalex.org/W2033830505,1990,"Formation of MoS2 phase in Al2O3, ZrO2, and SiO2 through ion implantation of constituent elements",graphene_2d_materials,Ion / Ion Implantation,100150,0,,W2033830505,10.1063/1.347058,7,Metal and Thin Film Mechanics,150,Ion / Ion Implantation,,2014
graphene_2d_materials::https://openalex.org/W2056083939,1990,Adding H2O to study in situ anisotropically enhanced photo-oxidation at n-MoS2/CH3CN interfaces using a scanning tunneling microscope,graphene_2d_materials,Materials / Film,100006,0,,W2056083939,10.1016/0039-6028(90)90507-5,7,Electrochemical Analysis and Applications,525,Materials / Film,Materials / Film,2014
graphene_2d_materials::https://openalex.org/W2791966103,1990,Paleosols: Their recognition and interpretation,graphene_2d_materials,Paleosols / Recognition,100154,0,,W2791966103,10.1016/0277-3791(90)90008-x,7,Electrocatalysts for Energy Conversion,154,Paleosols / Recognition,,2014
graphene_2d_materials::https://openalex.org/W2314572243,1990,Hydrogenation by CoMo/Al2O3 catalyst. (Part 6). FT-IR/DRA study of nitric oxide adsorded on sulfided catalysts.,graphene_2d_materials,Oxide / Chemistry,100158,0,,W2314572243,10.1627/jpi1958.33.221,7,Catalysis and Hydrodesulfurization Studies,158,Oxide / Chemistry,,2014
graphene_2d_materials::https://openalex.org/W1979867050,1990,Adsorption and thermal induced decomposition of ethylene and isobutene on the Ni(111) surface,graphene_2d_materials,Adsorption / Thermal Induced,100159,0,,W1979867050,10.1016/0079-6816(90)90029-j,7,Advanced Chemical Physics Studies,159,Adsorption / Thermal Induced,,2014
graphene_2d_materials::https://openalex.org/W35877510,1990,Use of indigenous plants as sources of fish toxicants for pond management in the Philippines,graphene_2d_materials,Fish / Indigenous,100160,0,,W35877510,10.3390/gels8070425,7,Fish Biology and Ecology Studies,160,Fish / Indigenous,,2014
graphene_2d_materials::https://openalex.org/W2008631808,1990,Superconductivity in a layered transition-metal dichalcogenide 2H-TaS2,graphene_2d_materials,Superconductivity / Transition-Me…,100162,0,,W2008631808,10.1016/0038-1098(90)90718-q,6,2D Materials and Applications,162,Superconductivity / Transition-Me…,,2014
graphene_2d_materials::https://openalex.org/W1975373327,1990,Influence of the competitive adsorption of polyaromatic and vanadylporphyrin molecules on the deactivation of a Ni-MoS2-Al2O3 catalyst,graphene_2d_materials,Chemistry / Catalysis,100001,0,,W1975373327,10.1016/s0166-9834(00)82129-6,6,Catalysis and Hydrodesulfurization Studies,787,Chemistry / Catalysis,Chemistry / Catalysis,2014
graphene_2d_materials::https://openalex.org/W2093438036,1990,Ion irradiation effect in a Bi-Sr-Ca-Cu-O oxide superconductor,graphene_2d_materials,Physics / Oxide,100164,0,,W2093438036,10.1016/0168-583x(90)90880-4,6,Physics of Superconductivity and Magnetism,164,Physics / Oxide,,2014
graphene_2d_materials::https://openalex.org/W1986761143,1990,Higher-order Laue zone diffraction from crystals containing transverse stacking faults,graphene_2d_materials,Stacking / Diffraction,100166,0,,W1986761143,10.1080/01418619008231924,6,Crystallography and Radiation Phenomena,166,Stacking / Diffraction,,2014
graphene_2d_materials::https://openalex.org/W172584102,1990,Surface acidity in promoted molybdena and tungsta hydrodesulphurisation catalysts,graphene_2d_materials,Chemistry / Tungsta Hydrodesulphu…,100167,0,,W172584102,10.1007/bf02860150,6,Catalysis and Hydrodesulfurization Studies,167,Chemistry / Tungsta Hydrodesulphu…,,2014
graphene_2d_materials::https://openalex.org/W2010080855,1990,Development and applications of an analytical electron microscope with a field emission electron gun,graphene_2d_materials,Electron / Emission,100168,0,,W2010080855,10.1016/1044-5803(90)90063-p,6,Electron and X-Ray Spectroscopy Techniques,168,Electron / Emission,,2014
graphene_2d_materials::https://openalex.org/W2077525531,1990,Binding of ethylene and acetylene to S2− in C5H5MoS4MoC5H5 and on crystalline MoS2: molecular orbital theory,graphene_2d_materials,Chemistry / Catalysis,100001,0,,W2077525531,10.1016/0304-5102(90)85215-4,5,Corrosion Behavior and Inhibition,787,Chemistry / Catalysis,Chemistry / Catalysis,2014
graphene_2d_materials::https://openalex.org/W2073181287,1990,In Situ Observation of a Dynamically Light-Induced Morphological Transformation at an n-MoS2 Electrode Surface by a Scanning Tunneling Microscope,graphene_2d_materials,Materials / Film,100006,0,,W2073181287,10.1246/bcsj.63.2713,5,Electrochemical Analysis and Applications,525,Materials / Film,Materials / Film,2014
graphene_2d_materials::https://openalex.org/W2065221611,1990,Calculation of photoemission spectra for 1TTiSe2 and 1TTiS2,graphene_2d_materials,Spectra / Calculation,100174,0,,W2065221611,10.1016/0042-207x(90)90412-r,5,Chalcogenide Semiconductor Thin Films,174,Spectra / Calculation,,2014
graphene_2d_materials::https://openalex.org/W1970907678,1990,An investigation of three-dimensional diffraction from 2Hb-MoS<sub>2</sub>,graphene_2d_materials,Sub / Diffraction,100175,0,,W1970907678,10.1080/01418619008231923,5,Crystallography and Radiation Phenomena,175,Sub / Diffraction,,2014
graphene_2d_materials::https://openalex.org/W22832436,1990,Surface-to-core temperature variation of homogeneously magnetized neutron stars,graphene_2d_materials,Neutron / Variation,100178,0,,W22832436,10.1039/c2nr31357j,5,Geophysics and Gravity Measurements,178,Neutron / Variation,,2014
graphene_2d_materials::https://openalex.org/W2072208349,1990,The way to overcome the difficulty in Re-Os dating of molybdenite.,graphene_2d_materials,Dating / Molybdenite,100182,0,,W2072208349,10.2183/pjab.66.173,5,Geology and Paleoclimatology Research,182,Dating / Molybdenite,,2014
graphene_2d_materials::https://openalex.org/W2094882836,1990,Surface defects of MoS2 crystal observed by scanning LEED microscopy,graphene_2d_materials,Crystal / Scanning,100183,0,,W2094882836,10.1016/0039-6028(90)90191-a,4,Electron and X-Ray Spectroscopy Techniques,183,Crystal / Scanning,,2014
graphene_2d_materials::https://openalex.org/W2045843073,1990,Influence of strain rate and temperature on the friction factor of commercialy pure titanium,graphene_2d_materials,Strain / Strain Rate,100185,0,,W2045843073,10.1016/0924-0136(90)90144-j,4,Metal Alloys Wear and Properties,185,Strain / Strain Rate,,2014
graphene_2d_materials::https://openalex.org/W1992304290,1990,Friction and wear in the hostile environment of a tokamak,graphene_2d_materials,Friction / Tokamak,100186,0,,W1992304290,10.1016/0920-3796(90)90051-7,4,Magnetic confinement fusion research,186,Friction / Tokamak,,2014
graphene_2d_materials::https://openalex.org/W2320084413,1990,Structure and coke preventing characteristics of Ca-Ni-Mo/Al2O3 catalyst for hydrogenation of brown coal liquid bottoms .,graphene_2d_materials,Chemistry / Catalysis,100001,0,,W2320084413,10.1627/jpi1958.33.311,4,Catalysis and Hydrodesulfurization Studies,787,Chemistry / Catalysis,Chemistry / Catalysis,2014
graphene_2d_materials::https://openalex.org/W1992874547,1990,Highly active alumina-supported molybdenum sulphide and related hydroprocessing catalysts derived from precipitation from homogeneous solution,graphene_2d_materials,Chemistry / Catalysis,100001,0,,W1992874547,10.1016/0304-5102(90)85134-4,4,Catalysis and Hydrodesulfurization Studies,787,Chemistry / Catalysis,Chemistry / Catalysis,2014
graphene_2d_materials::https://openalex.org/W2512269782,1990,Special issue/Wear resistance coating. Preparation of wear resistant coatings by composite deposites.,graphene_2d_materials,Wear / Composite,100198,0,,W2512269782,10.4139/sfj.41.1094,4,Tribology and Wear Analysis,198,Wear / Composite,,2014
graphene_2d_materials::https://openalex.org/W2063305576,1990,Growth of mixed transition-metal dichalcogenide single crystals by the chemical vapour transport technique,graphene_2d_materials,Chemical / Vapour,100201,0,,W2063305576,10.1007/bf00721897,3,Nonlinear Optical Materials Research,201,Chemical / Vapour,,2014
graphene_2d_materials::https://openalex.org/W2063591602,1990,Surface defects in MoS2 crystals synthesized by vapour phase transport methods,graphene_2d_materials,Chemistry / Catalysis,100001,0,,W2063591602,10.1007/bf00721812,3,Metal and Thin Film Mechanics,787,Chemistry / Catalysis,Chemistry / Catalysis,2014
graphene_2d_materials::https://openalex.org/W269358728,1990,Survey of some rice insect pests and their predators in three districts of Sri Lanka,graphene_2d_materials,Sri Lanka / Sri,100211,0,,W269358728,10.4038/jnsfsr.v18i1.8211,3,Agricultural Research and Practices,211,Sri Lanka / Sri,,2014
graphene_2d_materials::https://openalex.org/W35540328,1990,Advances in integrated control systems of economic diseases of cassava in Nigeria.,graphene_2d_materials,Control / Cassava,100212,0,,W35540328,10.1039/c7ra13106b,3,Cassava research and cyanide,212,Control / Cassava,,2014
graphene_2d_materials::https://openalex.org/W2329406087,1990,NQR and Low-Field NMR of <sup>181</sup>Ta in the Low-Temperature CDW State of 2 H-TaS<sub>2</sub>,graphene_2d_materials,Sub / Sup,100221,0,,W2329406087,10.1515/zna-1990-3-433,3,Organic and Molecular Conductors Research,221,Sub / Sup,,2014
graphene_2d_materials::https://openalex.org/W2334903145,1990,Molybdenum recovery from steelmaking dust with an alkali water leaching process.,graphene_2d_materials,Steelmaking / Molybdenum,100223,0,,W2334903145,10.2473/shigentosozai.106.479,3,Metal Extraction and Bioleaching,223,Steelmaking / Molybdenum,,2014
graphene_2d_materials::https://openalex.org/W29377700,1990,Social Science and the Constitution,graphene_2d_materials,Constitution / Social,100230,0,,W29377700,10.1021/acs.nanolett.7b05224,2,American Constitutional Law and Politics,230,Constitution / Social,,2014
graphene_2d_materials::https://openalex.org/W2067488974,1990,Electrical transport properties of mixed transition metal dichalcogenide single crystals,graphene_2d_materials,Transition Metal / Transition,100231,0,,W2067488974,10.1007/bf00721803,2,Solid-state spectroscopy and crystallography,231,Transition Metal / Transition,,2014
graphene_2d_materials::https://openalex.org/W2016736190,1990,Cems investigations of reactions at buried MoS2−Fe interfaces,graphene_2d_materials,Materials / Film,100006,0,,W2016736190,10.1007/bf02405777,2,Force Microscopy Techniques and Applications,525,Materials / Film,Materials / Film,2014
graphene_2d_materials::https://openalex.org/W2159896969,1990,Heteroepitaxy Between Lattice Mismatched Materials with Van Der Waals Interactions,graphene_2d_materials,Chemistry / Materials,100012,0,,W2159896969,10.1557/proc-198-105,2,2D Materials and Applications,12,Chemistry / Materials,,2014
graphene_2d_materials::https://openalex.org/W35245026,1990,"Migmatización y anatexia en la Formación Almohalla, Complejo Anatéctico de la Peña Negra, batolito de Ávila",graphene_2d_materials,Negra Batolito / Complejo Negra,100238,0,,W35245026,10.1021/acsnano.1c10301,2,Archaeological and Geological Studies,238,Negra Batolito / Complejo Negra,,2014
graphene_2d_materials::https://openalex.org/W1666921874,1990,Laboratory investigations: Low Earth orbit environment chemistry with spacecraft surfaces,graphene_2d_materials,Chemistry / Orbit,100240,0,,W1666921874,,2,Silicone and Siloxane Chemistry,240,Chemistry / Orbit,,2014
graphene_2d_materials::https://openalex.org/W1969756713,1990,The need for nonlinear optical materials,graphene_2d_materials,Materials / Optical Materials,100248,0,,W1969756713,10.1016/0960-8974(90)90019-o,2,Porphyrin and Phthalocyanine Chemistry,248,Materials / Optical Materials,,2014
graphene_2d_materials::https://openalex.org/W4247683525,1990,Acdidophilic thermophilic archaebacteria: Potential application for metals recovery,graphene_2d_materials,Thermophilic Archaebacteria / The…,100258,0,,W4247683525,10.1016/0378-1097(90)90539-3,2,Metal Extraction and Bioleaching,258,Thermophilic Archaebacteria / The…,,2014
graphene_2d_materials::https://openalex.org/W2068656827,1990,Effect of Residual Strain on the Splitting of Excitonic Luminescence Lines in Epitaxially Grown ZnSe/GaAs,graphene_2d_materials,Strain / Luminescence,100260,0,,W2068656827,10.1143/jjap.29.1504,2,Semiconductor Quantum Structures and Devices,260,Strain / Luminescence,,2014
graphene_2d_materials::https://openalex.org/W2017263996,1990,New self-lubricating aluminum alloy base composites for vacuum technology,graphene_2d_materials,Composites / Base,100271,0,,W2017263996,10.1016/0042-207x(90)94119-b,1,Electrical Contact Performance and Analysis,271,Composites / Base,,2014
graphene_2d_materials::https://openalex.org/W29495519,1990,Lo que el futuro depara al feto,graphene_2d_materials,Que Futuro / Depara Feto,100273,0,,W29495519,10.3390/ijms19030669,1,Child and Adolescent Health,273,Que Futuro / Depara Feto,,2014
graphene_2d_materials::https://openalex.org/W2041954466,1990,Mössbauer spectroscopy studies of the preparation steps of unsupported Fe- and FeMo-sulfide hydrotreating catalysts,graphene_2d_materials,Chemistry / Catalysis,100001,0,,W2041954466,10.1007/bf02405733,1,Catalysis and Hydrodesulfurization Studies,787,Chemistry / Catalysis,Chemistry / Catalysis,2014
graphene_2d_materials::https://openalex.org/W23473006,1990,Coincident P and Sh reflections from basement rocks at Coso geothermal field,graphene_2d_materials,Basement / Geothermal,100276,0,,W23473006,10.3171/2013.1.peds12374,1,Seismic Imaging and Inversion Techniques,276,Basement / Geothermal,,2014
graphene_2d_materials::https://openalex.org/W2038120616,1990,Nuclear quadrupole interaction at99Tc in lithium-intercalated molybdenum disulphide,graphene_2d_materials,Quadrupole / Molybdenum,100278,0,,W2038120616,10.1007/bf02399869,1,2D Materials and Applications,278,Quadrupole / Molybdenum,,2014
graphene_2d_materials::https://openalex.org/W2334475593,1990,Surface structure of Mo sulfide catalyst.,graphene_2d_materials,Sulfide / Surface,100279,0,,W2334475593,10.1380/jsssj.11.97,1,Catalysis and Hydrodesulfurization Studies,279,Sulfide / Surface,,2014
graphene_2d_materials::https://openalex.org/W2312312928,1990,Proton and Electron Transports in a Typical Intercalation Compound : Graphite Hydrogenosulfate,graphene_2d_materials,Graphite / Proton,100281,0,,W2312312928,10.1557/proc-210-373,1,Chemical Synthesis and Characterization,281,Graphite / Proton,,2014
graphene_2d_materials::https://openalex.org/W4240974251,1990,Three-dimensional X-ray microtomography,graphene_2d_materials,X-Ray / X-Ray Microtomography,100290,0,,W4240974251,10.1016/0308-9126(90)92263-z,1,Graphene research and applications,290,X-Ray / X-Ray Microtomography,,2014
graphene_2d_materials::https://openalex.org/W4248310759,1990,Pneumatic probe developed for precision surface measurement,graphene_2d_materials,Surface / Measurement,100291,0,,W4248310759,10.1016/0141-6359(90)90106-9,1,Advanced Measurement and Metrology Techniques,291,Surface / Measurement,,2014
graphene_2d_materials::https://openalex.org/W35362261,1990,Reflexiones sobre la autonomía cultural indígena: imágenes inversas en Chamula y Santiago Chimaltenango,graphene_2d_materials,Carbon / Graphene,100000,0,,W35362261,10.1002/wnan.1795,1,Latin American Cultural Politics,942,Carbon / Graphene,Carbon / Graphene,2014
graphene_2d_materials::https://openalex.org/W874378,1990,"La robe de la race bovine normande. Description, considérations génétiques",graphene_2d_materials,Race / Race Bovine,100295,0,,W874378,10.1017/s0022215100083961,1,Bone and Dental Protein Studies,295,Race / Race Bovine,,2014
graphene_2d_materials::https://openalex.org/W1566635622,1990,Use of metal hydrous titanium oxide catalysts to enhance coal tar yield via hydropyrolysis,graphene_2d_materials,Coal / Titanium,100300,0,,W1566635622,,1,Thermochemical Biomass Conversion Processes,300,Coal / Titanium,,2014
graphene_2d_materials::https://openalex.org/W2522305404,1990,In Situ Observations of Electrode/Solution Interfaces Using a Scanning Tunneling Microscope,graphene_2d_materials,Materials / Film,100006,0,,W2522305404,10.3323/jcorr1974.39.10_564,1,Electrochemical Analysis and Applications,525,Materials / Film,Materials / Film,2014
graphene_2d_materials::https://openalex.org/W2313575617,1990,Aluminum alloy ultrahigh vacuum components.,graphene_2d_materials,Alloy / Vacuum Components,100310,0,,W2313575617,10.2464/jilm.40.793,1,Material Properties and Applications,310,Alloy / Vacuum Components,,2014
graphene_2d_materials::https://openalex.org/W1532041135,1990,Hydrocarbon-fuel/combustion-chamber-liner materials compatibility,graphene_2d_materials,Materials / Compatibility,100325,0,,W1532041135,,1,Rocket and propulsion systems research,325,Materials / Compatibility,,2014
graphene_2d_materials::https://openalex.org/W34537269,1990,Laurum waar lig je? : Romeins Woerden nader bekeken,graphene_2d_materials,Woerden Nader / Woerden,100326,0,,W34537269,10.1016/j.ijpharm.2021.121105,1,Reformation and Early Modern Christianity,326,Woerden Nader / Woerden,,2014
graphene_2d_materials::https://openalex.org/W36363597,1990,Interval arithmetic tools and the precise scalar product in numerical analysis,graphene_2d_materials,Interval / Arithmetic,100329,0,,W36363597,10.3390/membranes12111041,1,Numerical Methods and Algorithms,329,Interval / Arithmetic,,2014
graphene_2d_materials::https://openalex.org/W28811415,1990,State Capitalism and the Operation of the Public Sector,graphene_2d_materials,State / Capitalism,100331,0,,W28811415,10.3390/ma6072892,1,State Capitalism and Financial Governance,331,State / Capitalism,,2014
graphene_2d_materials::https://openalex.org/W2115791793,1990,Studies on mixed transition metal dichalcogenide—electrolyte interfaces,graphene_2d_materials,Transition Metal / Transition,100334,0,,W2115791793,10.1002/crat.2170250622,0,Advanced Photocatalysis Techniques,334,Transition Metal / Transition,,2014
graphene_2d_materials::https://openalex.org/W3199986998,1990,Intercalation of quasidimetric crystals of transition metal dichalcogenides by rare earths during their growth from gaseous phase,graphene_2d_materials,Transition / Phase,100341,0,,W3199986998,,0,Material Science and Thermodynamics,341,Transition / Phase,,2014
graphene_2d_materials::https://openalex.org/W2951783352,1990,ChemInform Abstract: Electronic Properties of Low‐Dimensional Solids: The Physics and Chemistry of Layer‐Type Transition‐Metal Dichalcogenides and Their Intercalate Complexes,graphene_2d_materials,Chemistry / Sub,100007,0,,W2951783352,10.1002/chin.199045336,0,Advanced Chemical Physics Studies,478,Chemistry / Sub,Chemistry / Sub,2014
graphene_2d_materials::https://openalex.org/W4247195318,1990,ChemInform Abstract: Electronic Properties of Low Dimensional Solids: The Physics and Chemistry of Layer Type Transition Metal Dichalcogenides and Their Intercalate Complexes,graphene_2d_materials,Chemistry / Sub,100007,0,,W4247195318,10.1002/chin.199049331,0,Advanced Chemical Physics Studies,478,Chemistry / Sub,Chemistry / Sub,2014
graphene_2d_materials::https://openalex.org/W2320256023,1990,Friction properties of Cu-Sn alloy sintered materials with oil-dispersing ultrafine MoS2 powders.,graphene_2d_materials,Materials / Friction,100345,0,,W2320256023,10.1299/kikaic.56.1267,0,Powder Metallurgy Techniques and Materials,345,Materials / Friction,,2014
graphene_2d_materials::https://openalex.org/W1566273514,1990,Influence of the deposition conditions on radiofrequency magnetron sputtered MoS2 films,graphene_2d_materials,Deposition / Magnetron,100347,0,,W1566273514,,0,Metal and Thin Film Mechanics,347,Deposition / Magnetron,,2014
graphene_2d_materials::https://openalex.org/W2808239204,1990,Exafs study of the Ni-MoS2/C hydrosulfurization catalysts,graphene_2d_materials,Catalysts / Hydrosulfurization,100359,0,,W2808239204,,0,Catalysis and Hydrodesulfurization Studies,359,Catalysts / Hydrosulfurization,,2014
graphene_2d_materials::https://openalex.org/W2951626127,1990,ChemInform Abstract: Morphology and Activity of MoS2 on Various Supports: Genesis of the Active Phase.,graphene_2d_materials,Chemistry / Catalysis,100001,0,,W2951626127,10.1002/chin.199044024,0,Catalysis and Hydrodesulfurization Studies,787,Chemistry / Catalysis,Chemistry / Catalysis,2014
graphene_2d_materials::https://openalex.org/W2951595235,1990,ChemInform Abstract: Hydrogen Uptake by MoS2 and Sulfided Alumina‐Supported Mo Catalysts,graphene_2d_materials,Hydrogen / Chemistry,100365,0,,W2951595235,10.1002/chin.199007032,0,Catalysis and Hydrodesulfurization Studies,365,Hydrogen / Chemistry,,2014
graphene_2d_materials::https://openalex.org/W7146380730,1990,Anchoring Structure of Smectic Liquid-Crystal Layers on MoS2 Observed by Scanning Tunnelling Microscopy,graphene_2d_materials,Microscopy / Tunnelling,100366,0,,W7146380730,,0,2D Materials and Applications,366,Microscopy / Tunnelling,,2014
graphene_2d_materials::https://openalex.org/W3007762589,1990,Charge discharge characteristic of Li/MoS2 multicell including an overcharged cell and an overdischarged cell,graphene_2d_materials,Charge / Charge Discharge,100367,0,,W3007762589,,0,Wireless Power Transfer Systems,367,Charge / Charge Discharge,,2014
graphene_2d_materials::https://openalex.org/W29716055,1990,A Study on the Wear Fitness of Brassiere,graphene_2d_materials,Wear Fitness / Wear,100368,0,,W29716055,10.1364/oe.26.011321,0,Consumer Perception and Purchasing Behavior,368,Wear Fitness / Wear,,2014
graphene_2d_materials::https://openalex.org/W3010258560,1990,"Evaluation of lithium secondary battery for load-conditioner use: Performance and characteristics of molybdenum sulfides (Li/MoS2), improved molybdenum sulfides (Li/MoS2 and Li/Mo6S8), and manganese dioxide (Li/MnO2) cells",graphene_2d_materials,Battery / Molybdenum,100369,0,,W3010258560,,0,Advanced Battery Technologies Research,369,Battery / Molybdenum,,2014
graphene_2d_materials::https://openalex.org/W38329293,1990,Zur jungsten Geschichte der Philosophie in Westdeutschland,graphene_2d_materials,Zur Jungsten / Zur,100373,0,,W38329293,10.15057/2115,0,Philosophy and Historical Thought,373,Zur Jungsten / Zur,,2014
graphene_2d_materials::https://openalex.org/W4232787072,1990,"Notch effect on fatigue and creep/fatigue interaction properties of GH132 disc superalloyXio, X., Chen, G. and Jiang, H. J. Univ. Sci. Technol. Beijing 1989 11, (2), 130–135 (in Chinese)",graphene_2d_materials,Fatigue / Univ,100374,0,,W4232787072,10.1016/0142-1123(90)90384-q,0,Fiber-reinforced polymer composites,374,Fatigue / Univ,,2014
graphene_2d_materials::https://openalex.org/W2010211434,1990,On some properties of COPNA resin,graphene_2d_materials,Resin / Properties Copna,100381,0,,W2010211434,10.4325/seikeikakou.2.511,0,Tribology and Wear Analysis,381,Resin / Properties Copna,,2014
graphene_2d_materials::https://openalex.org/W2094403173,1990,Development of seismic support snubber using solid lubricant.,graphene_2d_materials,Lubricant / Snubber,100386,0,,W2094403173,10.1299/jsmec1988.33.371,0,Tribology and Wear Analysis,386,Lubricant / Snubber,,2014
graphene_2d_materials::https://openalex.org/W1650065790,1990,Plasma-assisted physical vapor deposition surface treatments for tribological control,graphene_2d_materials,Deposition / Vapor Deposition,100387,0,,W1650065790,,0,Metal and Thin Film Mechanics,387,Deposition / Vapor Deposition,,2014
graphene_2d_materials::https://openalex.org/W4236292450,1990,News,graphene_2d_materials,Metallurgy / Deposition,100388,0,,W4236292450,10.1016/0301-679x(90)90073-x,0,Polymer Science and Applications,388,Metallurgy / Deposition,,2014
graphene_2d_materials::https://openalex.org/W2258276773,1990,Optimised Bonded Solid Lubricant Technology,graphene_2d_materials,Lubricant / Solid Lubricant,100402,0,,W2258276773,,0,Tribology and Wear Analysis,402,Lubricant / Solid Lubricant,,2014
graphene_2d_materials::https://openalex.org/W2040274091,1990,Measurement of work function using an electron gun in the retarding field regime,graphene_2d_materials,Electron / Chemistry,100408,0,,W2040274091,10.1016/0040-6090(90)90157-9,0,Electron and X-Ray Spectroscopy Techniques,408,Electron / Chemistry,,2014
graphene_2d_materials::https://openalex.org/W28090610,1990,W-VI-3 上部消化管手術後感染予防( 第36回日本消化器外科学会総会),graphene_2d_materials,W-Vi-3 / W-Vi-3 Graphene,100418,0,,W28090610,10.1039/c6nr05902c,0,Graphene research and applications,418,W-Vi-3 / W-Vi-3 Graphene,,2014
graphene_2d_materials::https://openalex.org/W2616282929,1990,Untitled,graphene_2d_materials,Composite / Composites,100420,0,,W2616282929,10.1016/s0026-0657(10)80233-4,0,Advanced ceramic materials synthesis,420,Composite / Composites,,2014
graphene_2d_materials::https://openalex.org/W2912889376,1990,Scattering between composite particles composed of fermions in the one-dimensional delta-force model,graphene_2d_materials,Scattering / Scattering Composite,100423,0,,W2912889376,10.1016/0003-4916(90)90208-6,0,Graphene research and applications,423,Scattering / Scattering Composite,,2014
graphene_2d_materials::https://openalex.org/W26516830,1990,B-32 超微小硬度計を用いた歯質の硬さについて,graphene_2d_materials,Research Applications / Research,100428,0,,W26516830,10.3390/molecules201019540,0,Graphene research and applications,428,Research Applications / Research,,2014
graphene_2d_materials::https://openalex.org/W2034539733,1990,Micronutrient workshop: Summary of discussions,graphene_2d_materials,Workshop Summary / Workshop,100440,0,,W2034539733,10.1016/0378-1127(90)90056-h,0,Ammonia Synthesis and Nitrogen Reduction,440,Workshop Summary / Workshop,,2014
graphene_2d_materials::https://openalex.org/W23859629,1990,ステ-ジで競い合う雄たち--レック繁殖の進化,graphene_2d_materials,Graphene / Applications,100446,0,,W23859629,10.1021/nn402599x,0,Graphene and Nanomaterials Applications,446,Graphene / Applications,,2014
graphene_2d_materials::https://openalex.org/W2019833608,1990,Anencephalic infants as organ donors. Legal and ethical perspectives,graphene_2d_materials,Perspectives / Organ Donors,100449,0,,W2019833608,10.1016/0168-8510(90)90139-5,0,Advanced biosensing and bioanalysis techniques,449,Perspectives / Organ Donors,,2014
graphene_2d_materials::https://openalex.org/W4243376506,1990,Comments on current publications,graphene_2d_materials,Comments / Current Publications,100450,0,,W4243376506,10.1016/0278-2316(90)90029-f,0,Machine Learning in Materials Science,450,Comments / Current Publications,,2014
graphene_2d_materials::https://openalex.org/W27782254,1990,Robotic inspection of reactor internals and fuel transfer channel,graphene_2d_materials,Inspection / Channel,100454,0,,W27782254,10.1039/c6cp05569a,0,Power Line Inspection Robots,454,Inspection / Channel,,2014
graphene_2d_materials::https://openalex.org/W21715782,1990,"Nómina de las pardinas, partidas y casas de Agüero",graphene_2d_materials,Partidas / Partidas Casas,100456,0,,W21715782,10.1088/0953-8984/21/34/344207,0,Archaeological and Historical Studies,456,Partidas / Partidas Casas,,2014
graphene_2d_materials::https://openalex.org/W26703780,1990,Niet bij techniek alleen,graphene_2d_materials,Techniek Alleen / Techniek,100460,0,,W26703780,10.1021/acsami.5b11597,0,Clinical practice guidelines implementation,460,Techniek Alleen / Techniek,,2014
graphene_2d_materials::https://openalex.org/W1973742777,1991,Rapid solid-state synthesis of materials from molybdenum disulphide to refractories,graphene_2d_materials,Chemistry / Sub,100007,0,,W1973742777,10.1038/349510a0,242,Catalysis and Hydrodesulfurization Studies,478,Chemistry / Sub,Chemistry / Sub,2014
graphene_2d_materials::https://openalex.org/W2145790619,1991,EXAFS determination of the structure of cobalt in carbon-supported cobalt and cobalt-molybdenum sulfide hydrodesulfurization catalysts,graphene_2d_materials,Chemistry / Catalysis,100001,0,,W2145790619,10.1021/j100154a028,206,Catalytic Processes in Materials Science,787,Chemistry / Catalysis,Chemistry / Catalysis,2014
graphene_2d_materials::https://openalex.org/W37049345,1991,BREAKING DOWN THE BARRIERS,graphene_2d_materials,Barriers / Breaking,100011,0,,W37049345,10.3390/nano13071252,164,Civil and Structural Engineering Research,11,Barriers / Breaking,,2014
graphene_2d_materials::https://openalex.org/W2036889144,1991,Mixed alcohol synthesis from carbon monoxide and dihydrogen over potassium-promoted molybdenum carbide catalysts,graphene_2d_materials,Chemistry / Catalysis,100001,0,,W2036889144,10.1016/s0166-9834(00)83136-x,162,Catalysis and Hydrodesulfurization Studies,787,Chemistry / Catalysis,Chemistry / Catalysis,2014
