id,short_id,doi,title,year,domain,primary_field,display_community,display_topic_id,display_topic_label,is_landmark,document_type,cited_by_count,reference_count
https://openalex.org/W4205688077,W4205688077,10.1002/adts.202100391,Martini 3 Coarse‐Grained Force Field: Small Molecules,2021,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,201,62
https://openalex.org/W1968417896,W1968417896,10.1063/1.473151,A quantum model for water: Equilibrium and dynamical properties,1997,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,201,52
https://openalex.org/W2007464721,W2007464721,10.1016/0166-1280(91)89026-w,Theoretical chemistry in solution. Some results and perspectives of the continuum methods and in particular of the polarizable continuum model,1991,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,201,85
https://openalex.org/W2073980337,W2073980337,10.1063/1.452003,Quantum simulation study of the hydrated electron,1987,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,201,66
https://openalex.org/W2103409342,W2103409342,10.1063/1.464797,Observation of the one-exciton to two-exciton transition in a <i>J</i> aggregate,1993,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,201,9
https://openalex.org/W2470657253,W2470657253,10.1021/j150667a004,Energy Redistribution In Isolated Molecules and the Question of Mode-Selective Laser Chemistry Revisited,1984,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,201,20
https://openalex.org/W4250605654,W4250605654,10.1016/0167-2584(87)90016-8,Novel aspects of mid and far IR fourier spectroscopy applied to surface and adsorption studies on SiO2,1987,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,201,0
https://openalex.org/W2162246191,W2162246191,10.1063/1.464099,Nonlinear counterion screening in colloidal suspensions,1993,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,201,33
https://openalex.org/W2004127468,W2004127468,10.1021/jp9803539,Graph Theoretical Generation and Analysis of Hydrogen-Bonded Structures with Applications to the Neutral and Protonated Water Cube and Dodecahedral Clusters,1998,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,200,78
https://openalex.org/W2009750676,W2009750676,10.1021/jp806376e,Importance of van der Waals Interactions in Liquid Water,2009,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,200,49
https://openalex.org/W2039808319,W2039808319,10.1126/science.1187707,Large Angular Jump Mechanism Observed for Hydrogen Bond Exchange in Aqueous Perchlorate Solution,2010,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,200,25
https://openalex.org/W2045132777,W2045132777,10.1021/ja00083a003,Induced freezing of supercooled water into ice by self-assembled crystalline monolayers of amphiphilic alcohols at the air-water interface,1994,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,200,0
https://openalex.org/W2110605410,W2110605410,10.1016/j.cplett.2009.07.053,Enhanced quantum entanglement in the non-Markovian dynamics of biomolecular excitons,2009,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,200,31
https://openalex.org/W2114609466,W2114609466,10.1021/ar030230t,Vibrational Energy Flow and Chemical Reactions,2004,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,200,83
https://openalex.org/W2327104503,W2327104503,10.1021/ac504348h,Implementation and Evaluation of Data Analysis Strategies for Time-Resolved Optical Spectroscopy,2015,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,200,45
https://openalex.org/W2409185211,W2409185211,10.1021/acs.chemrev.5b00672,X-ray and Electron Spectroscopy of Water,2016,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,review,200,168
https://openalex.org/W2469187505,W2469187505,10.1038/ncomms12164,Atomically resolved three-dimensional structures of electrolyte aqueous solutions near a solid surface,2016,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,200,47
https://openalex.org/W1987130054,W1987130054,10.1063/1.452002,An electron–water pseudopotential for condensed phase simulation,1987,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,200,46
https://openalex.org/W2044111193,W2044111193,10.1103/physrevlett.65.211,Temperature-dependent superradiant decay of excitons in small aggregates,1990,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,200,14
https://openalex.org/W2056965536,W2056965536,10.1016/s0006-3495(98)77964-0,Electron Transfer and Protein Dynamics in the Photosynthetic Reaction Center,1998,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,200,104
https://openalex.org/W2090982748,W2090982748,10.1063/1.1336807,Isotope-edited two-dimensional vibrational spectroscopy of trialanine in aqueous solution,2001,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,200,34
https://openalex.org/W26207024,W26207024,10.1023/a:1008302110884,Improved dilute bicelle solutions for high-resolution NMR of biological macromolecules,1998,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,200,13
https://openalex.org/W1980996086,W1980996086,10.1063/1.456520,Femtosecond resolved solvation dynamics in polar solvents,1989,spectroscopy_and_quantum_chemical_studies,Physical and Theoretical Chemistry,44025133,https://openalex.org/T11129,Photochemistry and Electron Transfer Studies,0,article,200,55
https://openalex.org/W1978669068,W1978669068,10.1021/jp200745r,Development and Validation of Transferable Amide I Vibrational Frequency Maps for Peptides,2011,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,199,6
https://openalex.org/W1979317008,W1979317008,10.1021/ja063184b,Spectroscopic Studies of Solvated Hydrogen and Hydroxide Ions at Aqueous Surfaces,2006,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,199,39
https://openalex.org/W1998366223,W1998366223,10.1103/physrevb.45.11372,Energy versus free-energy conservation in first-principles molecular dynamics,1992,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,199,13
https://openalex.org/W2002162541,W2002162541,10.1016/s0092-8240(03)00059-4,Michaelis–Menten kinetics at high enzyme concentrations,2003,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,199,17
https://openalex.org/W2022651100,W2022651100,10.1063/1.478544,Molecular association between water and dimethyl sulfoxide in solution: A molecular dynamics simulation study,1999,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,199,36
https://openalex.org/W2034596911,W2034596911,10.1063/1.3575582,Time-dependent approaches for the calculation of intersystem crossing rates,2011,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,199,63
https://openalex.org/W2035473765,W2035473765,10.1063/1.1580808,Molecular dynamics simulation study of N-methylacetamide in water. II. Two-dimensional infrared pump–probe spectra,2003,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,199,38
https://openalex.org/W2041581416,W2041581416,10.1063/1.2981179,Heterodyne-detected electronic sum frequency generation: “Up” versus “down” alignment of interfacial molecules,2008,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,199,23
https://openalex.org/W2046463507,W2046463507,10.1021/j100176a016,Fluorescence studies of solvation and solvation dynamics in ionic solutions,1991,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,199,0
https://openalex.org/W2065182712,W2065182712,10.1021/ja800589p,Nonadiabatic Deactivation of 9<i>H</i>-Adenine: A Comprehensive Picture Based on Mixed Quantum−Classical Dynamics,2008,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,199,55
https://openalex.org/W2115148914,W2115148914,10.1073/pnas.0701762104,Energy transport in peptide helices,2007,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,199,43
https://openalex.org/W2323237886,W2323237886,10.1021/ct200329e,Structural and Vibrational Properties of Liquid Water from van der Waals Density Functionals,2011,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,199,52
https://openalex.org/W2341303730,W2341303730,10.1146/annurev-physchem-040215-112215,Reaction Coordinates and Mechanistic Hypothesis Tests,2016,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,199,113
https://openalex.org/W2470435878,W2470435878,10.1021/acs.chemrev.6b00363,Water—The Most Anomalous Liquid,2016,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,review,199,23
https://openalex.org/W1606229202,W1606229202,10.1017/cbo9780511721687,Bose-Einstein Condensation of Excitons and Biexcitons: And Coherent Nonlinear Optics with Excitons,2000,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,book,199,0
https://openalex.org/W2023404170,W2023404170,10.1063/1.446593,Connectivity of hydrogen bonds in liquid water,1984,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,199,30
https://openalex.org/W2030162988,W2030162988,10.1063/1.462993,Dynamical disorder: Passage through a fluctuating bottleneck,1992,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,199,4
https://openalex.org/W2035586362,W2035586362,10.1021/j100106a002,Dynamics of nonthermal reactions: femtosecond surface chemistry,1993,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,199,0
https://openalex.org/W2062785845,W2062785845,10.1021/j100256a007,Resonance enhancement in the ultraviolet Raman spectra of aromatic amino acids,1985,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,199,0
https://openalex.org/W2136215776,W2136215776,10.1016/s0009-2614(98)00590-9,Semiclassical influence functionals for quantum systems in anharmonic environments,1998,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,199,11
https://openalex.org/W1965639359,W1965639359,10.1021/jp035255o,Dielectric Relaxation Processes in Ethanol/Water Mixtures,2004,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,198,74
https://openalex.org/W1973869488,W1973869488,10.1103/physrevlett.96.138305,Ultrafast Vibrational and Structural Dynamics of the Proton in Liquid Water,2006,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,198,33
https://openalex.org/W1977220595,W1977220595,10.1103/physreva.53.3409,Anomalous diffusion and Lévy walks in optical lattices,1996,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,198,31
https://openalex.org/W1987625718,W1987625718,10.1063/1.1620501,"Zwitterion formation in hydrated amino acid, dipole bound anions: How many water molecules are required?",2003,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,198,43
https://openalex.org/W1999184503,W1999184503,10.1021/jp306847t,Self-Diffusion and Viscosity in Electrolyte Solutions,2012,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,198,40
https://openalex.org/W2029566083,W2029566083,10.1103/physreve.55.300,"Floquet-Markovian description of the parametrically driven, dissipative harmonic quantum oscillator",1997,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,198,37
https://openalex.org/W2040787902,W2040787902,10.1007/bf01566663,Three-dimensional Gross-Neveu model at nonzero temperature and in the presence of an external electromagnetic field,1992,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,198,16
https://openalex.org/W2086052136,W2086052136,10.1364/ao.27.003341,Refractive index of solutions at high concentrations,1988,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,198,5
https://openalex.org/W2096588826,W2096588826,10.1103/physreve.76.031203,Connection of translational and rotational dynamical heterogeneities with the breakdown of the Stokes-Einstein and Stokes-Einstein-Debye relations in water,2007,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,198,103
https://openalex.org/W2204638111,W2204638111,10.1063/1.4938012,Interference between Coulombic and CT-mediated couplings in molecular aggregates: H- to J-aggregate transformation in perylene-based π-stacks,2015,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,198,76
https://openalex.org/W2239301903,W2239301903,10.1021/acs.chemrev.5b00012,Light-Driven and Phonon-Assisted Dynamics in Organic and Semiconductor Nanostructures,2015,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,review,198,536
https://openalex.org/W1978712371,W1978712371,10.1016/0167-7977(88)90009-3,Elastic constants and statistical ensembles in molecular dynamics,1988,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,198,72
https://openalex.org/W1982616395,W1982616395,10.1021/j100386a002,Are lattice models valid for fluids with hydrogen bonds?,1990,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,198,0
https://openalex.org/W2003899758,W2003899758,10.1021/j100195a053,Line tension between liquid domains in lipid monolayers,1992,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,198,0
https://openalex.org/W2004853355,W2004853355,10.1021/jp0100093,Heterodyned Two-Dimensional Infrared Spectroscopy of Solvent-Dependent Conformations of Acetylproline-NH<sub>2</sub>,2001,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,198,54
https://openalex.org/W2054572177,W2054572177,10.1021/ja00186a030,Spectroscopic characterization of porphyrin monolayer assemblies,1989,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,198,0
https://openalex.org/W2338340524,W2338340524,10.1021/ja00529a009,Spin conversion processes in solutions,1980,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,198,3
https://openalex.org/W1979274186,W1979274186,10.1103/physrevb.53.2026,Coherent dynamics of radiatively coupled quantum-well excitons,1996,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,198,12
https://openalex.org/W1968107771,W1968107771,10.1021/j100334a005,Double-layer ion correlation forces restrict calcium-clay swelling,1988,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,197,0
https://openalex.org/W1981537062,W1981537062,10.1063/1.2996349,Multimode quantum dynamics using Gaussian wavepackets: The Gaussian-based multiconfiguration time-dependent Hartree (G-MCTDH) method applied to the absorption spectrum of pyrazine,2008,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,197,45
https://openalex.org/W1996188482,W1996188482,10.1021/ja100508n,Vibrational Sum-Frequency Generation Spectroscopy at the Water/Lipid Interface: Molecular Dynamics Simulation Study,2010,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,197,77
https://openalex.org/W2049831150,W2049831150,10.1021/jp031281a,Lipid Bilayers Driven to a Wrong Lane in Molecular Dynamics Simulations by Subtle Changes in Long-Range Electrostatic Interactions,2004,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,197,47
https://openalex.org/W2076322357,W2076322357,10.1063/1.449465,Bottlenecks to intramolecular energy transfer and the calculation of relaxation rates,1985,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,197,57
https://openalex.org/W2092758119,W2092758119,10.1063/1.2844787,Nitrile and thiocyanate IR probes: Quantum chemistry calculation studies and multivariate least-square fitting analysis,2008,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,197,62
https://openalex.org/W2167793260,W2167793260,10.1021/ar7002732,Integration or Segregation: How Do Molecules Behave at Oil/Water Interfaces?,2008,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,197,36
https://openalex.org/W2317553945,W2317553945,10.1021/ja412952y,Counterion Effect on Interfacial Water at Charged Interfaces and Its Relevance to the Hofmeister Series,2014,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,197,30
https://openalex.org/W2335208284,W2335208284,10.1021/jp405683s,Reversal of the Hofmeister Series: Specific Ion Effects on Peptides,2013,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,197,43
https://openalex.org/W2618538917,W2618538917,10.1021/acscentsci.7b00100,DNA’s Chiral Spine of Hydration,2017,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,197,48
https://openalex.org/W2058174854,W2058174854,10.1021/jp013203y,Ab Initio Calculation of Amide Carbonyl Stretch Vibrational Frequencies in Solution with Modified Basis Sets. 1. <i>N</i>-Methyl Acetamide,2001,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,197,42
https://openalex.org/W2077263110,W2077263110,10.1007/s002140050248,A systematic ab initio study of the water dimer in hierarchies of basis sets and correlation models,1997,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,197,2
https://openalex.org/W2156972096,W2156972096,10.1073/pnas.201169498,Subpicosecond conformational dynamics of small peptides probed by two-dimensional vibrational spectroscopy,2001,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,197,30
https://openalex.org/W1967225771,W1967225771,10.1021/ar800187p,On the Performance of Continuum Solvation Methods. A Comment on “Universal Approaches to Solvation Modeling”,2009,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,196,17
https://openalex.org/W1981314098,W1981314098,10.1016/j.cplett.2013.03.065,Local statistical interpretation for water structure,2013,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,196,48
https://openalex.org/W2013700935,W2013700935,10.1063/1.2193159,The fragile-to-strong dynamic crossover transition in confined water: nuclear magnetic resonance results,2006,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,196,26
https://openalex.org/W2015331254,W2015331254,10.1021/ct100030j,"Benchmark of Electronically Excited States for Semiempirical Methods: MNDO, AM1, PM3, OM1, OM2, OM3, INDO/S, and INDO/S2",2010,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,196,57
https://openalex.org/W1979749939,W1979749939,10.1246/bcsj.68.696,Effects of the Solvent Dynamics and Vibrational Motions in Electron Transfer,1995,spectroscopy_and_quantum_chemical_studies,Physical and Theoretical Chemistry,44025133,https://openalex.org/T11129,Photochemistry and Electron Transfer Studies,0,article,193,83
https://openalex.org/W2084148844,W2084148844,10.1063/1.455634,"Electronic dephasing, vibrational relaxation, and solvent friction in molecular nonlinear optical line shapes",1988,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,189,85
https://openalex.org/W2002164208,W2002164208,10.1021/ar00177a005,Dynamical solvent effects on electron-transfer processes: recent progress and perspectives,1990,spectroscopy_and_quantum_chemical_studies,Physical and Theoretical Chemistry,44025133,https://openalex.org/T11129,Photochemistry and Electron Transfer Studies,0,article,188,90
https://openalex.org/W2016293814,W2016293814,10.1016/0301-0104(90)80131-g,A photodynamical model for the excited state electron transfer of bianthryl and related molecules,1990,spectroscopy_and_quantum_chemical_studies,Physical and Theoretical Chemistry,44025133,https://openalex.org/T11129,Photochemistry and Electron Transfer Studies,0,article,186,62
https://openalex.org/W2060696308,W2060696308,10.1063/1.459094,"Dynamics on potential energy surfaces with a conical intersection: Adiabatic, intermediate, and diabatic behavior",1990,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,175,37
https://openalex.org/W1995943807,W1995943807,10.1063/1.468153,A nonequilibrium golden rule formula for electronic state populations in nonadiabatically coupled systems,1994,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,168,43
https://openalex.org/W2095209838,W2095209838,10.1063/1.453434,Outer sphere electron transfer in polar solvents. Activationless and inverted regimes,1987,spectroscopy_and_quantum_chemical_studies,Physical and Theoretical Chemistry,44025133,https://openalex.org/T11129,Photochemistry and Electron Transfer Studies,0,article,167,24
https://openalex.org/W1996904108,W1996904108,10.1039/dc9919100207,Femtosecond transition-state dynamics,1991,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,164,98
https://openalex.org/W2074304243,W2074304243,10.1063/1.456377,A quantum mechanical study of predissociation dynamics of NaI excited by a femtosecond laser pulse,1989,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",51650927,https://openalex.org/T10566,Laser-Matter Interactions and Applications,0,article,164,18
https://openalex.org/W2070970172,W2070970172,10.1063/1.459665,Equilibrium and nonequilibrium solvation and solute electronic structure. I. Formulation,1990,spectroscopy_and_quantum_chemical_studies,Physical and Theoretical Chemistry,44025133,https://openalex.org/T11129,Photochemistry and Electron Transfer Studies,0,article,163,135
https://openalex.org/W2094714838,W2094714838,10.1016/0009-2614(90)87134-d,Femtosecond temporal spectroscopy and direct inversion to the potential: Application to iodine,1990,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",51650927,https://openalex.org/T10566,Laser-Matter Interactions and Applications,0,article,160,63
https://openalex.org/W2094580858,W2094580858,10.1063/1.458116,Evolution of molecular dissociation through an electronic curve crossing: Polarized emission spectroscopy of CH3I at 266 nm,1990,spectroscopy_and_quantum_chemical_studies,Spectroscopy,7875791,https://openalex.org/T11111,Spectroscopy and Laser Applications,0,article,159,61
https://openalex.org/W2411571038,W2411571038,10.1021/acs.jpca.5b05948,Principles and Applications of Broadband Impulsive Vibrational Spectroscopy,2015,spectroscopy_and_quantum_chemical_studies,"Atomic and Molecular Physics, and Optics",47168628,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies,0,article,149,68
