id,year,title,domain,primary_field,display_community,is_landmark,anchor_label,short_id,doi,cited_by_count,primary_topic,community_label
https://openalex.org/W36440445,1993,Explainable expert systems: A research program in information processing,graphene_2d_materials,Multi-Agent Systems and Negotiation,574,0,,W36440445,10.3389/fbioe.2022.987195,1,Multi-Agent Systems and Negotiation,Multi-Agent Systems and Negotiation
https://openalex.org/W39463475,1993,"Cisalhamento dúctil, dobras com eixo paralelo à lineaçao de estiramento e a estrutura da faixa Araçuaí (MG)",graphene_2d_materials,Geography and Environmental Studies,353,0,,W39463475,10.1039/d4ra05790b,2,Geography and Environmental Studies,Geography and Environmental Studies
https://openalex.org/W35457819,1994,La carta partida como forma de validación,graphene_2d_materials,Administrative Law and Governance,15,0,,W35457819,10.3390/mi13040512,2,Administrative Law and Governance,Administrative Law and Governance
https://openalex.org/W36677992,1993,A muller no Novo Catecismo,graphene_2d_materials,Medieval Iberian Studies,534,0,,W36677992,10.3390/nano13020237,0,Medieval Iberian Studies,Medieval Iberian Studies
https://openalex.org/W37446482,1993,Distance formulas of asymptotic Toeplitz and Hankel operators,graphene_2d_materials,Spectral Theory in Mathematical Physics,779,0,,W37446482,10.3390/nano13131966,0,Spectral Theory in Mathematical Physics,Spectral Theory in Mathematical Physics
https://openalex.org/W35966612,1992,"Degree Equations for p-blocks of Finite Group, II",graphene_2d_materials,Topology Optimization in Engineering,820,0,,W35966612,10.1007/s42765-022-00179-y,1,Topology Optimization in Engineering,Topology Optimization in Engineering
https://openalex.org/W35916145,1993,Teaching Tips for Learning Centers: Welcoming Parents into the Classroom.,graphene_2d_materials,Parental Involvement in Education,641,0,,W35916145,10.1002/adhm.202201583,1,Parental Involvement in Education,Parental Involvement in Education
https://openalex.org/W1645149865,1993,Fracture simulations via massively parallel molecular dynamics,graphene_2d_materials,Enzyme Structure and Function,301,0,,W1645149865,,1,Enzyme Structure and Function,Enzyme Structure and Function
https://openalex.org/W32708083,1992,An evolution strategy for lunar nuclear surface power,graphene_2d_materials,Advanced Thermodynamic Systems and Engines,50,0,,W32708083,10.3390/mi11070703,1,Advanced Thermodynamic Systems and Engines,Advanced Thermodynamic Systems and Engines
https://openalex.org/W34947638,1993,Environmental Scanning in Educational Planning: Establishing a Strategic Trend Information System.,graphene_2d_materials,Competitive and Knowledge Intelligence,188,0,,W34947638,10.3390/nano11123289,3,Competitive and Knowledge Intelligence,Competitive and Knowledge Intelligence
https://openalex.org/W28936274,1993,"Imitation, cultural learning, and theory of mind",graphene_2d_materials,"Language, Metaphor, and Cognition",467,0,,W28936274,10.1063/1.4991504,1,"Language, Metaphor, and Cognition","Language, Metaphor, and Cognition"
https://openalex.org/W37145354,1991,A hierarchical design procedure for solids processes,graphene_2d_materials,Manufacturing Process and Optimization,510,0,,W37145354,10.1007/s11356-023-27170-3,1,Manufacturing Process and Optimization,Manufacturing Process and Optimization
https://openalex.org/W37447621,1994,Educación intercultural en la escuela,graphene_2d_materials,Immigration and Intercultural Education,423,0,,W37447621,10.3390/polym15132976,2,Immigration and Intercultural Education,Immigration and Intercultural Education
https://openalex.org/W2313922225,1993,Electrical Conduction Model for Disordered Carbons,graphene_2d_materials,Carbon Nanotubes in Composites,144,0,,W2313922225,10.7209/tanso.1993.82,1,Carbon Nanotubes in Composites,Carbon Nanotubes in Composites
https://openalex.org/W30486331,1992,The Advertising Council Teen Alcoholism Campaign: Research and Strategy,graphene_2d_materials,Impact of Technology on Adolescents,425,0,,W30486331,10.3390/nano8120978,1,Impact of Technology on Adolescents,Impact of Technology on Adolescents
https://openalex.org/W36133976,1994,On the nature and role of mathematical intuition,graphene_2d_materials,"Computability, Logic, AI Algorithms",191,0,,W36133976,10.1039/c9na00633h,3,"Computability, Logic, AI Algorithms","Computability, Logic, AI Algorithms"
https://openalex.org/W38652751,1990,Failure behavior of generic metallic and composite aircraft structural components under crash loads,graphene_2d_materials,Cellular and Composite Structures,155,0,,W38652751,10.1073/pnas.2320844121,8,Cellular and Composite Structures,Cellular and Composite Structures
https://openalex.org/W33230875,1991,Las escaleras post-medievales: Alonso de Covarrubias y la escalera imperial,graphene_2d_materials,Historical Art and Architecture Studies,397,0,,W33230875,10.1002/adma.202005448,1,Historical Art and Architecture Studies,Historical Art and Architecture Studies
https://openalex.org/W24379422,1994,Police Co-operation across National Boundaries,graphene_2d_materials,Policing Practices and Perceptions,674,0,,W24379422,10.1098/rsta.2012.0030,1,Policing Practices and Perceptions,Policing Practices and Perceptions
https://openalex.org/W36132038,1993,"Holocene stream aggradation and degradation, Pajarito Plateau, northern New Mexico",graphene_2d_materials,Archaeology and Natural History,99,0,,W36132038,10.1039/d0na00372g,0,Archaeology and Natural History,Archaeology and Natural History
https://openalex.org/W37722396,1994,A Fundamentalist's Defense of OBE.,graphene_2d_materials,Education and Islamic Studies,261,0,,W37722396,10.1088/1748-605x/acfada,7,Education and Islamic Studies,Education and Islamic Studies
https://openalex.org/W1532041135,1990,Hydrocarbon-fuel/combustion-chamber-liner materials compatibility,graphene_2d_materials,Rocket and propulsion systems research,738,0,,W1532041135,,1,Rocket and propulsion systems research,Rocket and propulsion systems research
https://openalex.org/W186555880,1991,"Undiscovered locatable mineral resources of the Tongass National Forest and adjacent lands, southeastern Alaska",graphene_2d_materials,Indigenous Studies and Ecology,427,0,,W186555880,10.3133/ofr9110,8,Indigenous Studies and Ecology,Indigenous Studies and Ecology
https://openalex.org/W1569482618,1991,Towards the computation of properties of injection moulded products : flow- and thermally induced stresses in amorphous thermoplastics,graphene_2d_materials,Injection Molding Process and Properties,432,0,,W1569482618,10.6100/ir355198,23,Injection Molding Process and Properties,Injection Molding Process and Properties
https://openalex.org/W34537269,1990,Laurum waar lig je? : Romeins Woerden nader bekeken,graphene_2d_materials,Reformation and Early Modern Christianity,721,0,,W34537269,10.1016/j.ijpharm.2021.121105,1,Reformation and Early Modern Christianity,Reformation and Early Modern Christianity
https://openalex.org/W117734251,1991,The effects of neutron irradiation on the structure of carbon-carbon composites,graphene_2d_materials,Advanced ceramic materials synthesis,57,0,,W117734251,,1,Advanced ceramic materials synthesis,Advanced ceramic materials synthesis
https://openalex.org/W33034492,1991,"Excited state absorption measurements of Sm sup 2+ in CaF sub 2 , SrF sub 2 , and SrCl sub 2",graphene_2d_materials,Luminescence Properties of Advanced Materials,496,0,,W33034492,10.1103/physrevlett.125.136802,0,Luminescence Properties of Advanced Materials,Luminescence Properties of Advanced Materials
https://openalex.org/W33135371,1993,New Aladdins for old,graphene_2d_materials,"Folklore, Mythology, and Literature Studies",323,0,,W33135371,10.1002/smll.202004795,1,"Folklore, Mythology, and Literature Studies","Folklore, Mythology, and Literature Studies"
https://openalex.org/W36363597,1990,Interval arithmetic tools and the precise scalar product in numerical analysis,graphene_2d_materials,Numerical Methods and Algorithms,609,0,,W36363597,10.3390/membranes12111041,1,Numerical Methods and Algorithms,Numerical Methods and Algorithms
https://openalex.org/W2599859146,1994,Interfacial effects on the thermal and mechanical properties of graphite/copper composites,graphene_2d_materials,Aluminum Alloys Composites Properties,78,0,,W2599859146,,4,Aluminum Alloys Composites Properties,Aluminum Alloys Composites Properties
https://openalex.org/W2475198405,1991,Microscopy of Mixed Surfaces on Layered Semiconductors,graphene_2d_materials,2D Materials and Applications,0,0,,W2475198405,,0,2D Materials and Applications,2D Materials and Applications
https://openalex.org/W2607029393,1991,Preparation of gold(111) and dichalcogenide AFM/STM substrates and underpotential deposition studies of lead on silver(111),graphene_2d_materials,Molecular Junctions and Nanostructures,572,0,,W2607029393,,0,Molecular Junctions and Nanostructures,Molecular Junctions and Nanostructures
https://openalex.org/W2065885735,1992,The <sup>111m</sup>Cd Nuclear Quadrupole Interaction in CdCl<sub>2</sub> and its Monohydrate,graphene_2d_materials,Chemical and Physical Properties in Aqueous Solutions,160,0,,W2065885735,10.1515/zna-1992-1-216,0,Chemical and Physical Properties in Aqueous Solutions,Chemical and Physical Properties in Aqueous Solutions
https://openalex.org/W2321686591,1991,Tritium adsorption on the materials for the turbomolecular pump with active magnetic bearing.,graphene_2d_materials,Particle accelerators and beam dynamics,643,0,,W2321686591,10.3131/jvsj.34.158,0,Particle accelerators and beam dynamics,Particle accelerators and beam dynamics
https://openalex.org/W39648203,1994,Languages and the Computer: Opportunities to Develop IT skills,graphene_2d_materials,Open Education and E-Learning,616,0,,W39648203,10.1038/s41377-024-01695-9,0,Open Education and E-Learning,Open Education and E-Learning
https://openalex.org/W2313844561,1991,Lattice dynamics and Raman scattering in intercalated transition-metal chalcogenides.,graphene_2d_materials,Solid-state spectroscopy and crystallography,770,0,,W2313844561,10.5111/bunkou.40.3,0,Solid-state spectroscopy and crystallography,Solid-state spectroscopy and crystallography
https://openalex.org/W2313269105,1992,Atomic Size Fabrication Using a Scanning Tunneling Microscope.,graphene_2d_materials,Surface and Thin Film Phenomena,796,0,,W2313269105,10.3131/jvsj.35.528,0,Surface and Thin Film Phenomena,Surface and Thin Film Phenomena
https://openalex.org/W1984788955,1993,Coal Liquefaction Project in Russia.,graphene_2d_materials,Coal and Coke Industries Research,177,0,,W1984788955,10.3775/jie.72.1190,0,Coal and Coke Industries Research,Coal and Coke Industries Research
https://openalex.org/W1991380513,1994,Solid film lubricants and thermal control coatings flown aboard the EOIM-3 MDA sub-experiment,graphene_2d_materials,Hydrogen embrittlement and corrosion behaviors in metals,418,0,,W1991380513,10.2514/6.1994-473,0,Hydrogen embrittlement and corrosion behaviors in metals,Hydrogen embrittlement and corrosion behaviors in metals
https://openalex.org/W2325630647,1994,Frontier of Nanometer Devices. Trends in Nanostructure Fabrication Technology.,graphene_2d_materials,Nanowire Synthesis and Applications,589,0,,W2325630647,10.1541/ieejjournal.114.361,0,Nanowire Synthesis and Applications,Nanowire Synthesis and Applications
https://openalex.org/W11486406,1994,Reflexiones en torno a un modelo simplificado deContabilidad Pública Local,graphene_2d_materials,Social Sciences and Policies,762,0,,W11486406,10.1107/s0909049501005234,0,Social Sciences and Policies,Social Sciences and Policies
https://openalex.org/W112038504,1992,Surface modification of tribological components in transportation,graphene_2d_materials,Metal and Thin Film Mechanics,547,0,,W112038504,,0,Metal and Thin Film Mechanics,Metal and Thin Film Mechanics
https://openalex.org/W1651696252,1993,New results from FRECOPA analysis,graphene_2d_materials,Spacecraft Design and Technology,772,0,,W1651696252,,0,Spacecraft Design and Technology,Spacecraft Design and Technology
https://openalex.org/W2329340379,1992,Ultrahigh Vacuum Testing System made of Aluminum Alloy.,graphene_2d_materials,Advanced Sensor Technologies Research,46,0,,W2329340379,10.3131/jvsj.35.147,0,Advanced Sensor Technologies Research,Advanced Sensor Technologies Research
https://openalex.org/W37368311,1991,El acceso a Planes Generales y expedientes de obras en los archivos municipales,graphene_2d_materials,Administrative Law and Governance,15,0,,W37368311,10.3390/nano13121877,0,Administrative Law and Governance,Administrative Law and Governance
https://openalex.org/W2509315183,1992,Special Issues/In Situ Surface Analytical Techniques and Their Applications to Surface Finishing Technology. STM/AFM Imagings of Organic Ultrathin Films.,graphene_2d_materials,Force Microscopy Techniques and Applications,328,0,,W2509315183,10.4139/sfj.43.388,0,Force Microscopy Techniques and Applications,Force Microscopy Techniques and Applications
https://openalex.org/W39505895,1991,UNITCENTRE PLANS CONTAINER TERMINAL ON THE MAASVLAKTE.,graphene_2d_materials,Regional Socio-Economic Development Trends,723,0,,W39505895,10.1038/s41598-024-75614-8,0,Regional Socio-Economic Development Trends,Regional Socio-Economic Development Trends
https://openalex.org/W1648346068,1992,Breaking-in Mechanism of the Sliding Surface in a Hermetic Rotary Compressor Employing an Ion-Nitrided Crankshaft,graphene_2d_materials,Tribology and Lubrication Engineering,827,0,,W1648346068,,0,Tribology and Lubrication Engineering,Tribology and Lubrication Engineering
https://openalex.org/W2512066172,1991,"CLEO'91/QELS'91 REPORT IV. Laser Processing, Medical and Biological Applications.",graphene_2d_materials,Laser Design and Applications,468,0,,W2512066172,10.2184/lsj.19.7_716,0,Laser Design and Applications,Laser Design and Applications
https://openalex.org/W410932710,1992,Approach to Surface Analyses (II),graphene_2d_materials,Electron and X-Ray Spectroscopy Techniques,285,0,,W410932710,10.3323/jcorr1991.41.319,0,Electron and X-Ray Spectroscopy Techniques,Electron and X-Ray Spectroscopy Techniques
https://openalex.org/W2330226471,1991,Mechanical and electrochemical properties of carbon film formed by ion beam enhanced deposition.,graphene_2d_materials,Metal and Thin Film Mechanics,547,0,,W2330226471,10.1380/jsssj.12.172,0,Metal and Thin Film Mechanics,Metal and Thin Film Mechanics
https://openalex.org/W2517125890,1994,"Electronic Structures of Organic Solids, Surfaces, and Interfaces. Angle-Resolved Ultraviolet Photoemission Studies of Functional Organic Molecular Thin Films.",graphene_2d_materials,Machine Learning in Materials Science,500,0,,W2517125890,10.1380/jsssj.15.573,0,Machine Learning in Materials Science,Machine Learning in Materials Science
https://openalex.org/W1480477310,1994,Confinement and Avoidance of Lubricants in Reciprocating Compressors,graphene_2d_materials,Tribology and Lubrication Engineering,827,0,,W1480477310,,0,Tribology and Lubrication Engineering,Tribology and Lubrication Engineering
https://openalex.org/W2527396200,1994,MODELING OF MOLECULAR ADSORPTION AND ORGANIZATION AT LIQUID-SOLID INTERFACES AND INTERACTIONS OF MOLECULES IN LIQUIDS,graphene_2d_materials,Minerals Flotation and Separation Techniques,565,0,,W2527396200,10.18452/987,0,Minerals Flotation and Separation Techniques,Minerals Flotation and Separation Techniques
https://openalex.org/W2333546911,1992,Utilization of Electrets in a Vacuum Environment.,graphene_2d_materials,Experimental Learning in Engineering,310,0,,W2333546911,10.3131/jvsj.35.279,0,Experimental Learning in Engineering,Experimental Learning in Engineering
https://openalex.org/W2319052584,1990,The vacuum furnace for high temperature bakeout of high power vacuum tubes.,graphene_2d_materials,Vacuum and Plasma Arcs,836,0,,W2319052584,10.3131/jvsj.33.536,0,Vacuum and Plasma Arcs,Vacuum and Plasma Arcs
https://openalex.org/W2316718376,1993,Practical Side of Thermal Spraying. (1). Thermal Spraying by Combustion Flame.,graphene_2d_materials,Flame retardant materials and properties,320,0,,W2316718376,10.2207/qjjws1943.62.409,0,Flame retardant materials and properties,Flame retardant materials and properties
https://openalex.org/W2330958458,1994,Twenty years of the development of composite materials.Lessons and future prospects.MMC ( metal based composite material ).,graphene_2d_materials,Material Properties and Applications,515,0,,W2330958458,10.6089/jscm.20.27,0,Material Properties and Applications,Material Properties and Applications
https://openalex.org/W767291267,1992,"Identification and evaluation of lubricants, adhesives, and seals used on LDEF",graphene_2d_materials,Astro and Planetary Science,105,0,,W767291267,,0,Astro and Planetary Science,Astro and Planetary Science
https://openalex.org/W4232657042,1991,Status of Space Station program in Japan. Summaries of 5th and 6th Space Station Symposium.,graphene_2d_materials,Spaceflight effects on biology,774,0,,W4232657042,10.2322/jjsass1969.39.155,0,Spaceflight effects on biology,Spaceflight effects on biology
https://openalex.org/W2529837407,1991,Metal-Ceramic Composite Films Formed by Dry Processing,graphene_2d_materials,Material Properties and Applications,515,0,,W2529837407,10.2355/tetsutohagane1955.77.5_613,0,Material Properties and Applications,Material Properties and Applications
https://openalex.org/W2330128156,1992,Functional Materials by Plating Method.,graphene_2d_materials,Material Properties and Applications,515,0,,W2330128156,10.2207/qjjws1943.61.3_212,0,Material Properties and Applications,Material Properties and Applications
https://openalex.org/W2317987105,1993,Organic STM and Organic MBE.,graphene_2d_materials,Advanced NMR Techniques and Applications,38,0,,W2317987105,10.1380/jsssj.14.461,0,Advanced NMR Techniques and Applications,Advanced NMR Techniques and Applications
https://openalex.org/W2329128553,1992,Overview of Functional Materials Synthesized by Physical Vapor Deposition Methods.,graphene_2d_materials,Additive Manufacturing and 3D Printing Technologies,13,0,,W2329128553,10.2207/qjjws1943.61.3_180,0,Additive Manufacturing and 3D Printing Technologies,Additive Manufacturing and 3D Printing Technologies
https://openalex.org/W2316256239,1993,Scanning Tunneling Microscopy(STM). Wishing Dream on Tunneling Microscopy.,graphene_2d_materials,Advanced Materials Characterization Techniques,32,0,,W2316256239,10.5940/jcrsj.35.71,0,Advanced Materials Characterization Techniques,Advanced Materials Characterization Techniques
https://openalex.org/W2330047788,1991,Heavy Oil Hydrotreatment Using Dispersed Mo-based Catalyst. Effectiveness of Hydrogen Transfer Desulfurization with Tetralin.,graphene_2d_materials,Catalysis and Hydrodesulfurization Studies,150,0,,W2330047788,10.3775/jie.70.539,0,Catalysis and Hydrodesulfurization Studies,Catalysis and Hydrodesulfurization Studies
https://openalex.org/W2324599375,1994,Analysis of Papers by Means of Color Mapping Technique Using EPMA(Electron Probe X-ray Microanalyzer).,graphene_2d_materials,Cultural Heritage Materials Analysis,218,0,,W2324599375,10.2524/jtappij.48.873,0,Cultural Heritage Materials Analysis,Cultural Heritage Materials Analysis
https://openalex.org/W4254815791,1992,Microbiological Treatment of Minerals.,graphene_2d_materials,Clay minerals and soil interactions,172,0,,W4254815791,10.2320/materia1962.31.696,0,Clay minerals and soil interactions,Clay minerals and soil interactions
https://openalex.org/W3016240863,1993,Cathodes for molten-salt batteries,graphene_2d_materials,Molten salt chemistry and electrochemical processes,573,0,,W3016240863,,0,Molten salt chemistry and electrochemical processes,Molten salt chemistry and electrochemical processes
https://openalex.org/W2268690225,1990,Forming Limit and Its Improvement in Thin-Walled Tube-End Flaring Using Orbital Rotary Forming with Cylindrical Tools,graphene_2d_materials,Metal Forming Simulation Techniques,546,0,,W2268690225,,0,Metal Forming Simulation Techniques,Metal Forming Simulation Techniques
https://openalex.org/W2331568553,1990,Recent studies on hydrogasification. Development of hydropyrolysis.,graphene_2d_materials,Thermochemical Biomass Conversion Processes,813,0,,W2331568553,10.3775/jie.69.8_684,0,Thermochemical Biomass Conversion Processes,Thermochemical Biomass Conversion Processes
https://openalex.org/W4392779775,1993,Subfracture Mechanical Properties,graphene_2d_materials,Material Properties and Processing,517,0,,W4392779775,10.15376/frc.1993.1.1,1,Material Properties and Processing,Material Properties and Processing
https://openalex.org/W2516099726,1992,Special Issues/Surface Modification and Passivation of Materials by Ion Beams. Tribological Improvement by Ion Implantation and Ion Beam Mixing.,graphene_2d_materials,Metal and Thin Film Mechanics,547,0,,W2516099726,10.4139/sfj.43.1132,0,Metal and Thin Film Mechanics,Metal and Thin Film Mechanics
https://openalex.org/W28322285,1991,La MIFEPRISTONE (RU-486): la píldora abortiva,graphene_2d_materials,Cardiovascular Issues in Pregnancy,148,0,,W28322285,10.1038/srep44838,0,Cardiovascular Issues in Pregnancy,Cardiovascular Issues in Pregnancy
https://openalex.org/W30393741,1993,Fragmentos de história torriense,graphene_2d_materials,Archaeological and Historical Studies,97,0,,W30393741,10.1007/s40820-017-0147-3,0,Archaeological and Historical Studies,Archaeological and Historical Studies
https://openalex.org/W36131826,1993,建築解体工事の現状と問題点(建設副産材の再利用および処理の現状と問題点)(材料施工(3)部門パネルディスカッション)(1993年度日本建築学会大会(関東)),graphene_2d_materials,Plasmonic and Surface Plasmon Research,673,0,,W36131826,10.1039/d1na00402f,0,Plasmonic and Surface Plasmon Research,Plasmonic and Surface Plasmon Research
https://openalex.org/W37687096,1993,4310 21世紀型日本国土の環境設計 : Space Module研究 その18,graphene_2d_materials,Flame retardant materials and properties,320,0,,W37687096,10.3390/molecules28176267,0,Flame retardant materials and properties,Flame retardant materials and properties
https://openalex.org/W32019198,1990,"The Ohio State University Commencement Address by Edward H. Jennings, Spring 1990",graphene_2d_materials,Academic Freedom and Politics,5,0,,W32019198,10.3390/nano10020248,0,Academic Freedom and Politics,Academic Freedom and Politics
https://openalex.org/W37513225,1991,Role of germ line p53 mutations in aneuploidy and immortalization of dermal fibroblasts from Li-Fraumeni cancer patients,graphene_2d_materials,Hedgehog Signaling Pathway Studies,388,0,,W37513225,10.3390/molecules28145352,0,Hedgehog Signaling Pathway Studies,Hedgehog Signaling Pathway Studies
https://openalex.org/W38475176,1992,Dieta moderna para las enfermedades del páncreas,graphene_2d_materials,Diet and metabolism studies,230,0,,W38475176,10.3390/s24051640,0,Diet and metabolism studies,Diet and metabolism studies
https://openalex.org/W30932614,1991,"El libro de texto en la enseñanza del francés, lengua extranjera",graphene_2d_materials,French Language Learning Methods,332,0,,W30932614,10.1103/physrevlett.122.086802,0,French Language Learning Methods,French Language Learning Methods
https://openalex.org/W1672476987,1991,Sirtf/irs Cryogenic Grating Drive Mechanism (arc Second Positioning at 4 K),graphene_2d_materials,Adaptive optics and wavefront sensing,11,0,,W1672476987,,0,Adaptive optics and wavefront sensing,Adaptive optics and wavefront sensing
https://openalex.org/W38470803,1992,Implementation of DOP Replacement with Selected Materials in Mask and Filter Testing Penetrometer Machines.,graphene_2d_materials,Engineering and Material Science Research,298,0,,W38470803,10.3390/nano14050474,0,Engineering and Material Science Research,Engineering and Material Science Research
https://openalex.org/W27870853,1994,The human side of Hurricane Andrew,graphene_2d_materials,Disaster Management and Resilience,236,0,,W27870853,10.1371/journal.pgen.1006422,0,Disaster Management and Resilience,Disaster Management and Resilience
https://openalex.org/W35160810,1992,"Crime prevention, the design dimension",graphene_2d_materials,Crime Patterns and Interventions,209,0,,W35160810,10.3390/ma15030866,0,Crime Patterns and Interventions,Crime Patterns and Interventions
https://openalex.org/W37504117,1994,"Guía informática para novatos: ""Calculus"" (2/5)",graphene_2d_materials,Engineering and Information Technology,297,0,,W37504117,10.3390/bios13070719,0,Engineering and Information Technology,Engineering and Information Technology
https://openalex.org/W35165320,1994,"Pre-Pennsylvanian paleokarst at the top of the upper Pennington Formation, central Tennessee",graphene_2d_materials,Paleontology and Stratigraphy of Fossils,637,0,,W35165320,10.1038/s41598-022-06319-z,0,Paleontology and Stratigraphy of Fossils,Paleontology and Stratigraphy of Fossils
https://openalex.org/W36209387,1990,談話接続の日英語対照研究 : 「しかし」とBut,graphene_2d_materials,Solar-Powered Water Purification Methods,769,0,,W36209387,10.1002/advs.202204724,0,Solar-Powered Water Purification Methods,Solar-Powered Water Purification Methods
https://openalex.org/W28811415,1990,State Capitalism and the Operation of the Public Sector,graphene_2d_materials,State Capitalism and Financial Governance,781,0,,W28811415,10.3390/ma6072892,1,State Capitalism and Financial Governance,State Capitalism and Financial Governance
https://openalex.org/W37505569,1993,Niveles de desarrollo y uso de una innovación por parte de los profesores : el programa de integración,graphene_2d_materials,E-Learning and Knowledge Management,252,0,,W37505569,10.3390/toxics11070604,0,E-Learning and Knowledge Management,E-Learning and Knowledge Management
https://openalex.org/W30470825,1994,4201 集合住宅の居住後評価法に関する実態調査 : 音・光・空気・温熱環境について,graphene_2d_materials,Advanced Sensor and Energy Harvesting Materials,47,0,,W30470825,10.1038/s41598-018-35638-3,0,Advanced Sensor and Energy Harvesting Materials,Advanced Sensor and Energy Harvesting Materials
https://openalex.org/W37052720,1994,Hacia una poética de lo americano en el teatro del siglo XVII (España y Nueva España),graphene_2d_materials,Early Modern Spanish Literature,255,0,,W37052720,10.1007/s00604-023-05739-6,0,Early Modern Spanish Literature,Early Modern Spanish Literature
https://openalex.org/W301039240,1990,Exploratory Cell Research and Fundamental Processes Study in Solid State Electrochemical Cells: Final Report,graphene_2d_materials,Conducting polymers and applications,195,0,,W301039240,,0,Conducting polymers and applications,Conducting polymers and applications
https://openalex.org/W1616603088,1992,Scanning Tunneling Microscopy of SILICON(100) 2 X 1,graphene_2d_materials,Force Microscopy Techniques and Applications,328,0,,W1616603088,,0,Force Microscopy Techniques and Applications,Force Microscopy Techniques and Applications
https://openalex.org/W35956619,1994,ソフトウェアシステム開発方法論 「VOCJU」の概要,graphene_2d_materials,Conferences and Exhibitions Management,196,0,,W35956619,10.3390/polym14153104,0,Conferences and Exhibitions Management,Conferences and Exhibitions Management
https://openalex.org/W1616049289,1992,On-orbit deployment anamolies: What can be done?,graphene_2d_materials,Spacecraft Design and Technology,772,0,,W1616049289,,0,Spacecraft Design and Technology,Spacecraft Design and Technology
https://openalex.org/W793602734,1994,ASTM test methods for composite characterization and evaluation,graphene_2d_materials,Mechanical Behavior of Composites,523,0,,W793602734,,0,Mechanical Behavior of Composites,Mechanical Behavior of Composites
https://openalex.org/W32466466,1994,右室圧上昇における右冠動脈血流速パターン : 心房中隔欠損症での検討 : 日本循環器学会第60回中国・四国地方会,graphene_2d_materials,Nanomaterials and Printing Technologies,584,0,,W32466466,10.3390/mi11060539,0,Nanomaterials and Printing Technologies,Nanomaterials and Printing Technologies
https://openalex.org/W32369210,1992,"Clinical laboratory science career choice : effects of sex, age, and personality traits.",graphene_2d_materials,Clinical Laboratory Practices and Quality Control,173,0,,W32369210,10.1002/jor.24706,0,Clinical Laboratory Practices and Quality Control,Clinical Laboratory Practices and Quality Control
https://openalex.org/W35956809,1993,Introducción a la memoria,graphene_2d_materials,"Memory, violence, and history",542,0,,W35956809,10.3390/molecules27154863,0,"Memory, violence, and history","Memory, violence, and history"
https://openalex.org/W39274150,1990,"Reclamation for wildlife habitat: An example from Banff National Park, Alberta, Canada",graphene_2d_materials,Rangeland and Wildlife Management,715,0,,W39274150,10.3390/polym16172518,0,Rangeland and Wildlife Management,Rangeland and Wildlife Management
https://openalex.org/W32923437,1990,Histological changes of neuronal damage in vegetative dogs induced by an 18 minutes of complete global brain ischemia-Two-phase damage of Purkinje cells and hippocampal CA1 pyramidal cells,graphene_2d_materials,Anesthesia and Neurotoxicity Research,87,0,,W32923437,10.3389/fbioe.2020.00981,0,Anesthesia and Neurotoxicity Research,Anesthesia and Neurotoxicity Research
https://openalex.org/W35335799,1993,试论麻醉药品经营、使用、管理工作的新动态,graphene_2d_materials,Carbon and Quantum Dots Applications,145,0,,W35335799,10.3390/nano12060986,0,Carbon and Quantum Dots Applications,Carbon and Quantum Dots Applications
https://openalex.org/W32397564,1991,Los programas iconográficos de la capilla del Sgrario de la Catedral de Córdoba,graphene_2d_materials,Historical Art and Architecture Studies,397,0,,W32397564,10.3390/nano10050922,0,Historical Art and Architecture Studies,Historical Art and Architecture Studies
https://openalex.org/W26235385,1993,Management of Sodic Soils in Utah,graphene_2d_materials,Soil Carbon and Nitrogen Dynamics,765,0,,W26235385,10.1038/srep11604,0,Soil Carbon and Nitrogen Dynamics,Soil Carbon and Nitrogen Dynamics
https://openalex.org/W31319459,1991,Yes--But Will They Behave? Managing the Interactive Classroom. Pathfinder 4.,graphene_2d_materials,Online and Blended Learning,615,0,,W31319459,10.3390/mi10070478,0,Online and Blended Learning,Online and Blended Learning
https://openalex.org/W4252730847,1990,1989 Review of Welding in Japan,graphene_2d_materials,Welding Techniques and Residual Stresses,852,0,,W4252730847,10.2207/qjjws1943.59.315,0,Welding Techniques and Residual Stresses,Welding Techniques and Residual Stresses
https://openalex.org/W3122866092,1993,Normativa actual del Impuesto de Sociedades en España. Descripción y valoración,graphene_2d_materials,"Finance, Taxation, and Governance",317,0,,W3122866092,10.1038/s41467-023-37929-4,0,"Finance, Taxation, and Governance","Finance, Taxation, and Governance"
https://openalex.org/W32276923,1990,恋愛における身体的魅力の役割--釣合仮説を巡って〔含 コメント(松井豊)〕 (愛 ),graphene_2d_materials,Memory and Neural Mechanisms,541,0,,W32276923,10.1523/eneuro.0502-19.2020,0,Memory and Neural Mechanisms,Memory and Neural Mechanisms
https://openalex.org/W39482330,1990,New Hebe andersonii hybrids.,graphene_2d_materials,Botanical Research and Chemistry,133,0,,W39482330,10.1038/s41598-024-77150-x,0,Botanical Research and Chemistry,Botanical Research and Chemistry
https://openalex.org/W37623085,1992,Te manda saludos Dante,graphene_2d_materials,Spanish Philosophy and Literature,778,0,,W37623085,10.3390/gels9080630,0,Spanish Philosophy and Literature,Spanish Philosophy and Literature
https://openalex.org/W34643069,1993,Technological features of cementation of liquid organic wastes from radiochemical production and NPP,graphene_2d_materials,Mining and Gasification Technologies,567,0,,W34643069,10.1002/advs.202101824,0,Mining and Gasification Technologies,Mining and Gasification Technologies
